MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	4.00E-03	6.08E-04	0.00E+00	3.61E-02	1.24E-07	2.52E-07	4.20E-03	6.60E-02	2.33E-02	3.43E-02	6.80E-02	9.38E-03	2.45E-03	2.74E-03	4.07E-02	3.57E-02	5.00E-02	7.06E-03	2.24E-02
1:Del:C:1	2.62E-03	4.61E-05	1.19E-07	4.90E-03	1.29E-06	1.94E-08	4.68E-03	6.70E-02	3.36E-02	2.09E-07	2.22E-02	1.11E-02	5.28E-03	1.29E-06	1.03E-06	1.68E-02	1.25E-02	1.63E-02	3.10E-46
1:Del:C:2	2.22E-04	1.01E-08	2.62E-05	1.57E-03	2.65E-04	1.72E-07	2.14E-03	1.76E-03	4.44E-04	0.00E+00	2.32E-04	1.25E-03	3.30E-03	0.00E+00	2.21E-03	3.98E-03	2.58E-03	7.55E-04	0.00E+00
1:Del:C:3	1.34E-04	1.48E-03	2.66E-04	1.61E-03	4.44E-04	4.03E-04	2.83E-03	3.89E-03	7.08E-03	0.00E+00	5.48E-03	5.29E-05	1.02E-02	7.00E-04	1.37E-03	2.38E-03	3.25E-03	6.01E-03	5.96E-03
1:Del:C:4	1.42E-06	3.78E-04	4.12E-05	3.66E-03	6.26E-04	1.30E-07	0.00E+00	7.12E-03	6.33E-03	0.00E+00	7.44E-04	0.00E+00	4.94E-04	5.24E-04	3.05E-03	7.09E-03	1.88E-03	8.15E-03	3.61E-03
1:Del:C:5	9.38E-04	2.17E-03	4.69E-04	0.00E+00	0.00E+00	0.00E+00	1.06E-03	1.11E-03	3.75E-03	0.00E+00	3.82E-03	6.50E-04	2.06E-03	1.58E-02	1.02E-02	1.85E-03	7.59E-03	2.39E-02	2.56E-02
1:Del:T:0	1.41E-03	1.40E-46	1.32E-03	1.09E-02	1.51E-07	1.98E-07	1.23E-02	1.22E-02	1.18E-03	9.69E-09	1.40E-02	8.18E-03	7.68E-03	2.12E-02	6.85E-02	2.15E-02	7.73E-04	3.56E-02	8.43E-07
1:Del:T:1	2.62E-04	2.79E-06	1.02E-08	1.48E-02	1.40E-07	8.46E-08	2.63E-03	7.86E-03	1.11E-02	2.11E-07	1.67E-02	7.30E-03	1.79E-02	1.82E-04	4.21E-03	6.99E-03	0.00E+00	1.12E-03	4.25E-06
1:Del:T:2	0.00E+00	2.80E-46	1.19E-07	2.33E-02	0.00E+00	5.99E-08	1.87E-46	2.70E-02	3.22E-02	0.00E+00	1.35E-02	1.43E-03	1.39E-02	8.38E-02	1.20E-02	9.97E-03	4.41E-03	1.44E-02	3.09E-02
1:Del:T:3	1.89E-04	3.22E-04	1.87E-46	2.38E-02	0.00E+00	1.61E-02	0.00E+00	3.19E-02	4.06E-02	4.31E-07	8.49E-02	5.84E-04	1.25E-06	5.53E-03	4.14E-02	1.40E-46	2.01E-02	2.10E-03	2.66E-02
