Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	0	9	0	104	16	6	2
V2	54	4	1	9	23	48	7
V3	27	133	26	0	0	0	54
V4	168	14	114	40	71	101	47
V5	37	14	102	174	163	71	154
V6	131	4	0	19	9	1	17
V7	79	103	228	12	18	4	13
V8	1	0	21	0	102	5	82
V9	38	0	18	0	76	200	16
V10	177	14	3	3	2	12	9
V11	80	0	0	0	56	25	53
V12	20	15	94	13	46	106	25
V13	0	5	4	6	10	59	0
V14	0	37	0	0	24	30	26
V15	63	5	31	102	30	37	0
V16	1	7	10	14	44	12	0
V17	0	0	0	233	133	77	25
V18	8	56	1	5	5	10	26
V19	51	0	83	14	143	4	0
V20	58	47	32	19	35	6	21
V21	2	0	0	2	47	8	0
V22	142	0	0	122	99	45	0
V23	74	45	76	37	8	255	58
V24	211	124	120	176	0	92	0
V25	6	16	0	13	38	4	27
V26	3	8	56	30	215	34	0
V27	52	1	41	2	0	6	0
V28	0	56	34	137	0	1	44
V29	7	226	37	2	10	25	0
V30	14	4	0	21	0	203	12
V31	0	34	3	48	10	7	8
V32	3	87	13	0	31	36	28
V33	72	256	64	1	0	6	42
V34	51	7	9	8	22	55	0
V35	64	0	0	218	70	0	34
V36	252	272	154	29	2	5	0
V37	87	13	216	29	205	17	26
V38	0	34	0	14	16	172	50
V39	241	3	28	41	232	1	26
V40	0	46	0	0	1	0	19
V41	36	6	298	45	27	4	15
V42	6	10	0	331	106	1	18
V43	395	24	11	12	186	72	252
V44	71	102	25	0	6	6	23
V45	38	5	70	72	8	16	0
V46	4	5	2	1	1	12	13
V47	0	110	0	0	75	1	174
V48	106	75	163	150	1	8	27
V49	39	224	5	7	101	12	0
V50	44	261	3	1	13	42	9
V51	0	0	44	23	33	22	7
V52	57	44	0	5	0	13	0
V53	66	4	0	107	2	6	0
V54	59	9	44	0	44	28	29
V55	0	56	0	50	117	21	35
V56	50	0	153	44	55	5	0
V57	3	72	19	4	34	65	0
V58	0	3	0	5	102	14	48
V59	70	3	29	20	0	116	0
V60	1	1	0	83	60	24	25
V61	20	0	276	83	0	2	41
V62	2	70	127	7	34	232	0
V63	198	45	4	11	44	21	5
V64	0	12	2	186	0	21	15
V65	143	116	148	0	27	2	118
V66	1	63	11	2	0	7	0
V67	80	93	105	48	171	157	0
V68	2	18	49	6	4	34	7
V69	113	6	187	10	56	5	30
V70	22	1	0	46	73	7	8
V71	0	5	0	25	229	0	97
V72	19	4	1	113	11	0	2
V73	311	0	2	6	8	10	4
V74	0	98	21	302	0	6	47
V75	16	31	154	2	43	51	0
V76	103	138	39	0	6	5	28
V77	50	31	27	72	34	6	9
V78	41	66	109	5	41	1	116
V79	25	43	16	0	38	44	10
V80	0	9	19	1	48	3	59
V81	18	11	0	67	2	0	2
V82	11	38	0	16	2	0	20
V83	205	0	0	10	9	53	12
V84	8	34	28	94	8	46	0
V85	105	140	3	49	0	16	53
V86	7	0	25	35	8	8	0
V87	0	143	42	0	0	61	191
V88	4	3	189	6	3	46	0
V89	6	19	2	97	10	0	6
V90	12	11	22	142	59	4	0
V91	37	57	12	0	5	22	21
V92	99	5	0	29	70	7	3
V93	161	0	0	3	61	9	0
V94	28	0	56	4	11	65	1
V95	30	19	12	20	5	4	2
V96	37	112	0	104	0	5	0
V97	0	23	239	18	15	1	43
V98	36	217	0	0	27	56	42
V99	73	72	21	0	0	22	0
V100	0	3	4	13	2	3	0
