MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	5.27E-04	7.53E-04	1.30E-04	1.21E-07	3.64E-03	2.74E-03
1:Del:C:1	1.02E-04	7.77E-04	7.93E-04	3.73E-04	2.01E-03	1.24E-03
1:Del:C:2	3.84E-08	5.71E-08	3.66E-05	7.87E-05	2.96E-04	4.79E-05
1:Del:C:3	4.28E-04	2.33E-04	2.28E-04	1.54E-04	4.97E-04	6.26E-04
1:Del:C:4	2.43E-05	0.00E+00	1.75E-04	1.67E-04	8.82E-04	5.79E-04
1:Del:C:5	1.27E-04	1.12E-04	3.33E-04	7.46E-04	8.75E-05	3.75E-05
1:Del:T:0	1.13E-04	6.38E-04	3.41E-04	1.34E-03	1.96E-03	1.76E-03
1:Del:T:1	7.39E-06	3.60E-05	4.09E-08	2.95E-04	8.25E-04	7.15E-04
1:Del:T:2	1.90E-04	5.71E-04	2.60E-08	4.33E-04	9.46E-04	9.16E-04
1:Del:T:3	1.40E-46	4.41E-04	6.36E-04	1.80E-03	1.70E-03	2.23E-04
1:Del:T:4	5.87E-04	4.64E-04	5.09E-04	1.28E-03	9.00E-04	1.47E-04
1:Del:T:5	8.87E-08	3.41E-03	4.68E-08	5.02E-03	7.27E-04	2.99E-04
1:Ins:C:0	6.83E-06	1.18E-07	2.83E-06	0.00E+00	2.50E-08	2.16E-04
1:Ins:C:1	1.03E-04	6.50E-05	6.34E-09	1.55E-04	1.45E-08	2.68E-04
1:Ins:C:2	1.63E-08	3.46E-08	2.17E-08	2.93E-09	8.25E-05	6.78E-05
1:Ins:C:3	8.99E-05	4.28E-09	9.24E-05	9.72E-05	4.76E-07	1.12E-04
1:Ins:C:4	2.21E-04	4.36E-04	4.77E-04	3.61E-04	2.88E-04	1.40E-04
1:Ins:C:5	2.85E-04	7.07E-05	8.43E-04	4.06E-04	1.87E-04	1.87E-04
1:Ins:T:0	6.09E-05	3.92E-04	3.87E-04	8.54E-05	8.40E-04	4.09E-04
1:Ins:T:1	2.76E-04	1.56E-04	1.28E-04	1.40E-46	5.87E-04	4.75E-04
1:Ins:T:2	1.08E-08	5.27E-08	1.27E-08	5.45E-05	2.76E-04	7.46E-08
1:Ins:T:3	9.64E-05	8.63E-05	4.39E-04	3.17E-04	3.77E-04	9.66E-05
1:Ins:T:4	2.25E-04	1.52E-04	1.03E-03	4.48E-04	3.97E-04	1.42E-04
1:Ins:T:5	5.13E-08	1.61E-08	2.43E-03	3.84E-08	1.71E-07	1.40E-07
2:Del:R:0	4.44E-05	7.10E-05	3.10E-04	8.42E-05	7.83E-04	5.30E-04
2:Del:R:1	6.37E-05	2.81E-04	3.73E-04	4.98E-04	6.73E-04	4.18E-04
2:Del:R:2	3.21E-05	1.12E-04	2.11E-04	3.50E-04	4.09E-04	1.41E-05
2:Del:R:3	0.00E+00	4.73E-05	1.18E-04	5.37E-05	1.58E-05	2.86E-05
2:Del:R:4	1.24E-04	3.27E-08	1.76E-04	2.04E-04	9.30E-05	5.82E-09
2:Del:R:5	8.54E-08	1.46E-04	2.05E-08	1.95E-08	2.42E-08	2.56E-04
3:Del:R:0	1.17E-04	4.16E-04	1.28E-04	2.77E-04	5.12E-04	4.39E-04
3:Del:R:1	9.24E-04	2.89E-04	5.39E-04	6.84E-04	1.39E-04	8.27E-04
3:Del:R:2	5.53E-05	1.52E-04	3.23E-04	3.41E-04	0.00E+00	1.90E-04
3:Del:R:3	8.85E-05	3.90E-09	1.11E-04	5.00E-05	7.13E-05	0.00E+00
3:Del:R:4	3.22E-09	4.21E-09	4.18E-09	6.97E-09	6.89E-09	6.08E-09
3:Del:R:5	3.22E-09	4.21E-09	4.18E-09	6.97E-09	6.89E-09	6.08E-09
4:Del:R:0	1.06E-05	3.66E-04	1.29E-04	1.10E-04	3.91E-04	4.74E-04
4:Del:R:1	0.00E+00	1.38E-04	2.63E-04	3.07E-04	5.77E-04	4.33E-04
4:Del:R:2	8.89E-05	4.61E-05	1.41E-04	1.42E-04	7.80E-05	2.11E-04
4:Del:R:3	1.38E-03	7.64E-08	2.54E-08	8.91E-08	3.04E-07	9.97E-05
4:Del:R:4	2.14E-04	2.77E-03	2.38E-08	6.76E-04	1.63E-07	2.86E-05
4:Del:R:5	3.22E-09	4.21E-09	4.18E-09	6.97E-09	6.89E-09	6.08E-09
5:Del:R:0	4.87E-04	5.57E-04	0.00E+00	6.88E-04	9.42E-08	1.12E-03
5:Del:R:1	8.80E-08	5.04E-05	8.53E-05	2.63E-04	1.71E-04	6.17E-05
5:Del:R:2	5.69E-05	4.91E-09	1.12E-08	9.77E-05	1.22E-04	0.00E+00
5:Del:R:3	3.22E-09	4.21E-09	4.18E-09	6.97E-09	6.89E-09	6.08E-09
5:Del:R:4	3.22E-09	4.21E-09	4.18E-09	6.97E-09	6.89E-09	6.08E-09
5:Del:R:5	3.58E-05	1.03E-07	5.47E-08	4.86E-08	9.92E-08	3.27E-08
2:Ins:R:0	1.47E-03	2.43E-04	1.20E-04	2.68E-04	0.00E+00	4.80E-04
2:Ins:R:1	1.61E-04	1.42E-05	2.50E-04	1.57E-04	4.17E-04	2.78E-04
2:Ins:R:2	3.80E-05	1.85E-04	1.80E-04	7.89E-05	1.08E-04	1.41E-04
2:Ins:R:3	1.60E-08	3.84E-08	8.79E-05	1.57E-04	1.46E-04	0.00E+00
2:Ins:R:4	6.72E-05	1.08E-04	3.00E-04	2.06E-04	1.59E-04	1.34E-04
2:Ins:R:5	7.61E-05	0.00E+00	9.49E-04	7.24E-04	0.00E+00	6.43E-04
3:Ins:R:0	3.55E-05	1.38E-07	3.43E-08	5.44E-08	5.20E-08	1.01E-04
3:Ins:R:1	4.61E-05	9.19E-09	6.27E-05	2.19E-04	1.52E-04	0.00E+00
3:Ins:R:2	8.85E-05	4.33E-08	4.28E-05	3.73E-05	6.16E-08	1.59E-08
3:Ins:R:3	2.55E-08	4.68E-08	3.33E-08	5.07E-08	7.01E-08	5.80E-05
3:Ins:R:4	1.16E-04	1.60E-08	4.53E-05	1.00E-08	1.60E-08	1.46E-08
3:Ins:R:5	2.73E-04	2.22E-05	1.93E-04	1.37E-04	1.58E-04	9.17E-05
4:Ins:R:0	7.54E-07	2.14E-04	2.69E-08	0.00E+00	2.87E-05	1.36E-04
4:Ins:R:1	2.19E-05	2.47E-04	3.02E-04	1.46E-04	1.67E-04	2.15E-04
4:Ins:R:2	3.22E-09	4.21E-09	4.18E-09	6.97E-09	6.89E-09	6.08E-09
4:Ins:R:3	4.06E-08	3.94E-08	3.92E-08	3.11E-05	1.31E-04	2.36E-08
4:Ins:R:4	4.78E-08	4.64E-08	4.98E-08	6.27E-05	1.01E-04	3.23E-08
4:Ins:R:5	3.65E-07	7.43E-05	3.09E-05	2.63E-04	3.11E-04	2.08E-04
5:Ins:R:0	5.96E-09	3.25E-03	1.75E-07	0.00E+00	5.53E-08	1.67E-07
5:Ins:R:1	1.68E-04	0.00E+00	3.42E-04	2.74E-04	4.79E-04	5.28E-04
5:Ins:R:2	1.19E-04	5.40E-08	1.56E-08	7.59E-09	1.71E-04	9.09E-05
5:Ins:R:3	8.51E-08	6.63E-05	1.36E-04	6.77E-05	2.22E-04	0.00E+00
5:Ins:R:4	3.22E-09	4.21E-09	4.18E-09	6.97E-09	6.89E-09	6.08E-09
5:Ins:R:5	1.09E-04	1.88E-08	2.55E-08	1.35E-08	2.81E-08	1.06E-04
2:Del:M:1	2.31E-05	1.81E-04	1.57E-04	2.88E-04	4.71E-04	5.47E-04
3:Del:M:1	2.64E-04	1.40E-46	7.66E-05	0.00E+00	5.16E-04	6.14E-04
3:Del:M:2	1.70E-04	8.69E-05	3.47E-04	4.19E-04	3.66E-04	6.43E-04
4:Del:M:1	1.64E-04	1.22E-08	2.43E-05	3.42E-05	2.37E-04	6.87E-04
4:Del:M:2	8.28E-05	7.16E-05	1.15E-08	2.34E-04	3.59E-04	1.90E-04
4:Del:M:3	5.41E-04	6.52E-05	1.36E-04	0.00E+00	2.15E-04	0.00E+00
5:Del:M:1	3.22E-04	7.93E-05	1.67E-07	1.40E-46	6.18E-08	3.05E-03
5:Del:M:2	2.85E-07	2.97E-08	1.10E-04	5.18E-04	3.94E-08	2.04E-03
5:Del:M:3	1.20E-04	2.02E-04	3.16E-08	2.05E-04	2.79E-04	9.03E-04
5:Del:M:4	1.74E-04	3.44E-04	8.29E-05	3.79E-04	1.16E-04	5.96E-04
5:Del:M:5	1.72E-04	1.07E-08	2.88E-05	4.31E-04	1.25E-04	8.71E-04
