NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	61.73	25.224	15.482	15.898	0.141	0.982	50000.0
2	60.397	24.602	15.118	15.67	0.145	0.982	30000.0
3	58.744	23.942	14.326	14.589	0.142	0.986	30000.0
4	58.867	24.052	14.257	14.642	0.141	0.986	60000.0
5	60.476	23.997	14.507	14.623	0.14	0.986	40000.0
6	57.635	23.471	14.069	14.436	0.137	0.986	50000.0
7	62.106	25.31	15.983	16.272	0.142	0.981	50000.0
8	61.184	24.707	15.695	15.815	0.141	0.982	40000.0
9	61.277	25.225	15.29	15.855	0.146	0.982	50000.0
10	60.943	25.016	15.125	15.736	0.142	0.983	50000.0
