NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.279	23.728	14.592	15.238	0.13	0.984	30000.0
2	62.915	24.265	15.183	15.345	0.135	0.984	20000.0
3	60.77	23.809	14.443	15.163	0.133	0.983	30000.0
4	63.416	25.143	15.894	16.606	0.135	0.98	20000.0
5	61.932	24.361	14.595	15.254	0.136	0.984	30000.0
6	63.678	24.721	15.65	15.961	0.137	0.983	30000.0
7	62.538	24.768	15.495	16.382	0.137	0.981	40000.0
8	62.013	24.15	14.742	15.147	0.139	0.985	40000.0
9	63.546	25.047	15.678	16.329	0.135	0.982	20000.0
10	62.059	24.243	15.099	15.66	0.133	0.982	30000.0
