Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	3.14E-01	8.84E-01	1.48E+00	6.54E-01	2.22E+00	2.48E+00	8.00E-01
V2	1.06E+00	3.02E+00	1.55E+00	5.47E-01	9.98E-01	1.99E+00	7.61E-01
V3	2.33E+00	8.33E-01	0.00E+00	3.35E-01	1.06E+01	1.65E+00	1.09E+01
V4	0.00E+00	9.52E-01	1.32E+00	8.14E-01	3.35E+00	3.30E+00	2.86E+00
V5	2.89E+00	0.00E+00	7.22E-01	6.67E-01	5.85E+00	8.31E-01	5.73E+00
V6	4.48E-01	0.00E+00	1.27E+00	0.00E+00	0.00E+00	1.16E+00	3.00E-01
V7	4.27E+00	1.99E+00	4.05E+00	1.40E+00	4.51E+00	1.19E+00	5.76E+00
V8	1.37E+00	1.49E+00	1.13E+00	7.12E-01	1.15E+00	1.69E+00	2.34E+00
V9	6.84E-01	4.04E+00	1.69E+00	5.58E-01	1.54E+01	0.00E+00	1.69E+01
V10	4.14E+00	1.47E+00	2.24E+00	7.22E-01	6.29E-01	5.42E-01	2.75E+00
V11	1.38E+00	3.02E+00	0.00E+00	2.46E+00	2.62E+00	1.65E+00	2.19E+00
V12	4.84E+00	1.19E+00	4.87E+00	5.77E-01	6.74E-01	1.36E+00	1.19E+00
V13	6.05E-01	1.86E+00	0.00E+00	2.16E+00	1.01E+01	1.33E+00	1.09E+01
V14	2.57E+00	1.86E+00	3.27E-01	1.78E+00	7.01E+00	3.07E+00	6.81E+00
V15	1.31E+00	1.95E+00	5.55E+00	1.03E+00	4.83E+00	8.67E-01	5.63E+00
V16	1.80E+00	2.05E+00	2.24E+00	6.70E-01	0.00E+00	4.42E-01	5.12E-01
V17	1.50E+00	3.12E+00	1.39E+00	1.27E+00	4.08E+00	8.70E-01	5.44E+00
V18	1.71E+00	1.30E+00	1.69E+00	1.20E+00	6.96E+00	2.67E-01	6.49E+00
V19	1.54E+00	1.29E+00	1.72E+00	9.22E-01	3.38E+00	3.86E+00	2.08E+00
V20	2.24E-01	1.71E+00	5.43E-01	4.67E-01	1.12E+01	0.00E+00	1.14E+01
V21	2.75E+00	1.21E+00	4.60E+00	3.17E+00	1.34E+01	1.01E+00	1.38E+01
V22	2.61E+00	8.19E-01	1.49E+00	1.40E+00	7.95E-01	2.14E+00	7.06E-01
V23	3.10E+00	1.85E+00	1.39E+00	1.78E+00	3.88E+01	1.76E+00	3.80E+01
V24	6.43E+00	3.10E+00	1.73E+00	1.29E+00	6.76E+00	5.73E+00	6.32E+00
V25	4.63E+00	2.25E+00	2.31E+00	5.81E-01	3.37E+00	4.73E+00	4.27E-01
V26	9.83E-01	2.36E+00	2.98E-01	6.16E-01	2.78E+00	3.12E+00	4.23E+00
V27	2.55E+00	9.21E-01	4.45E+00	0.00E+00	9.12E-01	3.03E+00	4.23E+00
V28	2.18E+00	1.07E+00	2.10E+00	9.89E-01	5.67E+00	2.85E+00	4.67E+00
V29	7.61E-01	1.81E+00	3.38E+00	9.43E-01	8.66E+00	0.00E+00	8.53E+00
V30	2.13E-01	1.56E+00	3.74E+00	1.62E+00	1.33E+00	2.56E+00	4.35E+00
V31	1.59E+00	2.23E+00	1.59E+00	0.00E+00	1.81E+00	1.28E+00	2.30E+00
V32	7.19E-01	2.89E+00	1.69E+00	1.64E+00	1.41E+01	4.33E+00	1.51E+01
V33	1.31E+00	0.00E+00	8.46E-01	1.54E+00	1.25E+00	3.71E-01	1.24E+00
V34	1.90E+00	4.96E-01	8.83E-01	7.27E-01	9.52E-01	1.04E+00	1.20E+00
V35	2.90E+00	1.75E+00	1.22E+00	0.00E+00	1.13E+00	2.08E+00	1.69E+00
V36	1.55E+00	0.00E+00	1.30E+00	0.00E+00	6.10E+00	2.14E+00	5.21E+00
V37	2.16E+00	1.97E+00	3.79E-01	1.38E+00	1.26E+00	4.07E-01	1.35E+00
V38	1.14E+00	1.22E+00	1.03E+00	4.52E-01	9.22E-01	8.19E-01	1.64E+00
V39	3.69E+00	3.07E+00	6.07E+00	2.39E+00	3.19E+00	7.34E-01	6.75E+00
V40	1.91E+00	2.40E+00	2.77E-01	1.97E+00	1.79E+01	1.79E+00	1.97E+01
V41	3.02E+00	1.52E+00	1.06E+00	3.68E+00	1.25E+00	1.04E+00	1.34E+00
V42	1.98E+00	2.29E+00	7.63E-01	1.08E+00	3.24E+00	2.48E+00	3.37E+00
V43	1.10E+00	1.62E+00	5.17E+00	3.75E+00	3.28E+00	1.00E-01	7.01E+00
V44	3.58E+00	2.35E+00	1.45E+00	1.67E+00	1.59E+01	2.44E+00	1.56E+01
V45	2.65E+00	2.20E+00	1.22E+00	5.67E-01	7.84E+00	2.50E+00	6.82E+00
V46	1.17E+00	2.95E+00	9.73E+00	7.27E-01	1.80E+00	1.94E+00	7.86E+00
V47	3.88E+00	4.59E+00	0.00E+00	2.24E-01	0.00E+00	1.41E+00	1.08E+00
V48	2.11E-01	1.13E+00	4.13E+00	2.62E+00	4.17E+00	2.06E+00	5.05E+00
V49	1.81E+00	7.61E-01	1.20E+00	0.00E+00	1.07E+01	2.50E+00	1.13E+01
