Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	1	15	9	9	45	25	0
V2	17	190	60	6	9	44	0
V3	59	25	0	4	43	28	78
V4	0	36	10	5	37	77	12
V5	342	0	0	4	48	8	41
V6	3	0	117	0	0	19	1
V7	225	58	46	19	34	15	37
V8	53	27	9	6	1	54	14
V9	0	267	27	6	113	0	71
V10	99	40	133	10	2	1	7
V11	23	95	0	39	62	17	0
V12	122	14	237	4	2	15	0
V13	3	60	0	35	104	15	0
V14	54	18	1	53	57	125	1
V15	22	82	57	10	12	17	52
V16	34	63	115	12	0	5	0
V17	38	57	26	10	32	13	13
V18	29	10	13	22	84	1	0
V19	20	15	10	8	20	219	14
V20	0	34	0	2	62	0	46
V21	111	9	258	124	117	5	29
V22	149	10	41	46	5	26	4
V23	98	121	0	19	128	20	233
V24	374	120	95	14	207	261	0
V25	244	39	83	5	33	116	0
V26	25	563	1	16	20	87	0
V27	154	4	58	0	9	122	4
V28	47	7	24	10	29	123	40
V29	0	33	181	36	40	0	82
V30	1	31	176	35	5	81	11
V31	34	53	17	0	6	9	12
V32	7	70	0	33	7	75	140
V33	32	0	4	18	12	2	0
V34	62	1	4	19	3	10	0
V35	122	45	3	0	2	16	16
V36	36	0	20	0	68	35	0
V37	45	78	0	54	7	0	16
V38	15	225	16	3	3	5	1
V39	344	77	68	38	18	9	15
V40	60	71	0	117	26	20	173
V41	54	13	7	75	6	12	4
V42	29	88	3	5	41	35	20
V43	20	53	50	180	21	0	5
V44	109	32	4	42	138	17	55
V45	288	52	54	4	79	49	0
V46	6	71	226	5	10	38	25
V47	163	253	0	1	0	7	27
V48	1	21	32	43	54	46	9
V49	26	4	9	0	49	89	72
V50	392	1	1	9	63	2	24
V51	14	1	19	28	33	7	50
V52	68	1	0	13	5	2	16
V53	0	1	37	96	29	156	0
V54	95	0	1	1	15	36	22
V55	9	333	95	3	14	20	0
V56	33	24	7	52	232	64	0
V57	7	173	144	11	0	0	5
V58	14	40	38	16	260	3	40
V59	17	0	17	71	2	10	0
V60	77	31	32	4	14	0	22
V61	5	23	54	8	25	3	0
V62	232	0	55	5	20	0	17
V63	7	12	0	27	161	6	18
V64	69	65	7	0	24	114	17
V65	91	42	13	67	0	29	25
V66	25	97	27	17	8	2	25
V67	29	229	0	9	82	3	19
V68	7	62	32	13	0	15	7
V69	0	29	112	8	8	38	1
V70	6	353	9	176	69	26	0
V71	0	9	5	17	19	66	3
V72	12	41	2	76	0	0	0
V73	165	1	7	0	30	27	0
V74	58	38	64	57	10	3	1
V75	9	64	38	39	72	0	0
V76	103	6	0	0	31	8	80
V77	84	100	110	55	29	3	5
V78	44	52	1	132	54	89	102
V79	1	7	471	90	29	30	0
V80	129	178	2	13	4	257	20
V81	10	2	178	94	9	17	21
V82	79	206	41	1	8	0	20
V83	48	7	59	802	0	33	1
V84	188	12	129	24	98	26	0
V85	44	6	24	14	27	1	6
V86	99	12	95	3	5	0	0
V87	20	8	74	0	31	37	0
V88	65	240	10	4	9	34	17
V89	7	0	76	1	39	15	30
V90	3	1	31	6	64	128	7
V91	3	86	51	9	7	59	0
V92	2	122	1	8	0	10	0
V93	8	3	4	50	85	6	46
V94	278	18	9	342	0	0	0
V95	76	503	12	50	0	8	25
V96	5	34	6	1	15	10	48
V97	10	152	0	52	6	0	7
V98	23	14	0	45	66	155	91
V99	40	5	46	2	0	49	2
V100	277	14	0	0	20	5	6
