Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	3.38E+00	6.50E-01	1.35E+01	4.05E+00	3.99E+00	0.00E+00	3.08E+00	8.75E+00	1.00E+01
V2	4.16E+00	2.55E+00	9.08E+00	3.95E+00	6.23E-01	1.50E+01	1.51E+01	1.04E+01	5.20E+00
V3	3.18E+00	2.98E+00	2.78E+00	3.10E+00	1.91E+00	1.40E+00	3.24E+00	3.21E+00	5.71E+00
V4	3.62E+00	0.00E+00	7.06E-01	2.38E+00	2.77E+00	0.00E+00	0.00E+00	5.00E-01	1.90E+00
V5	6.65E+00	2.59E+01	6.12E+00	4.78E+00	2.63E+00	7.47E+00	3.04E+01	5.85E+00	1.68E+01
V6	4.41E+00	8.88E-01	1.38E+01	4.53E+00	3.06E-01	5.26E+00	4.58E+00	7.51E+00	7.23E+00
V7	8.33E-01	5.15E+00	6.46E+00	3.01E+00	5.02E+00	3.20E+00	9.29E+00	7.28E+00	1.18E+01
V8	2.76E+00	5.38E+00	7.13E+00	1.38E+01	1.91E+00	4.14E+00	1.53E+01	5.15E+00	2.48E+00
V9	4.46E+00	6.35E+00	1.35E+01	3.87E+00	5.11E+00	4.99E+00	4.67E+00	1.47E+01	7.89E+00
V10	1.44E+00	3.94E+00	4.21E+00	3.74E+00	3.34E+00	4.95E+00	6.20E+00	3.74E+00	4.04E+00
V11	1.13E+00	3.09E+00	9.03E+00	0.00E+00	2.43E+00	2.67E+00	5.77E+00	5.74E+00	1.13E+01
V12	1.26E+00	1.70E+00	9.89E-01	0.00E+00	1.17E+00	3.11E+00	1.89E+00	1.78E+00	1.87E+00
V13	1.84E+00	2.49E-01	3.94E+00	7.00E-01	1.50E+00	2.32E+00	1.61E+00	5.26E+00	3.81E+00
V14	5.15E+00	7.33E+00	1.10E+01	2.77E+00	2.15E+00	1.51E+00	7.14E+00	1.03E+01	7.08E+00
V15	2.47E+00	2.67E+00	3.64E+00	1.99E+00	0.00E+00	0.00E+00	1.80E+00	3.58E+00	6.00E-01
V16	1.04E+00	2.12E+00	7.17E+00	1.08E+00	3.02E+00	6.33E+00	6.40E+00	6.26E+00	9.12E+00
V17	6.36E+00	1.49E+01	8.84E+00	6.29E+00	1.77E+00	7.46E+00	1.49E+01	8.23E+00	1.64E+01
V18	5.33E+00	1.36E+01	3.20E+00	4.65E+00	6.15E+00	8.00E+00	1.23E+01	4.99E+00	1.47E+01
V19	6.67E+00	3.54E+00	1.05E+01	6.06E+00	1.84E+00	2.20E+00	1.70E+00	1.07E+01	4.07E+00
V20	5.22E+00	5.10E+00	7.00E-01	5.79E+00	9.87E-01	0.00E+00	5.10E+00	1.30E+00	0.00E+00
V21	0.00E+00	9.19E-01	6.75E+00	1.83E+00	2.75E+00	1.74E+00	1.11E+00	5.40E+00	4.56E+00
V22	4.60E+00	1.84E+01	1.11E+00	6.23E+00	4.63E+00	4.11E+00	2.08E+01	3.01E+00	7.14E+00
V23	8.45E+00	1.93E+00	3.70E+00	4.96E+00	2.49E+00	3.16E+01	3.66E+01	1.77E+01	4.79E+00
V24	1.27E+00	4.94E+00	1.24E+01	1.73E+00	1.12E+00	3.08E+00	5.95E+00	1.15E+01	0.00E+00
V25	6.29E+00	1.62E+01	1.87E+01	1.71E+00	1.42E+00	1.25E+01	9.13E+00	1.89E+01	2.70E+01
V26	6.90E-01	9.19E-01	0.00E+00	7.06E-01	5.77E-01	1.14E+00	0.00E+00	9.89E-01	1.74E+00
V27	0.00E+00	7.42E-01	1.93E+01	0.00E+00	3.33E-01	1.75E+01	1.67E+01	2.03E+01	3.37E+00
V28	7.67E-01	2.49E+01	2.01E+01	4.62E+00	3.00E+00	8.50E+00	2.00E+01	1.90E+01	2.08E+01
V29	4.85E+00	1.30E+01	8.99E+00	5.34E+00	4.18E+00	5.39E+00	1.54E+01	6.57E+00	1.63E+01
V30	1.85E+00	0.00E+00	2.77E-01	1.57E+00	6.54E-01	1.00E-01	1.00E-01	1.00E-01	0.00E+00
V31	4.02E+00	1.81E+00	3.78E+00	1.25E+00	6.57E-01	4.10E+00	8.17E+00	4.84E+00	1.84E+00
V32	3.29E+00	6.45E+00	1.54E+00	1.64E+00	2.84E+00	0.00E+00	1.79E+00	7.67E-01	6.28E+00
V33	1.96E+00	1.36E+01	1.41E+00	3.86E+00	1.59E+00	6.86E-01	1.32E+01	1.00E+00	1.32E+00
V34	2.88E+00	8.69E-01	4.16E-01	1.38E+00	3.43E+00	0.00E+00	2.01E+00	4.99E-01	4.78E+00
V35	5.37E+00	2.96E+00	2.83E+00	1.73E+00	3.06E-01	7.17E+00	8.20E+00	6.50E+00	3.03E+00
V36	1.56E+00	2.13E-01	4.24E+00	1.64E+00	2.50E+00	1.32E+00	1.24E+00	3.95E+00	2.07E+00
V37	3.53E+00	1.17E+00	1.25E+01	4.02E+00	3.06E+00	7.12E-01	2.37E+00	1.32E+01	6.69E+00
V38	2.36E+00	1.04E+00	1.54E+00	2.71E+00	1.94E+00	1.53E-01	1.10E+00	2.42E+00	3.42E-01
V39	3.20E+00	1.28E+01	4.40E+00	2.33E+00	3.36E+00	9.90E+00	1.41E+01	5.97E+00	5.55E+00
V40	6.77E+00	2.64E+00	3.00E-01	2.02E+00	1.02E+00	9.54E+00	1.43E+01	5.81E+00	3.18E+00
V41	2.32E+00	4.08E+00	8.95E+00	3.27E+00	0.00E+00	9.22E-01	1.21E+00	9.69E+00	5.97E+00
V42	1.93E+00	6.57E+00	3.57E+00	0.00E+00	0.00E+00	5.17E+00	6.40E+00	3.40E+00	8.90E+00
V43	2.40E+00	1.42E+00	1.42E+00	0.00E+00	1.50E+00	5.37E+00	6.75E+00	1.74E+00	2.86E+00
V44	3.42E-01	1.53E+00	1.38E+00	5.59E-01	9.89E-01	0.00E+00	2.00E-01	1.21E+00	1.64E+00
V45	3.79E+00	3.92E+00	1.54E+01	2.14E+00	1.79E+00	7.13E+00	7.47E+00	1.17E+01	5.28E+00
V46	1.63E+00	2.18E+00	8.96E+00	7.16E+00	0.00E+00	1.41E+00	8.21E+00	7.13E+00	4.24E+00
V47	1.45E+00	9.86E+00	2.35E+01	0.00E+00	4.88E+00	4.99E+00	2.04E+01	2.41E+01	1.30E+01
V48	8.38E+00	1.38E+00	1.02E+01	3.47E+00	4.64E+00	3.73E+00	1.21E+01	1.19E+01	8.92E+00
V49	9.12E+00	1.58E+00	7.77E-01	1.90E+00	1.52E+00	9.32E+00	1.58E+01	2.58E+00	1.93E+00
