Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	16	3	142	15	199	0	0	0	0
V2	27	12	85	52	2	131	5	2	3
V3	29	27	0	29	11	0	0	28	9
V4	79	0	2	9	74	0	0	0	2
V5	101	217	47	36	15	7	117	13	31
V6	43	2	133	180	0	41	0	0	8
V7	0	25	0	72	39	0	15	73	19
V8	99	71	46	416	44	0	68	0	0
V9	67	96	0	6	138	6	0	107	82
V10	0	34	2	88	104	38	0	44	16
V11	4	23	61	0	122	5	9	11	11
V12	27	10	0	0	10	20	0	6	0
V13	37	0	8	0	11	10	0	24	7
V14	219	53	60	4	35	0	0	58	0
V15	24	25	19	18	0	0	0	0	0
V16	6	33	42	0	80	46	0	9	13
V17	92	208	100	34	14	34	90	0	0
V18	87	107	16	35	43	11	112	0	0
V19	217	35	89	86	38	14	0	0	0
V20	203	48	0	143	7	0	0	10	0
V21	0	0	109	24	49	6	0	0	25
V22	140	193	3	62	96	30	0	0	0
V23	151	39	23	47	46	290	49	18	0
V24	0	44	85	37	12	0	27	17	5
V25	358	148	57	0	37	91	0	141	27
V26	0	6	0	5	3	6	0	0	7
V27	0	4	15	0	1	71	0	239	0
V28	9	182	169	138	28	22	116	0	0
V29	60	168	60	67	60	128	63	0	0
V30	9	0	1	4	8	0	0	0	0
V31	71	22	36	13	4	0	54	0	9
V32	224	229	0	17	132	0	3	0	3
V33	14	135	4	108	14	0	11	0	0
V34	11	5	1	11	51	0	1	0	0
V35	75	11	0	4	0	23	53	18	11
V36	11	0	31	2	81	6	6	0	0
V37	21	4	133	49	43	3	0	4	16
V38	15	8	4	21	48	0	0	11	0
V39	70	118	0	3	59	77	18	34	19
V40	77	10	0	14	4	45	66	0	0
V41	15	31	75	95	0	0	13	0	0
V42	3	56	0	5	0	20	37	27	0
V43	97	11	0	0	23	47	0	15	0
V44	0	85	9	1	31	0	0	1	0
V45	171	34	87	0	50	31	0	111	11
V46	24	11	86	124	0	1	16	0	2
V47	0	79	210	0	130	10	46	93	0
V48	131	0	125	42	39	0	38	0	20
V49	109	0	0	27	11	26	80	0	0
V50	80	337	58	2	13	0	36	0	16
V51	75	44	17	3	1	4	21	45	0
V52	3	32	37	2	20	219	0	0	0
V53	0	0	10	100	40	0	0	0	4
V54	207	41	324	298	102	18	2	0	82
V55	0	74	48	5	23	26	44	7	0
V56	12	95	0	51	0	4	71	0	4
V57	265	146	6	11	128	28	39	0	13
V58	20	75	4	108	19	16	18	9	0
V59	199	15	128	0	3	3	0	7	84
V60	42	0	50	11	71	21	15	7	0
V61	0	339	0	92	103	0	0	0	21
V62	11	0	3	41	52	138	5	0	0
V63	15	51	76	0	1	73	54	0	4
V64	15	25	37	151	11	36	59	0	39
V65	6	141	65	11	0	27	8	75	13
V66	98	0	7	0	26	61	32	0	0
V67	82	459	0	113	26	1	0	0	5
V68	0	129	0	0	1	0	3	79	0
V69	264	0	39	9	27	2	1	0	0
V70	35	16	47	76	8	49	35	0	6
V71	8	92	33	3	1	0	0	8	0
V72	23	3	0	15	15	0	0	0	0
V73	51	6	0	18	29	15	3	4	13
V74	493	0	124	109	46	0	14	0	0
V75	10	14	0	4	276	0	0	33	0
V76	0	0	23	111	30	2	16	48	0
V77	338	11	38	0	7	430	0	43	0
V78	141	0	0	29	131	71	0	11	10
V79	0	3	71	20	8	0	0	29	0
V80	38	42	6	24	27	0	8	0	15
V81	4	56	8	80	74	37	0	0	0
V82	16	0	43	7	5	173	39	7	18
V83	74	3	0	21	75	22	0	6	0
V84	89	135	0	38	13	0	70	0	0
V85	145	65	185	35	0	8	96	86	0
V86	25	17	6	99	25	0	19	4	0
V87	15	4	0	19	0	57	0	47	0
V88	9	9	0	28	6	0	9	4	0
V89	172	137	290	61	5	116	1	0	0
V90	0	2	68	3	39	0	0	8	0
V91	22	0	0	0	14	169	45	27	0
V92	20	137	110	0	60	69	67	0	0
V93	27	11	15	217	67	8	0	0	0
V94	6	11	5	35	7	1	6	0	3
V95	15	15	342	128	13	0	0	73	0
V96	23	39	15	74	5	0	1	0	0
V97	9	74	190	48	4	0	12	0	0
V98	18	97	10	0	3	1	0	0	20
V99	25	202	11	154	147	77	0	0	11
V100	0	2	157	0	5	0	0	61	10
