Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V1	14	1	5	8	30	9	0	6	14	0	1	0	6	0	1	0	9	0	0
V2	177	16	57	5	5	23	0	8	10	7	0	0	0	0	0	9	5	4	0
V3	25	51	0	3	18	12	15	4	2	11	38	0	45	0	0	0	0	8	5
V4	32	0	11	3	10	28	23	23	27	0	1	0	0	0	16	0	0	0	3
V5	0	307	1	3	14	1	33	5	1	7	39	0	0	15	0	0	6	11	0
V6	0	3	102	0	0	12	0	2	0	3	0	0	0	0	0	0	18	0	0
V7	50	161	41	15	4	1	37	10	3	0	15	0	4	54	0	0	13	26	0
V8	24	23	9	4	2	31	0	12	1	2	3	0	0	39	8	0	1	5	0
V9	250	0	31	5	47	0	49	0	0	55	11	0	0	0	4	17	4	11	0
V10	32	67	125	8	1	0	1	0	1	0	2	1	0	30	0	5	7	12	0
V11	79	21	0	34	33	9	11	4	1	2	6	0	3	0	8	21	0	4	0
V12	13	112	230	3	2	7	0	5	0	1	6	0	0	0	0	0	10	5	0
V13	52	2	0	29	57	4	11	3	11	3	11	3	6	0	13	5	0	0	7
V14	16	48	1	43	31	31	0	76	2	16	0	5	19	0	21	0	0	0	0
V15	61	19	52	6	7	6	4	7	1	9	3	0	0	0	28	24	12	9	4
V16	49	30	110	9	0	2	0	0	2	0	0	3	0	0	0	20	4	0	0
V17	45	26	25	4	14	7	6	1	2	0	11	18	0	6	0	13	0	11	0
V18	9	26	13	17	35	1	25	0	0	8	8	5	7	0	3	2	0	0	0
V19	12	17	9	6	12	59	0	110	47	12	0	0	5	0	12	0	4	0	1
V20	32	0	2	0	33	0	4	0	0	13	16	0	13	0	28	0	0	3	0
V21	6	95	228	86	26	4	64	0	0	20	0	85	10	0	0	0	21	0	8
V22	7	131	39	36	1	13	0	3	5	0	9	16	12	0	0	0	0	2	7
V23	116	91	10	16	66	5	31	4	0	176	22	7	49	0	5	2	0	0	19
V24	99	346	86	10	113	91	28	86	97	27	0	0	4	0	31	19	17	6	11
V25	34	216	73	4	15	31	6	39	50	0	11	1	19	3	0	0	12	6	0
V26	509	19	1	11	6	32	8	25	29	0	0	9	7	0	5	7	0	18	26
V27	0	137	55	0	0	30	7	52	39	0	1	0	22	0	0	6	0	2	0
V28	2	0	25	7	19	56	0	14	60	10	9	3	1	61	9	0	4	0	0
V29	35	0	189	30	21	0	17	0	0	25	33	13	0	0	0	0	6	3	0
V30	26	1	162	28	2	25	3	12	59	4	0	7	0	0	0	0	10	1	0
V31	46	29	17	0	3	2	2	0	9	7	0	0	3	0	0	0	0	11	2
V32	64	7	12	23	0	34	28	17	20	26	9	5	8	0	63	5	0	4	7
V33	0	29	4	15	7	1	0	0	0	0	0	2	3	0	2	0	0	5	0
V34	0	58	2	16	1	4	1	5	1	0	2	0	0	0	0	0	4	0	5
V35	38	107	2	0	1	2	0	9	5	0	10	0	8	0	2	8	4	7	1
V36	0	33	19	0	40	8	4	1	44	7	2	0	1	0	0	0	0	0	0
V37	64	42	1	48	5	1	0	0	0	1	13	0	4	0	0	18	3	0	0
V38	210	11	15	3	1	2	0	0	1	3	1	0	5	0	0	0	0	16	0
V39	68	320	69	32	5	5	6	0	0	16	23	3	11	0	0	11	0	0	0
V40	70	57	0	95	6	0	25	15	14	58	64	49	5	0	2	5	2	0	0
V41	9	39	4	64	1	7	5	3	0	0	2	10	0	14	0	0	7	0	6
V42	69	9	5	4	23	19	2	1	8	12	5	0	10	22	1	12	0	6	13
V43	47	18	51	161	14	2	0	0	0	7	8	9	0	0	0	10	2	0	0
V44	32	97	9	33	50	13	67	0	0	4	31	8	8	4	34	0	0	7	0
V45	48	265	51	1	37	20	15	8	13	15	0	0	24	0	26	0	3	0	0
V46	62	6	207	4	0	13	16	7	20	0	5	0	0	0	2	1	30	0	8
V47	229	112	0	0	0	2	0	3	0	0	27	0	10	54	0	8	0	6	0
V48	20	0	32	38	21	12	21	27	4	6	2	3	6	0	12	0	0	2	0
V49	2	0	16	0	17	24	34	43	29	25	14	0	10	35	0	0	0	0	0
V50	0	341	1	7	33	0	4	3	0	33	37	0	0	30	0	0	3	0	0
V51	3	13	20	25	23	0	0	7	0	5	33	0	13	0	0	0	10	0	0
V52	1	61	0	11	1	1	3	0	0	7	7	3	3	0	1	1	0	5	0
V53	0	0	33	78	16	70	0	44	24	0	0	26	14	0	5	1	8	0	0
V54	0	63	2	0	10	2	0	23	13	8	7	0	3	26	0	0	2	11	0
V55	318	8	96	2	10	3	0	16	0	0	0	2	0	0	6	10	0	3	0
V56	22	10	7	45	117	42	74	8	3	5	8	17	23	30	0	1	0	0	0
V57	153	5	131	7	0	0	0	0	0	0	2	11	0	0	0	3	12	8	8
V58	35	12	37	7	98	0	98	2	0	17	18	5	11	0	58	4	6	3	0
V59	0	17	18	67	2	6	0	3	0	1	0	0	0	0	2	0	0	0	1
V60	28	69	33	3	0	0	19	0	0	8	2	0	1	0	1	0	1	14	1
V61	20	4	40	6	7	1	13	1	1	0	1	3	0	0	3	0	18	0	0
V62	0	217	53	4	4	0	14	0	0	5	22	0	3	0	1	0	6	0	0
V63	12	5	0	23	54	4	74	0	0	18	12	1	28	0	0	0	0	0	0
V64	40	58	8	0	5	35	15	30	50	0	0	1	4	0	8	21	1	0	20
V65	32	71	10	54	0	7	0	7	13	4	0	6	24	13	0	12	8	6	0
V66	68	19	18	13	6	1	0	0	0	0	6	2	0	0	0	19	16	10	23
V67	208	25	2	8	37	0	20	0	0	21	11	0	21	0	0	6	0	2	10
V68	55	0	31	11	0	6	0	6	0	1	2	2	6	9	0	3	0	0	4
V69	26	0	114	6	4	17	2	13	3	2	0	4	0	0	0	0	0	2	3
V70	312	4	4	140	24	11	26	11	2	3	0	60	0	0	0	17	10	0	15
V71	5	0	5	14	11	22	0	22	17	9	0	5	0	0	1	7	1	0	0
V72	32	10	2	53	0	0	0	0	0	0	0	31	1	0	0	2	0	0	0
V73	0	151	7	0	4	13	26	2	14	9	0	0	0	0	3	0	0	1	0
V74	32	52	60	44	4	1	0	2	0	1	1	20	5	0	3	5	1	0	0
V75	58	7	35	28	38	0	0	0	0	5	10	14	0	0	21	0	1	5	0
V76	5	74	7	0	12	2	20	3	0	26	15	0	12	32	16	3	0	1	0
V77	91	55	109	48	11	1	12	0	1	13	0	0	3	35	2	3	0	2	0
V78	47	39	5	100	7	30	46	10	52	24	0	43	26	0	35	0	9	1	0
V79	7	1	461	77	12	8	10	16	6	0	0	10	2	0	7	0	11	0	0
V80	151	82	2	9	0	84	12	132	21	7	0	0	0	52	6	32	3	7	3
V81	3	9	181	84	3	3	9	12	1	10	0	2	12	0	0	0	0	2	0
V82	187	70	41	1	5	0	0	0	0	6	13	0	7	0	0	6	1	14	4
V83	7	43	56	661	0	18	0	17	0	0	0	148	0	0	0	0	0	0	0
V84	6	171	124	19	56	8	0	10	3	2	31	9	20	0	0	8	3	1	6
V85	6	35	23	9	14	0	0	0	2	0	9	10	2	2	10	0	0	0	0
V86	5	86	86	2	1	0	3	0	0	0	2	0	0	0	0	14	9	6	0
V87	6	18	61	0	17	17	2	3	17	4	0	0	2	0	1	0	22	0	0
V88	216	10	10	1	5	15	0	3	14	4	0	2	13	67	0	4	0	14	1
V89	0	6	75	0	11	5	23	3	3	0	10	0	19	0	10	0	3	0	0
V90	1	2	32	5	32	93	20	19	0	12	17	0	1	0	2	1	3	0	0
V91	76	0	50	7	4	35	0	3	15	0	0	6	3	4	0	4	0	2	6
V92	114	2	1	7	0	5	0	4	0	1	0	0	0	0	3	5	1	0	0
V93	1	0	6	40	28	3	46	0	3	9	15	15	10	10	4	0	4	0	8
V94	3	259	9	301	0	0	3	0	0	0	5	16	6	0	0	33	0	11	1
V95	434	67	14	43	0	2	0	6	1	0	17	0	0	0	0	73	0	11	6
V96	33	5	11	0	11	4	0	4	3	16	15	0	0	0	11	2	0	0	4
V97	135	8	0	43	3	0	1	0	0	2	0	3	0	0	9	0	0	7	16
