NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.287	16.535	9.986	10.062	0.102	0.993	40000.0
2	44.659	16.906	10.599	10.707	0.104	0.991	30000.0
3	42.505	16.148	9.806	9.903	0.099	0.992	30000.0
4	43.407	16.501	9.849	10.067	0.102	0.993	30000.0
5	44.72	17.026	10.424	10.449	0.1	0.992	50000.0
6	47.748	18.373	11.182	11.101	0.109	0.991	50000.0
7	45.615	17.289	10.634	10.741	0.099	0.992	70000.0
8	44.254	16.936	10.336	10.567	0.104	0.992	40000.0
9	46.617	17.711	10.713	10.894	0.107	0.992	50000.0
10	44.393	17.13	10.105	10.518	0.103	0.991	50000.0
