Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	24	29	0	8	7	1	1	9
V2	0	7	0	236	34	10	1	47
V3	22	15	0	27	58	10	9	0
V4	50	5	1	8	21	36	0	0
V5	20	10	110	196	22	9	0	0
V6	0	237	68	94	1	20	2	16
V7	55	8	44	9	4	4	33	0
V8	56	1	9	1	4	6	0	0
V9	27	43	4	110	21	19	13	3
V10	192	0	20	18	21	16	41	14
V11	0	3	138	71	37	13	0	0
V12	260	9	17	45	5	5	31	0
V13	35	24	23	0	21	122	23	0
V14	71	20	144	0	3	8	34	0
V15	108	2	33	0	101	40	55	0
V16	9	52	114	21	92	0	14	0
V17	3	33	189	0	0	80	2	16
V18	128	32	103	31	1	0	13	0
V19	10	8	10	25	106	13	7	31
V20	6	131	126	15	55	28	0	33
V21	67	61	161	95	218	155	0	0
V22	5	36	0	74	2	4	0	0
V23	96	14	100	0	34	11	20	0
V24	2	16	6	269	23	5	1	4
V25	72	7	8	41	33	1	0	0
V26	2	6	74	38	0	20	0	2
V27	50	12	41	185	44	0	36	0
V28	0	37	10	49	135	0	5	39
V29	109	21	63	2	1	0	2	0
V30	211	59	80	43	15	5	38	0
V31	112	70	0	0	2	43	16	0
V32	175	361	248	0	15	4	0	0
V33	0	15	41	25	0	53	8	0
V34	464	26	0	33	2	10	28	0
V35	197	0	41	17	0	9	43	0
V36	0	120	11	0	33	10	0	17
V37	88	15	0	33	141	5	0	21
V38	38	15	1	56	5	73	8	0
V39	53	0	60	13	3	155	0	0
V40	0	44	17	26	0	57	16	13
V41	43	1	48	2	0	3	4	0
V42	51	0	150	3	17	46	27	7
V43	40	1	3	0	0	9	8	0
V44	0	16	0	5	0	28	0	11
V45	3	12	45	0	9	7	0	11
V46	112	5	29	0	24	10	18	0
V47	17	42	0	39	0	10	32	0
V48	127	43	1	5	84	8	0	0
V49	16	67	4	0	11	34	0	0
V50	3	8	26	0	1	14	2	0
V51	251	10	69	6	7	0	26	0
V52	17	23	16	6	32	10	0	0
V53	38	81	0	14	5	24	3	8
V54	73	10	75	34	16	50	17	0
V55	17	9	25	10	0	76	0	27
V56	2	142	0	0	72	5	0	22
V57	7	13	0	16	0	6	0	0
V58	0	59	169	81	38	26	1	0
V59	1	9	77	0	14	31	0	0
V60	19	3	2	74	26	38	0	0
V61	23	1	0	4	14	17	0	0
V62	0	95	19	66	162	79	0	0
V63	261	25	1	0	5	18	9	0
V64	58	5	70	12	19	92	0	0
V65	25	15	53	69	10	0	4	5
V66	24	167	0	38	0	0	20	0
V67	5	0	7	0	3	3	4	0
V68	104	6	113	121	7	0	2	17
V69	25	36	2	22	111	0	17	0
V70	24	16	20	0	0	9	8	3
V71	1	9	2	0	24	4	1	0
V72	5	0	128	2	88	17	15	0
V73	0	7	30	82	59	3	6	0
V74	4	15	0	1	105	0	0	20
V75	55	1	43	10	34	4	0	0
V76	40	3	4	177	37	1	0	59
V77	56	0	4	21	22	16	0	33
V78	70	41	20	3	38	101	0	0
V79	41	138	193	21	0	85	0	0
V80	22	12	4	98	9	49	3	8
V81	0	37	4	0	21	0	6	22
V82	76	3	3	2	33	27	0	0
V83	140	4	0	73	10	20	1	35
V84	57	4	1	0	19	0	0	0
V85	0	83	88	33	15	0	0	14
V86	0	49	0	62	21	70	1	7
V87	15	0	22	43	2	44	6	8
V88	9	23	22	4	19	26	6	0
V89	8	52	1	0	44	46	4	0
V90	14	123	1	0	9	0	0	0
V91	194	12	8	29	36	66	26	0
V92	0	472	26	20	5	5	0	0
V93	0	27	0	30	13	20	0	14
V94	83	49	3	45	0	0	0	7
V95	10	10	0	7	45	0	0	19
V96	28	84	38	6	0	18	0	12
V97	0	322	98	12	0	24	0	75
V98	15	4	5	23	7	0	0	0
V99	16	37	86	0	29	22	10	2
V100	19	11	90	153	25	77	0	0
