MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
1:Del:C:0	5.98E-08	4.20E-46	5.61E-46	2.50E-02	4.11E-06	4.93E-02	1.85E-07	3.67E-02	2.97E-02	7.94E-03	2.04E-02	5.47E-02	5.97E-02	5.24E-02	1.11E-05	6.60E-07	3.33E-02
1:Del:C:1	1.78E-04	1.03E-03	1.40E-46	8.92E-05	0.00E+00	1.43E-02	9.86E-08	1.65E-02	2.47E-02	5.00E-03	2.73E-02	6.16E-03	1.71E-02	3.94E-02	8.01E-04	1.21E-03	4.00E-03
1:Del:C:2	1.09E-07	2.51E-08	1.67E-07	4.83E-08	2.71E-08	4.33E-04	0.00E+00	1.36E-03	4.56E-03	2.20E-03	9.02E-04	2.09E-03	4.54E-03	1.11E-03	1.14E-03	4.21E-06	1.03E-03
1:Del:C:3	6.48E-04	0.00E+00	0.00E+00	4.62E-03	9.48E-08	3.23E-03	4.52E-02	3.26E-03	1.11E-02	3.47E-03	8.35E-03	5.76E-03	3.55E-03	5.52E-04	1.34E-01	2.38E-03	5.57E-04
1:Del:C:4	2.40E-04	8.49E-04	0.00E+00	2.80E-46	0.00E+00	2.59E-03	3.82E-04	3.26E-03	6.08E-04	2.72E-04	1.44E-03	4.39E-03	3.05E-03	3.15E-03	7.47E-04	3.18E-03	4.91E-04
1:Del:C:5	7.64E-08	2.24E-03	8.69E-08	8.17E-07	1.45E-07	1.40E-46	2.85E-04	1.03E-07	5.73E-04	2.92E-03	1.04E-07	1.02E-02	2.05E-03	2.15E-02	2.07E-04	1.90E-02	1.07E-03
1:Del:T:0	4.86E-04	1.89E-07	0.00E+00	6.52E-04	1.99E-08	2.59E-03	1.50E-04	3.21E-02	1.31E-02	1.52E-02	3.39E-02	6.22E-03	7.67E-02	4.76E-46	1.32E-02	7.10E-06	1.19E-02
1:Del:T:1	1.02E-03	3.28E-04	3.46E-04	8.38E-03	8.73E-03	4.52E-03	1.04E-07	6.78E-07	2.85E-07	1.11E-06	4.64E-03	1.18E-01	1.35E-02	4.91E-07	9.20E-04	2.20E-07	4.49E-02
1:Del:T:2	3.91E-08	3.06E-04	3.52E-04	7.29E-05	0.00E+00	1.11E-02	0.00E+00	2.80E-02	6.36E-03	4.93E-04	1.46E-02	4.28E-03	1.06E-02	5.28E-04	3.28E-03	4.05E-03	2.13E-03
1:Del:T:3	0.00E+00	3.08E-03	0.00E+00	1.51E-02	8.39E-04	1.16E-02	8.12E-04	3.35E-02	1.41E-02	1.23E-03	4.19E-02	9.73E-03	8.04E-03	7.98E-02	2.03E-03	9.83E-08	1.17E-02
