NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	196.238	71.479	71.918	56.91	0.463	0.801	20000.0
2	170.044	62.847	55.327	48.468	0.441	0.829	20000.0
3	183.25	68.694	63.661	53.758	0.46	0.812	20000.0
4	180.825	66.384	61.797	51.317	0.436	0.827	30000.0
5	179.418	66.983	63.278	53.332	0.441	0.822	20000.0
6	181.183	68.185	64.111	54.086	0.448	0.818	20000.0
7	191.977	70.854	66.524	54.633	0.463	0.803	20000.0
8	182.033	68.334	63.491	54.101	0.456	0.82	20000.0
9	181.923	66.364	61.555	50.486	0.43	0.827	20000.0
10	181.865	67.045	63.213	52.09	0.443	0.827	20000.0
