NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.813	22.726	15.592	15.385	0.101	0.984	50000.0
2	63.226	21.048	14.539	14.316	0.099	0.986	130000.0
3	66.514	22.734	15.42	15.451	0.104	0.983	50000.0
4	66.388	22.444	15.582	15.453	0.106	0.984	70000.0
5	65.811	21.929	15.253	15.023	0.099	0.984	50000.0
6	67.095	22.878	15.565	15.694	0.106	0.982	70000.0
7	66.067	22.676	15.139	15.502	0.104	0.982	50000.0
8	65.85	22.445	15.069	15.379	0.106	0.983	50000.0
9	65.618	22.179	15.442	15.475	0.102	0.983	80000.0
10	64.519	22.073	14.979	15.229	0.099	0.983	60000.0
