Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
V1	113	93	0	0	0	1	0	37	0	4	3	0	6	0	6	0	0	0	1	0
V2	14	6	79	48	28	28	45	0	8	0	8	0	0	27	5	0	0	19	0	0
V3	0	6	0	2	26	0	2	0	0	36	2	0	1	0	0	3	2	0	3	0
V4	32	54	3	0	39	0	16	30	17	35	36	0	44	0	6	0	0	0	0	0
V5	23	9	11	0	29	0	0	2	0	8	22	0	34	9	0	6	0	0	0	0
V6	51	11	51	0	21	61	23	1	24	0	1	0	0	0	10	5	0	0	0	0
V7	88	0	44	1	27	8	0	4	0	38	4	3	17	0	4	10	3	7	22	13
V8	0	396	102	20	0	62	23	178	64	0	0	0	0	3	0	0	0	0	0	0
V9	4	4	0	4	0	0	0	1	0	0	4	10	0	3	0	0	4	0	0	0
V10	23	57	1	50	0	0	0	8	40	2	0	0	0	0	0	0	8	0	1	0
V11	13	1	26	58	0	35	26	0	10	0	0	0	0	0	0	0	12	0	0	0
V12	20	18	0	10	0	0	3	13	0	0	0	3	0	1	3	0	12	0	0	0
V13	4	52	35	0	71	1	0	35	51	10	26	0	0	0	0	0	1	7	0	0
V14	57	1	4	0	7	2	5	5	22	0	1	0	11	1	10	0	0	0	0	0
V15	62	3	225	63	9	276	15	0	40	5	3	66	0	6	13	3	1	0	0	0
V16	35	34	74	0	8	38	2	25	0	9	8	0	17	0	10	0	0	0	0	0
V17	37	3	19	37	0	6	29	4	0	33	16	2	2	2	0	2	4	0	0	0
V18	76	5	6	8	0	4	0	0	0	27	29	0	28	0	3	14	0	3	0	7
V19	45	21	0	68	0	0	0	14	9	4	6	35	0	45	0	0	4	0	0	0
V20	66	24	46	1	0	45	0	9	65	4	0	0	0	0	8	12	5	0	0	0
V21	0	1	13	0	43	4	0	2	0	22	11	7	0	2	0	0	2	0	0	6
V22	89	12	32	0	1	45	0	1	0	8	7	5	5	0	0	0	0	0	2	15
V23	3	2	5	106	29	0	133	20	0	0	8	0	0	32	0	0	0	45	0	0
V24	3	9	14	6	24	25	13	9	43	20	7	0	0	9	1	0	0	0	0	0
V25	11	109	5	0	4	0	30	45	0	45	61	9	21	0	0	0	0	0	0	0
V26	57	0	0	0	51	1	0	2	15	10	10	0	0	8	2	5	8	1	0	3
V27	2	2	4	0	98	0	2	8	0	30	46	0	24	2	6	0	0	0	0	0
V28	19	70	15	0	0	17	10	39	85	8	5	0	1	3	0	3	1	0	0	0
V29	128	4	23	61	7	18	50	4	0	7	32	52	42	28	0	7	0	2	0	0
V30	0	54	15	0	4	0	0	18	0	13	13	0	0	8	0	0	6	5	0	0
V31	36	18	57	101	25	26	65	2	0	4	12	43	0	0	8	0	4	0	0	0
V32	104	150	7	0	12	8	0	64	0	0	1	0	0	0	5	13	3	0	0	0
V33	215	10	35	38	38	5	58	6	0	90	42	53	0	9	0	35	0	0	0	27
V34	14	2	25	0	0	21	0	1	17	3	0	0	0	0	3	0	0	0	0	0
V35	3	28	4	0	26	0	26	14	1	12	0	0	0	4	0	0	0	0	0	0
V36	101	28	40	14	94	5	23	19	92	0	0	0	0	4	21	7	0	8	16	0
V37	98	0	2	0	3	0	4	8	4	0	0	10	0	0	0	6	0	0	0	0
V38	3	25	20	54	0	1	77	20	1	67	51	73	11	62	0	1	0	0	0	0
V39	239	0	22	0	147	1	21	0	132	28	20	0	21	0	9	13	0	17	0	0
V40	59	6	23	31	0	10	11	0	0	0	0	35	1	9	0	10	8	0	0	0
V41	20	16	50	95	0	64	70	13	35	0	34	0	16	31	16	0	8	4	0	0
V42	42	31	0	233	0	0	128	6	18	29	29	7	2	15	0	20	41	0	0	0
V43	19	1	45	14	0	22	9	0	0	4	2	9	0	16	4	0	0	10	0	0
V44	86	107	62	37	27	18	57	63	0	2	0	0	3	14	13	13	0	26	29	0
V45	0	3	20	28	109	9	0	0	2	36	33	18	44	3	2	0	1	14	9	0
V46	31	1	0	8	0	0	6	4	0	0	0	0	7	0	9	0	4	0	0	0
V47	138	39	14	0	41	2	0	20	4	0	21	0	2	0	24	8	0	0	23	0
V48	6	111	33	0	0	32	0	62	0	1	1	0	0	0	2	0	0	0	0	0
V49	29	0	60	4	10	27	18	3	0	4	0	16	0	8	11	13	0	6	0	0
V50	54	11	85	8	0	67	21	6	0	1	6	3	0	0	12	0	0	0	0	0
V51	1	153	129	5	4	75	44	74	0	10	7	0	15	0	0	0	0	0	13	0
V52	1	8	19	47	0	6	53	15	0	13	7	7	8	0	0	0	14	4	16	0
V53	8	60	81	7	113	42	14	20	91	6	8	0	3	7	0	0	3	52	0	0
V54	18	1	13	0	15	5	2	0	34	2	1	0	0	7	3	3	0	0	0	5
V55	52	0	25	52	0	57	24	0	0	1	16	0	10	8	0	0	0	0	0	0
V56	5	0	187	52	0	102	70	0	0	0	0	10	1	0	0	0	0	0	0	0
V57	196	56	10	0	99	2	3	26	20	3	0	0	6	0	26	5	0	0	27	0
V58	1	0	13	16	0	7	0	0	0	61	19	0	16	5	2	0	11	6	1	4
V59	4	1	109	19	86	90	29	0	75	40	13	9	19	0	1	4	0	0	0	0
V60	59	46	0	21	0	0	31	30	2	0	0	0	0	0	3	0	4	7	0	0
V61	318	23	40	9	0	12	6	0	49	0	0	9	0	0	42	35	0	0	14	0
V62	14	57	25	0	38	5	0	23	33	20	7	0	0	2	0	0	0	0	0	0
V63	219	15	4	0	16	0	11	10	5	42	56	0	63	0	36	0	0	0	0	0
V64	174	7	21	0	19	22	9	0	0	6	4	10	1	7	33	17	0	0	8	0
V65	3	0	0	0	0	7	30	5	0	166	79	0	59	27	0	0	1	0	0	16
V66	142	10	60	0	0	68	0	0	0	30	64	24	45	0	46	1	0	0	0	0
V67	0	41	62	241	99	18	161	27	33	63	78	65	64	72	0	0	22	23	3	0
V68	5	52	24	34	78	0	9	22	10	0	2	0	9	8	4	4	0	2	17	0
V69	5	3	0	167	26	0	84	14	15	13	35	24	35	5	0	0	2	25	0	0
V70	100	54	37	0	0	8	0	21	0	3	0	0	0	1	5	1	7	6	0	0
V71	55	142	62	0	30	11	1	80	20	5	0	0	4	0	0	22	0	0	0	0
V72	49	6	322	111	0	229	91	0	1	17	7	43	6	19	0	0	43	0	0	0
V73	2	9	69	0	4	57	1	1	0	5	8	0	0	0	0	0	0	0	0	0
V74	6	6	0	103	0	0	19	8	2	102	59	29	57	0	0	0	0	0	0	0
V75	49	5	17	0	44	17	3	0	0	4	11	0	12	0	1	15	0	2	0	0
V76	10	39	19	0	58	4	0	2	120	56	48	0	29	0	8	0	0	0	0	25
V77	17	64	46	12	0	39	29	32	0	0	1	0	0	12	0	0	2	0	0	0
V78	0	17	38	119	0	17	106	25	3	15	11	103	1	15	0	0	41	0	0	0
V79	1	64	98	0	155	44	16	26	0	0	1	0	0	0	0	6	0	0	0	0
V80	259	5	0	41	65	0	11	4	73	0	0	0	0	0	17	17	5	0	0	0
V81	82	14	9	0	0	5	11	2	0	0	0	0	0	0	22	9	0	0	0	0
V82	2	53	2	0	44	0	0	18	118	0	0	0	0	0	5	0	0	0	0	0
V83	209	69	6	0	3	4	13	39	3	15	19	7	2	0	9	21	0	0	0	0
V84	3	32	39	10	0	14	0	23	43	0	0	42	0	2	3	0	2	0	0	0
V85	0	5	3	6	96	0	9	2	1	30	32	0	25	0	0	6	0	0	0	0
V86	3	22	28	0	13	23	4	3	0	33	15	10	0	6	0	0	0	0	0	0
V87	56	111	1	0	20	0	7	60	0	23	21	0	0	0	0	11	0	0	0	0
V88	48	8	1	90	0	0	86	21	0	34	14	74	0	9	0	6	21	0	0	0
V89	54	216	54	0	57	86	0	101	0	0	0	0	0	0	5	0	0	0	0	0
V90	96	225	0	0	0	0	0	94	0	0	2	0	0	0	22	0	0	0	0	0
V91	15	6	1	0	0	0	9	4	11	119	56	1	26	0	2	0	0	0	0	20
V92	103	49	9	57	0	2	58	23	121	4	13	78	29	0	16	3	0	0	0	0
V93	0	25	0	84	0	0	18	15	7	4	0	31	2	5	0	0	1	0	0	0
V94	232	67	92	0	6	69	0	27	0	66	57	29	25	11	40	12	0	0	0	0
V95	17	90	95	0	6	92	0	56	14	0	1	6	0	5	0	0	0	0	0	0
V96	0	13	10	2	0	15	7	3	1	0	0	0	0	5	0	0	0	0	0	0
V97	20	0	125	21	57	61	13	0	67	0	0	0	0	4	1	1	0	0	0	0
V98	0	68	67	0	0	21	0	22	0	0	0	0	0	0	10	0	0	0	0	0
V99	1	0	1	0	4	0	0	0	0	15	18	4	10	2	0	0	0	0	0	4
V100	12	3	12	29	27	2	28	8	10	0	9	5	0	27	0	0	0	0	0	0
