Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	22	5	5	21	0	0	18	1	0	0	0	2
V2	13	60	87	103	20	6	2	34	2	0	10	17
V3	36	9	9	12	35	0	9	48	1	45	4	0
V4	1	19	25	118	25	0	66	0	18	3	11	0
V5	24	1	11	3	67	0	16	17	6	17	22	9
V6	0	122	1	21	34	89	40	3	107	0	35	0
V7	0	0	46	105	3	1	0	0	0	18	13	13
V8	29	1	0	45	12	17	1	3	18	7	34	0
V9	12	10	84	3	3	0	7	0	5	4	1	10
V10	0	36	23	246	6	0	21	0	12	18	5	54
V11	0	93	0	8	8	0	70	14	7	18	0	0
V12	34	36	6	5	0	1	7	0	1	0	5	0
V13	4	2	4	44	68	22	0	0	17	0	12	0
V14	0	135	18	95	45	379	63	0	48	7	51	0
V15	144	24	40	28	7	9	15	18	0	8	21	20
V16	25	0	17	0	0	38	0	2	2	4	23	0
V17	6	23	29	19	56	39	18	18	0	5	0	5
V18	7	78	14	2	0	0	44	2	3	0	0	0
V19	50	58	0	9	0	0	4	4	12	6	0	7
V20	0	9	1	17	25	17	3	37	5	14	54	0
V21	0	0	105	127	20	4	0	19	0	0	19	18
V22	0	80	4	39	17	54	87	1	0	0	58	0
V23	150	13	60	14	15	7	6	1	1	1	0	3
V24	40	17	12	121	0	14	6	0	3	1	1	0
V25	147	9	54	0	21	48	5	3	28	0	0	7
V26	2	21	0	59	3	9	6	1	29	0	0	0
V27	175	2	12	66	17	28	6	0	21	0	0	13
V28	41	14	8	5	4	0	0	2	3	6	0	4
V29	0	23	196	8	10	1	0	0	0	23	0	35
V30	0	7	222	77	9	7	2	134	2	0	6	20
V31	24	0	26	28	5	0	0	9	0	0	9	0
V32	95	53	23	2	15	3	36	6	0	1	1	9
V33	0	30	86	29	9	0	18	10	31	2	4	4
V34	21	7	7	5	34	32	0	55	0	116	55	0
V35	231	41	49	41	85	30	9	40	50	14	12	0
V36	153	39	2	3	0	27	41	2	7	0	92	1
V37	4	39	0	1	23	24	45	0	15	0	12	0
V38	1	0	28	15	0	11	0	4	10	1	15	8
V39	6	12	3	14	0	0	8	0	0	5	2	0
V40	13	65	17	38	5	0	6	2	0	10	3	2
V41	91	42	17	147	0	29	26	0	49	6	21	0
V42	516	51	0	5	0	0	13	57	8	96	5	0
V43	0	180	120	3	62	18	56	22	0	5	0	0
V44	90	41	144	3	81	0	20	0	25	1	79	10
V45	0	25	55	32	13	0	1	11	13	17	27	3
V46	0	248	1	6	2	4	259	81	0	48	0	0
V47	23	37	7	35	1	0	13	0	0	1	4	1
V48	0	0	5	0	15	10	0	0	15	4	22	0
V49	0	13	1	0	71	32	4	17	4	16	7	0
V50	0	11	37	1	12	4	35	0	0	44	27	4
V51	66	63	11	6	40	157	18	5	0	7	2	0
V52	62	1	2	18	0	0	0	3	1	4	0	6
V53	0	46	5	13	7	0	46	45	0	7	0	0
V54	0	65	9	40	0	0	60	0	23	0	0	1
V55	122	1	0	6	33	92	1	1	0	12	29	0
V56	0	46	2	2	15	1	28	0	24	16	0	0
V57	35	23	33	13	40	3	31	42	21	24	10	0
V58	10	4	68	3	24	5	13	0	18	2	19	0
V59	433	20	115	0	14	0	12	12	0	6	0	21
V60	62	0	33	0	0	0	0	0	0	0	2	20
V61	1	7	26	134	70	28	2	7	19	14	0	0
V62	134	306	48	115	1	3	247	0	9	17	1	0
V63	72	10	0	174	167	87	0	22	101	9	6	0
V64	56	4	2	9	9	0	2	3	0	0	0	0
V65	19	3	4	8	135	106	2	16	5	0	108	0
V66	19	369	4	0	3	0	28	13	12	31	0	0
V67	0	9	19	2	118	101	0	4	134	3	53	0
V68	68	14	28	0	59	16	14	2	28	0	8	0
V69	0	410	18	86	97	59	99	38	60	0	49	2
V70	0	0	35	6	10	0	0	14	3	10	0	15
V71	37	113	0	9	78	44	68	0	78	9	0	0
V72	173	3	4	0	22	57	1	6	16	5	0	7
V73	24	3	161	19	1	0	2	0	3	6	23	0
V74	134	0	68	0	37	6	0	17	6	17	0	70
V75	20	50	1	84	71	17	0	2	43	10	43	2
V76	83	6	12	93	0	28	0	38	7	44	0	2
V77	13	102	12	165	34	43	46	16	10	24	0	0
V78	25	1	2	0	0	0	0	25	0	18	0	0
V79	161	8	69	2	38	8	14	34	0	24	4	23
V80	90	33	111	15	40	16	10	74	0	60	0	3
V81	30	0	11	6	12	22	1	12	11	54	13	0
V82	204	4	181	8	157	36	0	83	0	69	49	66
V83	0	0	70	26	0	2	0	45	0	92	0	0
V84	351	23	0	3	8	7	6	0	5	6	16	2
V85	4	17	0	5	9	9	7	20	0	9	9	0
V86	0	1	160	1	0	5	4	33	0	36	0	11
V87	66	16	25	0	27	0	16	0	44	0	32	0
V88	0	13	156	0	28	11	0	7	22	0	10	20
V89	63	13	101	78	0	0	20	15	0	1	5	34
V90	0	67	4	6	91	148	28	6	114	3	69	0
V91	42	12	66	52	2	0	1	23	16	0	1	2
V92	32	50	127	133	18	7	1	12	0	0	4	28
V93	12	41	0	25	0	0	32	14	5	14	1	0
V94	0	23	42	1	0	33	13	82	26	106	3	19
V95	8	64	38	11	3	7	50	1	0	0	0	11
V96	14	49	104	1	0	5	38	1	0	7	1	7
V97	5	0	0	6	10	9	0	42	3	21	0	0
V98	49	19	7	82	15	31	3	37	20	42	0	0
V99	25	16	15	5	0	12	0	37	16	5	9	2
V100	4	0	27	42	64	12	0	26	63	0	29	12
