Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V35	75	3	10	19	0	12	1	0	2	0	0	0	0	8
V36	5	0	34	0	40	0	7	1	14	0	0	1	6	0
V37	39	55	52	4	0	3	60	0	0	38	8	12	25	0
V38	65	76	18	149	4	117	6	0	0	0	0	0	25	0
V39	0	4	7	208	41	169	2	0	38	0	28	0	0	8
V40	1	0	120	0	101	5	8	6	43	49	28	31	0	0
V41	16	27	0	8	0	4	0	4	25	6	0	0	0	0
V42	2	149	41	23	35	22	0	18	27	36	0	81	0	0
V43	0	0	49	0	46	2	23	2	3	0	4	0	1	7
V44	160	49	5	79	12	52	0	0	27	15	0	7	0	0
V45	263	2	0	10	28	12	19	5	0	0	0	2	33	0
V46	24	82	7	28	0	0	7	0	0	1	15	2	0	0
V47	0	2	33	2	61	9	78	0	24	0	12	41	8	0
V48	5	0	16	0	1	0	6	0	10	34	3	8	7	0
V49	40	61	17	0	27	0	8	12	21	4	0	27	8	0
V50	9	112	0	16	3	9	4	33	4	0	5	2	2	0
V51	0	129	54	15	23	54	145	11	19	12	30	15	8	0
V52	35	223	55	15	0	5	34	5	10	0	0	0	0	0
V53	69	87	64	4	35	1	19	0	0	18	0	0	25	51
V54	1	63	106	0	0	2	5	0	0	0	16	0	23	0
V55	0	1	33	10	29	16	60	0	30	41	14	0	0	25
V56	39	9	0	16	0	22	0	0	18	0	0	1	0	0
V57	25	83	0	0	104	0	0	0	57	0	0	53	7	0
V58	7	15	0	20	0	3	7	0	0	2	8	0	0	0
V59	40	6	20	0	1	3	2	0	2	13	12	0	0	0
V60	7	15	12	76	0	27	21	12	0	0	19	0	0	0
V61	62	14	0	55	7	14	2	0	15	0	9	0	20	0
V62	0	73	72	11	130	4	18	30	6	0	0	15	17	20
V63	5	23	0	253	24	148	41	37	35	10	50	0	0	0
V64	9	15	66	0	28	0	2	0	0	99	1	20	0	22
V65	1	16	1	0	0	0	7	0	6	0	0	0	0	0
V66	15	19	0	109	4	105	52	0	0	29	50	0	0	0
V67	4	17	58	18	0	16	2	0	0	0	11	0	0	0
V68	28	11	0	19	61	0	1	12	4	0	0	22	16	0
V69	113	9	17	131	0	66	0	0	0	0	15	0	0	5
V70	27	119	128	33	0	22	0	94	0	0	3	7	0	0
V71	253	8	301	4	27	3	2	0	0	91	0	15	5	31
V72	151	1	226	5	0	8	0	6	0	0	15	0	0	0
V73	6	60	6	17	181	14	5	45	45	0	10	6	16	0
V74	11	181	56	40	0	27	22	41	0	33	42	0	0	0
V75	51	0	20	158	26	120	5	10	0	0	4	0	11	3
V76	158	12	60	9	0	19	9	0	31	55	0	13	0	16
V77	0	55	57	68	10	30	73	14	0	0	0	11	0	0
V78	0	0	59	20	11	41	21	0	1	4	6	22	0	3
V79	150	28	14	2	0	21	7	0	0	11	8	0	29	0
V80	5	115	30	342	0	174	0	0	0	0	51	0	0	0
V81	24	65	265	18	0	19	4	45	0	4	0	0	0	0
V82	0	0	125	20	16	14	49	20	24	0	0	0	19	0
V83	4	0	55	36	134	12	0	0	24	0	38	0	19	0
V84	32	11	103	0	47	0	0	0	8	0	0	75	0	0
V85	42	7	32	2	54	2	3	0	15	0	0	33	0	0
V86	165	20	0	2	5	2	2	0	11	16	0	5	12	0
V87	78	23	59	2	16	4	158	0	38	0	0	0	23	87
V88	110	12	33	14	12	3	2	0	0	0	2	0	4	0
V89	40	4	0	5	0	6	70	0	0	23	0	0	0	22
V90	21	179	16	132	4	83	23	130	0	0	14	0	4	0
V91	1	80	54	74	24	90	11	52	0	0	22	0	4	0
V92	192	145	175	141	12	84	0	41	0	12	10	0	0	10
V93	6	76	3	3	0	0	1	24	1	0	0	0	3	10
V94	0	79	75	10	27	16	0	42	0	0	0	1	6	0
V95	49	38	0	57	1	19	3	0	0	2	2	0	0	0
V96	0	0	27	64	13	43	6	0	6	29	17	8	0	2
V97	23	2	4	45	107	8	59	6	2	33	0	0	18	0
V98	133	0	105	20	44	9	0	2	20	8	6	15	17	0
V99	94	6	56	0	6	0	0	0	0	1	2	19	0	1
V100	8	3	28	27	51	29	34	16	13	50	6	0	4	0
