Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	2	18	2	94	124	41	0	0	15	22	0	31	0	0
V2	0	70	10	0	54	0	9	14	25	36	0	0	37	0
V3	28	47	10	92	0	74	9	0	0	13	19	0	0	9
V4	30	105	0	7	90	11	7	19	71	0	0	44	2	0
V5	73	49	12	6	18	0	2	10	0	5	0	10	10	0
V6	0	213	72	0	28	6	0	73	7	0	6	4	27	19
V7	8	493	108	33	31	85	1	182	10	0	17	0	0	101
V8	46	28	31	0	42	3	10	19	62	0	0	32	0	0
V9	3	6	46	0	107	0	0	0	0	30	0	0	94	0
V10	221	13	2	12	13	39	1	0	0	10	0	0	0	24
V11	15	102	11	69	21	31	0	0	0	0	0	0	13	0
V12	22	5	0	176	0	101	6	0	16	14	0	0	0	4
V13	147	2	26	1	37	18	0	0	9	36	12	0	0	0
V14	131	43	39	1	11	12	0	0	0	0	12	8	0	30
V15	29	16	32	44	9	24	31	0	32	21	9	19	1	14
V16	0	0	42	45	101	24	0	2	64	0	15	33	38	0
V17	53	0	0	1	3	0	17	0	0	0	0	0	0	60
V18	15	1	45	15	25	10	0	6	0	0	34	0	0	0
V19	6	123	0	10	37	3	2	13	10	23	14	0	0	15
V20	10	12	34	21	63	26	47	0	29	0	9	5	0	0
V21	27	138	0	11	132	11	37	0	45	0	11	10	1	9
V22	68	93	36	30	26	13	0	11	7	0	1	0	20	41
V23	0	8	176	20	9	1	23	0	2	0	2	0	0	91
V24	39	4	16	21	4	21	0	5	9	0	11	0	11	0
V25	149	88	109	10	0	37	8	58	12	0	8	0	5	0
V26	271	14	14	9	0	18	13	0	0	0	0	0	7	0
V27	182	47	0	18	2	27	16	0	1	0	9	0	7	13
V28	255	3	50	13	30	14	39	13	0	0	6	35	60	0
V29	4	100	0	103	3	121	0	0	0	0	5	0	0	0
V30	0	0	0	137	130	55	0	32	4	0	38	53	0	0
V31	65	11	17	38	0	13	5	0	2	0	23	0	0	0
V32	12	55	0	0	33	18	42	0	14	0	0	13	11	20
V33	4	37	47	0	118	1	178	0	47	23	19	0	29	0
V34	4	12	8	14	13	2	14	0	12	24	8	2	0	0
