MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	8.29E-07	9.08E-04	3.89E-03	2.94E-08	2.59E-02	4.16E-04	7.81E-03	4.49E-02	5.49E-02	4.00E-03	1.73E-02	3.43E-02	2.58E-02	2.72E-02	1.53E-02	2.29E-02
1:Del:C:1	1.29E-03	0.00E+00	0.00E+00	2.80E-46	1.79E-02	1.39E-03	4.10E-06	1.24E-02	2.56E-02	6.08E-03	1.18E-02	3.20E-02	5.38E-02	9.07E-03	2.87E-02	3.96E-03
1:Del:C:2	6.81E-07	4.94E-08	1.35E-04	1.53E-03	2.88E-03	8.12E-04	6.83E-04	4.91E-04	1.26E-03	9.06E-04	0.00E+00	7.68E-03	4.48E-03	2.14E-03	3.10E-03	4.01E-04
1:Del:C:3	5.00E-04	4.37E-04	3.32E-04	3.85E-04	3.39E-03	5.53E-04	1.64E-03	3.11E-03	2.42E-03	1.29E-03	4.28E-46	6.54E-03	5.04E-03	2.77E-02	1.22E-03	7.56E-04
1:Del:C:4	1.40E-08	4.98E-04	4.05E-04	0.00E+00	4.37E-03	2.55E-04	2.67E-04	2.30E-03	5.02E-03	1.32E-03	1.10E-03	1.18E-02	1.45E-04	3.83E-03	7.72E-03	2.60E-03
1:Del:C:5	8.69E-05	2.49E-04	3.27E-03	0.00E+00	0.00E+00	8.06E-08	1.24E-03	0.00E+00	4.24E-03	2.16E-03	9.09E-03	1.11E-02	1.20E-03	8.60E-03	7.86E-04	2.28E-02
1:Del:T:0	1.85E-03	0.00E+00	2.16E-03	0.00E+00	2.25E-02	9.27E-03	1.71E-03	2.08E-02	1.76E-02	2.13E-02	2.82E-02	3.30E-02	1.10E-02	1.02E-02	3.22E-02	1.38E-02
1:Del:T:1	4.39E-04	0.00E+00	6.50E-04	9.28E-05	8.91E-03	2.78E-03	6.63E-03	1.78E-02	6.66E-03	2.60E-03	6.28E-03	1.49E-02	4.91E-03	1.45E-02	7.60E-03	1.43E-02
1:Del:T:2	6.26E-04	1.67E-07	5.01E-04	8.04E-08	1.82E-02	0.00E+00	1.97E-02	1.94E-02	1.36E-02	2.14E-03	1.30E-03	3.01E-02	1.59E-02	1.63E-02	1.40E-46	8.62E-03
1:Del:T:3	1.62E-05	1.50E-04	2.90E-03	2.67E-05	2.04E-02	2.80E-46	3.71E-03	2.04E-02	1.20E-02	0.00E+00	9.68E-03	1.18E-02	1.98E-02	1.97E-02	2.24E-02	3.42E-02
1:Del:T:4	2.83E-08	1.44E-07	6.22E-03	4.29E-07	1.54E-02	0.00E+00	1.28E-07	1.32E-02	6.88E-02	1.84E-03	3.17E-08	1.27E-02	1.34E-02	5.17E-03	2.16E-05	2.50E-02
1:Del:T:5	3.18E-07	1.51E-07	1.47E-02	3.60E-08	5.40E-08	7.37E-04	1.71E-02	6.03E-04	7.87E-03	2.11E-03	2.02E-02	5.20E-02	7.88E-08	1.59E-02	8.00E-06	1.01E-01
1:Ins:C:0	8.69E-04	3.96E-08	7.12E-05	1.65E-07	3.50E-08	2.39E-03	8.11E-04	8.61E-08	6.86E-07	4.10E-03	2.25E-03	1.05E-07	2.26E-08	2.20E-04	3.26E-03	2.38E-04
1:Ins:C:1	3.79E-07	8.95E-08	2.57E-08	0.00E+00	1.94E-07	7.91E-04	2.70E-03	1.85E-04	1.30E-07	4.14E-03	2.04E-07	1.06E-06	1.56E-06	7.00E-08	1.02E-03	1.71E-03
1:Ins:C:2	8.83E-05	6.62E-08	1.13E-08	2.16E-07	1.15E-03	5.23E-04	3.95E-05	1.20E-03	1.16E-03	3.84E-04	1.24E-03	2.46E-03	1.83E-04	6.74E-04	4.76E-07	1.12E-07
1:Ins:C:3	6.88E-08	9.35E-05	4.12E-05	8.75E-04	1.43E-07	2.49E-08	6.07E-08	3.48E-04	7.13E-04	3.71E-04	1.77E-03	1.07E-03	3.51E-04	1.81E-04	7.31E-04	4.38E-04
1:Ins:C:4	3.86E-07	6.59E-05	7.02E-04	7.55E-05	0.00E+00	1.15E-04	0.00E+00	0.00E+00	2.21E-03	3.50E-04	2.11E-07	4.99E-03	1.09E-03	2.45E-07	0.00E+00	4.34E-03
1:Ins:C:5	2.85E-03	2.43E-03	1.97E-03	7.59E-04	1.58E-03	1.73E-03	5.61E-03	0.00E+00	6.01E-03	3.16E-03	7.07E-04	3.42E-04	7.08E-03	1.31E-02	5.53E-03	3.60E-03
1:Ins:T:0	3.71E-05	4.08E-07	6.66E-04	1.68E-04	3.30E-03	2.79E-03	6.57E-03	5.46E-03	4.00E-03	8.08E-04	4.08E-03	5.03E-03	8.16E-04	1.83E-02	1.13E-02	5.71E-03
1:Ins:T:1	2.00E-08	0.00E+00	3.57E-04	1.09E-04	4.53E-03	2.14E-04	3.94E-04	1.24E-02	7.43E-08	5.53E-04	1.08E-03	4.05E-03	3.48E-03	1.81E-03	1.99E-03	1.12E-02
1:Ins:T:2	1.48E-04	5.73E-04	2.41E-05	2.33E-07	1.40E-03	1.98E-07	8.27E-07	7.61E-04	5.69E-03	1.42E-03	1.08E-08	2.61E-03	2.35E-03	8.61E-03	1.04E-03	4.94E-04
1:Ins:T:3	0.00E+00	3.40E-04	1.15E-03	1.52E-07	3.77E-05	1.73E-07	8.19E-06	9.35E-04	1.08E-03	1.08E-03	2.00E-03	4.08E-03	2.96E-03	0.00E+00	1.46E-06	2.22E-02
1:Ins:T:4	4.43E-03	1.97E-03	4.00E-04	7.81E-04	6.31E-03	4.72E-03	4.88E-03	1.94E-03	4.31E-03	8.32E-03	2.64E-03	0.00E+00	1.07E-02	4.18E-02	1.48E-07	7.54E-03
1:Ins:T:5	8.04E-04	5.91E-03	2.07E-03	1.31E-07	6.93E-07	6.57E-07	1.46E-02	2.40E-03	6.75E-07	1.02E-02	6.51E-03	1.34E-03	9.31E-02	2.25E-02	2.14E-02	3.56E-06
2:Del:R:0	2.47E-08	7.12E-04	2.87E-05	8.60E-08	2.19E-03	1.45E-03	2.63E-05	2.18E-02	4.45E-03	8.79E-04	4.97E-03	1.41E-03	1.07E-03	6.73E-03	9.49E-03	2.87E-02
2:Del:R:1	1.47E-05	0.00E+00	7.04E-04	1.40E-46	8.17E-04	2.12E-03	1.13E-03	1.04E-02	0.00E+00	3.97E-03	0.00E+00	6.56E-03	3.81E-03	7.54E-03	9.51E-03	1.03E-02
2:Del:R:2	1.48E-04	1.76E-04	3.84E-04	1.52E-04	3.62E-08	1.11E-04	1.31E-03	4.69E-08	1.85E-03	1.27E-07	3.43E-04	1.59E-03	8.58E-04	3.24E-04	1.17E-04	2.07E-03
2:Del:R:3	3.28E-08	1.27E-05	4.54E-08	8.90E-05	7.92E-08	3.02E-08	3.21E-04	2.61E-08	1.04E-07	1.60E-07	8.30E-04	2.85E-07	7.71E-08	2.06E-07	8.78E-04	5.36E-08
2:Del:R:4	7.94E-08	4.30E-05	1.62E-04	6.44E-08	9.48E-05	6.05E-08	3.88E-04	6.30E-04	2.35E-06	8.38E-07	2.31E-03	1.78E-04	1.20E-06	6.06E-04	1.15E-03	8.17E-05
2:Del:R:5	4.28E-04	5.59E-08	5.08E-08	4.89E-08	9.67E-05	2.23E-04	9.71E-04	5.77E-08	2.84E-04	3.36E-04	2.36E-04	1.68E-04	2.51E-07	1.02E-04	5.78E-05	4.34E-05
3:Del:R:0	2.79E-03	2.31E-08	0.00E+00	7.15E-05	7.70E-03	1.12E-03	2.49E-03	2.98E-03	1.31E-03	2.95E-03	9.29E-03	6.80E-03	1.73E-03	6.46E-03	6.00E-03	1.48E-02
3:Del:R:1	3.40E-08	6.30E-04	4.95E-04	5.91E-05	7.87E-03	1.78E-04	1.22E-02	1.57E-03	2.33E-03	3.62E-03	3.41E-03	8.29E-03	6.95E-03	4.88E-03	2.32E-03	5.46E-03
3:Del:R:2	6.50E-08	1.73E-06	2.21E-08	4.30E-02	1.61E-02	8.28E-08	3.87E-07	2.84E-06	1.37E-03	1.40E-46	3.88E-02	2.85E-03	5.82E-07	4.18E-05	2.32E-07	2.96E-07
3:Del:R:3	3.73E-08	1.62E-04	1.33E-08	3.39E-08	8.33E-07	0.00E+00	3.72E-08	3.66E-04	1.36E-04	0.00E+00	2.44E-07	2.92E-06	8.15E-04	2.43E-07	2.85E-08	3.32E-04
3:Del:R:4	2.94E-08	2.37E-08	2.52E-08	9.13E-08	7.09E-08	3.72E-08	1.10E-07	7.11E-08	2.45E-07	1.37E-07	1.31E-07	1.53E-07	8.90E-08	2.20E-07	1.02E-07	3.43E-07
3:Del:R:5	9.09E-05	2.80E-46	7.19E-09	1.76E-02	6.92E-03	5.82E-07	1.23E-02	0.00E+00	1.37E-03	5.81E-04	4.07E-02	2.13E-07	0.00E+00	8.77E-07	3.36E-03	1.92E-03
4:Del:R:0	1.20E-02	7.00E-04	0.00E+00	8.14E-06	1.15E-02	7.47E-04	1.22E-02	7.06E-03	8.68E-03	3.08E-03	1.81E-02	1.66E-04	1.57E-03	4.88E-02	8.06E-03	1.83E-03
4:Del:R:1	0.00E+00	2.04E-04	1.08E-04	9.44E-08	1.91E-03	6.24E-04	3.11E-03	2.37E-03	4.21E-03	4.34E-04	2.58E-06	2.90E-03	6.51E-04	5.80E-03	3.25E-03	5.58E-03
4:Del:R:2	1.79E-07	7.57E-05	3.08E-08	1.09E-08	2.13E-03	7.62E-05	2.80E-08	3.34E-04	3.68E-04	1.30E-04	2.92E-07	2.38E-03	3.29E-04	7.44E-04	1.67E-03	1.03E-03
4:Del:R:3	2.94E-08	2.37E-08	2.52E-08	9.13E-08	7.09E-08	3.72E-08	1.10E-07	7.11E-08	2.45E-07	1.37E-07	1.31E-07	1.53E-07	8.90E-08	2.20E-07	1.02E-07	3.43E-07
4:Del:R:4	2.94E-08	2.37E-08	2.52E-08	9.13E-08	7.09E-08	3.72E-08	1.10E-07	7.11E-08	2.45E-07	1.37E-07	1.31E-07	1.53E-07	8.90E-08	2.20E-07	1.02E-07	3.43E-07
