MutationType	ID83A	ID83B	ID83C
1:Del:C:0	1.65E-03	1.47E-02	0.00E+00
1:Del:C:1	6.98E-04	5.44E-03	6.17E-04
1:Del:C:2	1.85E-04	3.15E-04	2.81E-04
1:Del:C:3	2.11E-04	2.66E-04	3.39E-04
1:Del:C:4	2.31E-04	5.51E-04	2.72E-04
1:Del:C:5	2.91E-04	5.32E-04	5.17E-04
1:Del:T:0	1.42E-03	4.21E-03	1.35E-03
1:Del:T:1	4.36E-04	1.55E-03	4.79E-04
1:Del:T:2	7.70E-04	4.23E-03	3.94E-04
1:Del:T:3	1.18E-03	6.36E-03	9.81E-04
1:Del:T:4	1.27E-03	5.14E-03	1.35E-03
1:Del:T:5	1.85E-02	2.65E-02	2.56E-02
1:Ins:C:0	5.62E-05	1.45E-04	1.32E-04
1:Ins:C:1	6.74E-05	7.67E-05	8.98E-05
1:Ins:C:2	7.65E-05	9.48E-05	4.91E-05
1:Ins:C:3	1.61E-05	1.07E-08	9.14E-05
1:Ins:C:4	1.20E-04	1.01E-04	1.28E-04
1:Ins:C:5	1.91E-04	2.93E-04	1.28E-03
1:Ins:T:0	5.24E-06	6.70E-04	2.69E-04
1:Ins:T:1	1.25E-04	5.33E-04	2.35E-04
1:Ins:T:2	3.00E-05	2.56E-04	9.52E-05
1:Ins:T:3	1.69E-05	2.47E-04	3.55E-04
1:Ins:T:4	1.13E-04	2.17E-04	9.31E-04
1:Ins:T:5	2.20E-07	1.77E-03	3.99E-02
2:Del:R:0	3.28E-04	7.58E-04	5.66E-04
2:Del:R:1	3.99E-04	6.29E-04	6.79E-04
2:Del:R:2	5.58E-05	5.44E-05	1.08E-04
2:Del:R:3	7.92E-06	8.75E-05	5.29E-05
2:Del:R:4	3.25E-05	6.50E-05	1.50E-04
2:Del:R:5	5.47E-05	5.69E-05	6.74E-05
3:Del:R:0	3.91E-04	6.10E-04	5.67E-04
3:Del:R:1	2.43E-04	2.58E-04	4.01E-04
3:Del:R:2	1.97E-05	1.54E-04	1.29E-04
3:Del:R:3	1.57E-05	1.42E-04	1.35E-04
3:Del:R:4	2.41E-05	4.82E-08	3.50E-08
3:Del:R:5	1.60E-02	4.58E-08	1.02E-02
4:Del:R:0	2.54E-04	3.70E-04	3.86E-04
4:Del:R:1	7.25E-05	4.56E-04	2.56E-04
4:Del:R:2	9.87E-05	1.25E-04	2.10E-04
4:Del:R:3	4.82E-09	9.13E-09	6.91E-09
4:Del:R:4	3.89E-08	2.91E-05	3.29E-08
4:Del:R:5	4.82E-09	9.13E-09	6.91E-09
5:Del:R:0	8.53E-03	1.60E-02	1.84E-02
5:Del:R:1	9.05E-05	1.21E-04	7.99E-05
5:Del:R:2	4.01E-05	8.85E-05	3.68E-05
5:Del:R:3	4.82E-09	9.13E-09	6.91E-09
5:Del:R:4	4.82E-09	9.13E-09	6.91E-09
5:Del:R:5	4.82E-09	9.13E-09	6.91E-09
2:Ins:R:0	1.95E-03	8.27E-04	1.20E-03
2:Ins:R:1	2.25E-07	2.02E-04	1.42E-04
2:Ins:R:2	6.68E-05	8.82E-05	2.82E-05
2:Ins:R:3	8.08E-05	9.32E-05	1.02E-04
2:Ins:R:4	8.64E-05	1.50E-04	2.09E-04
2:Ins:R:5	5.76E-04	4.63E-04	9.84E-04
3:Ins:R:0	7.29E-05	9.14E-05	1.43E-04
3:Ins:R:1	1.58E-04	6.18E-05	5.15E-05
3:Ins:R:2	7.18E-09	2.98E-07	6.06E-05
3:Ins:R:3	4.19E-06	3.67E-05	4.57E-05
3:Ins:R:4	2.39E-05	2.20E-05	6.91E-05
3:Ins:R:5	7.52E-05	1.60E-04	9.72E-05
4:Ins:R:0	3.47E-05	7.09E-05	7.20E-05
4:Ins:R:1	8.82E-05	1.67E-04	2.45E-04
4:Ins:R:2	3.58E-08	4.64E-08	5.41E-05
4:Ins:R:3	1.02E-05	2.25E-05	3.54E-08
4:Ins:R:4	2.99E-05	4.99E-05	6.28E-05
4:Ins:R:5	9.35E-05	9.40E-05	1.59E-04
5:Ins:R:0	1.02E-08	5.23E-05	5.64E-05
5:Ins:R:1	3.80E-04	5.40E-04	5.81E-04
5:Ins:R:2	9.40E-09	1.40E-05	4.95E-05
5:Ins:R:3	3.29E-05	4.84E-08	3.87E-07
5:Ins:R:4	4.43E-08	8.69E-06	3.51E-05
5:Ins:R:5	7.46E-09	1.06E-05	4.94E-05
2:Del:M:1	1.57E-04	3.12E-04	1.83E-04
3:Del:M:1	3.36E-04	5.29E-04	7.16E-04
3:Del:M:2	8.69E-05	1.73E-04	2.09E-04
4:Del:M:1	9.18E-05	2.92E-04	3.02E-04
4:Del:M:2	1.35E-04	2.46E-04	1.66E-04
4:Del:M:3	7.60E-05	1.18E-04	4.19E-05
5:Del:M:1	9.34E-03	1.79E-02	2.00E-02
5:Del:M:2	4.05E-03	7.74E-03	8.40E-03
5:Del:M:3	1.58E-03	2.94E-03	3.25E-03
5:Del:M:4	3.93E-04	8.39E-04	1.09E-03
5:Del:M:5	2.03E-03	4.00E-04	6.42E-04
