NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.209	26.328	17.151	17.465	0.152	0.977	30000.0
2	57.137	23.845	14.337	15.161	0.151	0.982	40000.0
3	60.769	25.659	15.344	16.041	0.152	0.982	60000.0
4	64.081	26.84	17.254	17.678	0.147	0.979	50000.0
5	54.226	22.727	13.612	14.054	0.138	0.987	40000.0
6	57.752	24.63	14.414	15.634	0.15	0.983	60000.0
7	56.871	24.287	14.364	15.252	0.148	0.984	50000.0
8	57.997	24.662	14.48	15.52	0.149	0.984	60000.0
9	65.637	27.27	18.633	18.362	0.152	0.979	30000.0
10	54.645	23.072	13.302	14.299	0.144	0.986	30000.0
