NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.189	28.294	18.175	18.042	0.168	0.977	30000.0
2	72.527	29.122	18.805	18.722	0.173	0.978	20000.0
3	72.696	29.304	18.441	18.644	0.172	0.977	50000.0
4	75.305	29.846	19.549	19.434	0.174	0.973	30000.0
5	76.424	30.031	19.876	19.264	0.169	0.976	30000.0
6	72.2	29.392	18.447	18.945	0.173	0.976	40000.0
7	75.188	30.073	19.551	19.533	0.174	0.974	30000.0
8	71.746	28.353	18.324	18.022	0.168	0.978	30000.0
9	73.586	29.881	19.013	19.191	0.174	0.975	30000.0
10	74.849	29.777	19.675	19.514	0.168	0.973	30000.0
