MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.57E-03	1.52E-03	2.32E-07	4.63E-02	8.93E-04	7.20E-03	1.94E-02	1.97E-03	4.87E-02	6.19E-03	5.08E-07	4.40E-02	1.04E-06	5.28E-03	1.01E-02
1:Del:C:1	5.22E-04	0.00E+00	1.13E-07	1.57E-02	3.27E-08	5.58E-03	6.22E-03	6.88E-03	4.74E-02	7.50E-03	8.38E-03	1.70E-02	3.24E-03	6.51E-03	1.76E-03
1:Del:C:2	2.39E-05	1.75E-04	5.54E-08	1.01E-03	2.03E-04	7.72E-04	3.67E-04	1.06E-03	9.20E-04	4.73E-04	1.70E-03	1.54E-04	3.45E-03	1.71E-03	1.97E-03
1:Del:C:3	6.65E-04	7.01E-04	3.47E-05	1.93E-03	1.50E-04	0.00E+00	4.66E-03	8.16E-03	4.93E-03	2.24E-03	2.78E-07	1.05E-03	5.69E-05	1.46E-02	1.02E-02
1:Del:C:4	3.29E-04	6.32E-04	5.11E-04	1.99E-03	2.86E-07	4.54E-04	2.28E-07	4.97E-04	7.02E-03	0.00E+00	1.39E-04	4.33E-03	3.77E-03	2.38E-02	1.96E-02
1:Del:C:5	0.00E+00	2.42E-03	5.07E-04	1.65E-04	7.01E-04	0.00E+00	3.16E-04	1.92E-04	8.47E-03	2.19E-03	3.63E-07	5.21E-03	1.22E-03	2.73E-03	1.13E-02
1:Del:T:0	4.35E-05	2.53E-04	3.03E-08	1.78E-02	3.85E-08	7.63E-03	4.37E-03	1.63E-02	1.67E-02	8.34E-03	5.68E-08	1.51E-02	1.98E-03	7.06E-02	2.11E-02
1:Del:T:1	0.00E+00	5.06E-07	3.27E-07	5.79E-03	0.00E+00	3.34E-03	2.43E-03	2.03E-03	1.16E-02	8.18E-04	4.64E-08	1.25E-02	1.68E-04	1.31E-02	1.94E-02
1:Del:T:2	4.47E-04	3.21E-04	2.96E-09	2.19E-02	4.37E-08	2.77E-03	4.64E-08	2.85E-03	2.16E-02	8.44E-04	8.71E-04	3.15E-02	8.85E-04	1.35E-02	2.31E-03
1:Del:T:3	3.60E-03	2.28E-03	0.00E+00	1.27E-02	2.69E-08	7.89E-08	1.81E-03	0.00E+00	1.35E-02	1.65E-03	2.42E-03	6.05E-02	7.67E-04	1.40E-46	2.78E-03
1:Del:T:4	0.00E+00	5.67E-03	0.00E+00	1.66E-02	0.00E+00	0.00E+00	3.96E-03	4.18E-03	4.04E-02	2.40E-03	3.53E-08	1.69E-02	8.72E-03	4.99E-02	4.75E-02
1:Del:T:5	3.03E-03	9.57E-03	8.59E-07	8.59E-04	1.48E-06	2.12E-03	2.69E-08	3.76E-03	2.25E-06	4.33E-03	4.73E-07	1.38E-02	3.52E-08	9.96E-03	9.04E-02
1:Ins:C:0	4.24E-08	4.43E-09	1.30E-03	0.00E+00	1.49E-07	2.76E-04	1.53E-03	7.07E-04	1.04E-03	8.86E-04	1.46E-07	6.88E-08	8.20E-04	1.38E-03	1.43E-03
1:Ins:C:1	4.38E-04	0.00E+00	1.40E-46	9.91E-03	2.97E-02	2.22E-07	5.31E-02	2.49E-02	2.38E-07	1.04E-03	2.32E-02	3.06E-02	2.51E-03	9.38E-04	5.71E-07
1:Ins:C:2	1.88E-05	2.38E-04	3.35E-08	0.00E+00	2.04E-06	9.31E-04	8.17E-04	1.05E-03	2.67E-05	2.73E-04	2.01E-04	6.68E-09	2.83E-04	1.14E-03	7.06E-08
1:Ins:C:3	4.01E-04	6.45E-04	6.80E-04	0.00E+00	5.04E-03	0.00E+00	9.65E-03	8.23E-04	3.31E-04	1.08E-03	0.00E+00	1.32E-03	5.37E-03	4.17E-04	1.12E-03
1:Ins:C:4	0.00E+00	7.15E-04	1.48E-03	2.00E-04	0.00E+00	1.11E-03	9.73E-05	6.34E-04	1.40E-03	0.00E+00	4.79E-04	5.64E-04	2.06E-03	7.96E-03	4.46E-03
1:Ins:C:5	2.94E-03	4.43E-04	0.00E+00	0.00E+00	0.00E+00	3.70E-04	1.10E-03	1.58E-03	1.25E-02	3.16E-02	3.40E-07	3.55E-04	2.57E-02	7.70E-03	1.13E-02
