Samples	ID83A	ID83B	ID83C
V1	8	396	0
V2	1167	78	0
V3	39	70	72
V4	50	176	113
V5	136	33	0
V6	94	84	278
V7	34	20	64
V8	255	13	149
V9	0	42	98
V10	51	40	87
V11	140	172	13
V12	0	114	0
V13	182	11	328
V14	154	200	147
V15	111	164	89
V16	51	241	0
V17	379	0	0
V18	22	70	182
V19	2	123	75
V20	0	317	0
V21	143	160	37
V22	153	69	29
V23	398	895	0
V24	367	28	0
V25	117	44	299
V26	57	37	134
V27	47	257	9
V28	37	237	24
V29	155	143	60
V30	56	0	571
V31	65	87	216
V32	20	153	128
V33	87	60	349
V34	4	10	53
V35	160	64	342
V36	582	46	4
V37	80	112	0
V38	13	415	69
V39	0	72	260
V40	0	2	21
V41	17	46	36
V42	126	1	65
V43	314	66	0
V44	104	140	106
V45	0	240	0
V46	37	110	60
V47	404	319	0
V48	226	0	263
V49	182	204	260
V50	23	33	99
V51	0	88	117
V52	416	57	775
V53	203	111	246
V54	132	19	0
V55	212	351	0
V56	109	391	79
V57	7	132	148
V58	199	1	166
V59	57	48	222
V60	120	1	71
V61	325	2	259
V62	217	0	0
V63	60	31	410
V64	25	495	49
V65	161	5	52
V66	106	219	84
V67	210	146	0
V68	40	15	208
V69	128	317	0
V70	8	46	158
V71	53	53	81
V72	185	4	0
V73	106	63	95
V74	188	3	0
V75	264	673	0
V76	191	192	0
V77	609	43	152
V78	234	0	103
V79	149	162	37
V80	96	164	150
V81	108	97	94
V82	70	170	0
V83	162	242	0
V84	92	103	44
V85	11	26	103
V86	110	95	125
V87	162	35	0
V88	77	28	80
V89	0	61	304
V90	30	14	0
V91	523	59	96
V92	36	78	61
V93	57	0	112
V94	58	35	59
V95	0	0	160
V96	236	596	167
V97	12	113	43
V98	124	52	6
V99	293	116	0
V100	96	2	0
