Samples	ID83A	ID83B	ID83C
V1	3.99E+00	4.61E+00	6.54E+00
V2	6.53E+00	7.45E+00	9.46E+00
V3	1.11E+01	1.11E+01	1.47E+01
V4	1.28E+01	1.11E+01	9.81E+00
V5	5.19E+00	2.63E+00	4.45E+00
V6	2.77E+01	1.34E+01	3.21E+01
V7	1.15E+01	5.88E+00	1.33E+01
V8	2.10E+01	1.11E+01	2.08E+01
V9	7.63E-01	2.03E+01	2.08E+01
V10	1.57E+01	9.39E+00	1.65E+01
V11	2.05E+01	1.78E+01	2.31E+01
V12	3.15E+00	3.45E+00	4.42E+00
V13	4.40E+01	3.81E+01	4.68E+01
V14	4.78E+01	9.34E+00	5.39E+01
V15	1.37E+01	1.28E+01	1.16E+01
V16	2.71E+00	4.47E+00	2.15E+00
V17	1.83E+00	4.23E-01	1.58E+00
V18	1.38E+01	1.36E+01	1.32E+01
V19	4.03E+00	1.33E+01	1.34E+01
V20	3.96E-01	3.94E-01	2.13E-01
V21	7.61E+00	1.26E+01	1.13E+01
V22	9.80E+00	3.59E+00	9.79E+00
V23	8.98E+00	1.12E+01	1.18E+01
V24	6.57E+00	3.59E+00	7.27E+00
V25	1.24E+01	2.05E+01	2.75E+01
V26	2.22E+01	2.10E+01	2.39E+01
V27	8.24E+00	5.13E+00	7.02E+00
V28	9.55E+00	1.02E+01	7.12E+00
V29	2.82E+01	7.56E+00	2.93E+01
V30	5.78E+01	5.25E+01	7.10E+01
V31	4.84E+00	3.31E+01	3.57E+01
V32	1.38E+01	1.31E+01	1.35E+01
V33	2.51E+01	2.18E+01	2.97E+01
V34	2.54E+00	6.78E+00	8.45E+00
V35	1.87E+01	3.10E+01	4.48E+01
V36	3.16E+01	7.39E+00	3.25E+01
V37	5.03E+00	5.49E+00	4.30E+00
V38	6.71E+00	2.39E+01	2.44E+01
V39	2.46E+01	2.32E+01	3.09E+01
V40	1.29E+00	1.09E+00	1.25E+00
V41	3.54E+00	4.28E+00	5.81E+00
V42	1.54E+01	1.36E+01	1.71E+01
V43	5.02E+00	4.16E+00	6.07E+00
V44	3.28E+01	7.17E+00	3.58E+01
V45	6.67E-01	1.05E+00	8.41E-01
V46	8.97E+00	9.60E+00	1.20E+01
V47	5.29E+00	5.82E+00	4.89E+00
V48	2.40E+01	1.67E+01	2.37E+01
V49	2.67E+01	2.43E+01	3.42E+01
V50	1.21E+01	3.64E+00	1.17E+01
V51	5.97E+00	1.04E+01	1.44E+01
V52	1.38E+02	1.30E+02	1.51E+02
V53	5.31E+01	4.77E+01	5.65E+01
V54	2.40E+00	1.95E+00	1.99E+00
V55	7.74E+00	1.17E+01	1.74E+01
V56	3.74E+01	3.78E+01	4.19E+01
V57	1.71E+01	1.63E+01	2.12E+01
V58	1.34E+01	9.15E+00	1.43E+01
V59	8.26E+00	2.36E+01	2.81E+01
V60	2.54E+01	8.54E-01	2.57E+01
V61	2.40E+01	1.30E+01	2.57E+01
V62	4.33E+00	9.00E-01	4.31E+00
V63	4.16E+01	3.88E+01	5.11E+01
V64	1.28E+01	1.55E+01	2.45E+01
V65	7.85E+00	3.16E+00	9.30E+00
V66	2.50E+01	2.43E+01	2.75E+01
V67	1.12E+01	3.11E+00	9.79E+00
V68	1.24E+01	1.11E+01	1.22E+01
V69	1.38E+01	1.24E+01	1.48E+01
V70	1.17E+01	9.65E+00	1.21E+01
V71	1.02E+01	8.67E+00	1.08E+01
V72	7.25E+00	5.94E+00	8.22E+00
V73	2.03E+01	7.52E+00	1.97E+01
V74	2.19E+00	1.69E+00	1.70E+00
V75	5.50E+01	1.47E+01	6.48E+01
V76	4.18E+00	5.57E+00	7.98E+00
V77	6.22E+01	4.27E+00	6.18E+01
V78	1.89E+01	1.67E+01	2.32E+01
V79	2.10E+01	2.07E+01	2.38E+01
V80	2.50E+01	2.30E+01	2.70E+01
V81	1.20E+01	1.17E+01	1.58E+01
V82	4.90E+00	3.50E+00	5.17E+00
V83	3.24E+00	3.10E+00	3.99E+00
V84	9.46E+00	8.49E+00	1.07E+01
V85	5.34E+00	6.35E+00	7.04E+00
V86	2.64E+01	2.34E+01	2.85E+01
V87	3.59E+00	1.97E+00	4.52E+00
V88	8.50E+00	4.82E+00	1.12E+01
V89	2.94E+01	2.40E+01	3.73E+01
V90	9.75E-01	1.38E+00	8.47E-01
V91	4.55E+01	2.76E+01	5.16E+01
V92	9.43E+00	4.66E+00	9.44E+00
V93	1.48E+01	5.34E+00	1.48E+01
V94	9.46E+00	8.30E+00	9.27E+00
V95	1.51E+01	1.63E+01	1.90E+01
V96	2.49E+01	4.62E+01	5.10E+01
V97	7.99E+00	6.87E+00	9.31E+00
V98	3.51E+00	4.92E+00	4.44E+00
V99	5.10E+00	8.68E+00	1.02E+01
V100	4.26E+00	5.82E-01	4.03E+00
