MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	5.33E-04	1.08E-07	8.40E-04	2.15E-02	2.88E-07	1.93E-02	3.20E-02	3.72E-03	2.16E-02	1.09E-03
1:Del:C:1	5.43E-04	1.44E-08	1.86E-03	1.31E-02	9.15E-05	3.53E-02	8.07E-02	4.52E-03	4.35E-03	1.12E-02
1:Del:C:2	4.93E-05	2.82E-08	1.58E-04	2.84E-04	1.78E-04	4.77E-08	2.67E-04	9.53E-04	1.40E-03	8.46E-04
1:Del:C:3	3.10E-04	4.05E-04	2.86E-04	1.08E-03	3.52E-04	1.88E-04	1.42E-03	1.15E-03	2.65E-03	7.76E-03
1:Del:C:4	6.50E-04	2.39E-08	5.77E-08	2.80E-46	5.38E-02	5.05E-04	2.02E-02	8.46E-04	3.52E-02	3.96E-07
1:Del:C:5	1.20E-03	3.17E-04	4.16E-02	2.71E-03	7.62E-04	8.35E-02	6.51E-07	6.84E-09	1.32E-03	2.65E-02
1:Del:T:0	4.64E-04	1.57E-03	1.74E-04	6.81E-03	3.98E-04	1.09E-02	9.44E-03	8.68E-03	1.08E-02	3.21E-02
1:Del:T:1	4.77E-05	3.45E-04	6.59E-04	2.70E-03	2.32E-04	8.11E-03	8.27E-03	1.86E-03	3.30E-03	7.47E-03
1:Del:T:2	3.17E-05	1.41E-03	1.83E-04	6.60E-03	2.30E-03	7.91E-03	1.12E-02	0.00E+00	1.16E-03	2.66E-02
1:Del:T:3	5.55E-04	2.61E-03	8.74E-04	7.74E-03	1.02E-03	2.83E-03	6.33E-03	2.02E-03	1.40E-46	4.81E-02
1:Del:T:4	1.43E-03	4.03E-03	1.78E-03	1.31E-02	1.42E-03	0.00E+00	1.08E-02	3.47E-03	1.81E-02	6.03E-02
1:Del:T:5	5.45E-08	6.42E-03	5.04E-04	1.36E-07	4.13E-07	2.58E-03	8.17E-07	1.76E-06	1.18E-06	1.38E-02
1:Ins:C:0	3.26E-05	1.49E-08	2.14E-04	4.76E-06	1.75E-08	1.33E-07	1.29E-03	1.20E-03	1.59E-03	2.53E-04
1:Ins:C:1	2.53E-06	3.40E-05	9.98E-05	5.01E-08	2.50E-08	5.20E-08	4.27E-07	3.90E-04	6.91E-04	4.10E-04
1:Ins:C:2	7.71E-05	2.58E-08	0.00E+00	7.74E-09	9.12E-09	3.57E-08	1.68E-07	1.44E-04	2.81E-04	1.46E-05
1:Ins:C:3	1.81E-04	1.26E-04	4.25E-09	2.20E-09	7.44E-06	0.00E+00	2.31E-08	1.81E-04	6.06E-04	1.72E-04
1:Ins:C:4	1.71E-04	2.42E-04	0.00E+00	6.03E-04	3.40E-04	2.27E-04	1.28E-04	1.95E-04	9.29E-04	2.42E-03
1:Ins:C:5	1.32E-03	9.44E-04	7.52E-05	0.00E+00	0.00E+00	0.00E+00	1.40E-02	5.46E-04	4.81E-03	1.21E-02
1:Ins:T:0	4.36E-04	4.33E-04	4.51E-04	9.50E-04	1.30E-04	0.00E+00	1.78E-03	1.73E-03	8.72E-04	4.63E-03
1:Ins:T:1	1.33E-04	6.72E-08	4.81E-05	1.08E-03	0.00E+00	1.74E-03	4.83E-03	5.60E-04	6.51E-04	9.44E-04
1:Ins:T:2	1.13E-08	1.61E-04	2.69E-04	1.18E-04	9.30E-09	8.11E-04	9.15E-04	2.60E-04	1.16E-04	1.93E-03
1:Ins:T:3	4.75E-04	0.00E+00	4.97E-04	4.41E-04	1.84E-04	9.97E-04	2.14E-03	7.32E-04	3.08E-03	2.97E-03
1:Ins:T:4	1.90E-03	5.84E-04	2.13E-04	1.43E-07	1.64E-04	5.03E-04	2.07E-02	7.49E-05	9.76E-03	2.07E-02
1:Ins:T:5	8.98E-03	4.27E-08	9.20E-08	6.91E-04	7.25E-08	1.70E-07	2.43E-03	1.42E-07	7.15E-02	2.40E-06
2:Del:R:0	3.00E-04	0.00E+00	2.01E-04	1.87E-03	1.45E-04	2.10E-03	2.09E-03	1.82E-03	7.83E-04	6.67E-03
2:Del:R:1	2.22E-04	7.88E-04	7.68E-04	7.09E-04	2.36E-04	3.33E-04	5.51E-04	4.19E-04	2.31E-03	1.09E-02
2:Del:R:2	1.03E-04	1.68E-04	7.88E-05	2.42E-04	6.16E-05	5.72E-04	1.06E-03	2.30E-04	2.17E-04	4.01E-04
2:Del:R:3	4.18E-08	2.25E-07	3.00E-08	5.93E-08	2.89E-05	9.01E-08	1.00E-04	4.77E-08	5.84E-05	2.63E-07
2:Del:R:4	1.87E-05	1.55E-04	2.19E-05	7.62E-05	6.76E-08	3.08E-10	7.32E-09	2.62E-04	4.62E-04	1.08E-03
2:Del:R:5	1.95E-08	1.29E-04	1.21E-04	6.30E-08	8.55E-09	2.19E-04	4.08E-04	1.40E-04	5.98E-09	0.00E+00
3:Del:R:0	0.00E+00	0.00E+00	3.90E-04	0.00E+00	5.43E-04	1.07E-03	3.28E-03	3.22E-03	3.27E-03	1.35E-03
3:Del:R:1	8.71E-04	2.06E-04	1.48E-04	4.53E-04	2.32E-04	0.00E+00	4.79E-04	1.28E-03	3.64E-03	9.85E-03
3:Del:R:2	1.80E-04	3.75E-04	1.50E-08	5.01E-04	2.87E-04	0.00E+00	1.49E-03	6.47E-04	0.00E+00	1.93E-03
3:Del:R:3	5.72E-08	6.63E-08	1.78E-08	5.43E-05	4.54E-08	4.55E-08	4.53E-08	3.66E-04	4.17E-04	2.86E-04
3:Del:R:4	2.38E-08	9.55E-09	2.97E-08	1.91E-08	3.46E-08	2.69E-08	1.96E-07	3.42E-08	9.82E-08	2.14E-07
3:Del:R:5	2.38E-08	9.55E-09	2.97E-08	1.91E-08	3.46E-08	2.69E-08	1.96E-07	3.42E-08	9.82E-08	2.14E-07
4:Del:R:0	5.89E-08	1.26E-06	1.13E-06	7.21E-08	5.16E-02	1.19E-07	1.21E-01	3.86E-03	5.46E-03	3.43E-03
4:Del:R:1	4.43E-04	1.42E-04	5.16E-04	6.80E-04	2.83E-05	1.08E-03	1.82E-03	1.25E-03	3.26E-03	1.24E-03
4:Del:R:2	1.09E-04	1.15E-04	0.00E+00	1.75E-04	1.63E-04	4.58E-09	1.07E-04	0.00E+00	1.82E-04	3.47E-04
4:Del:R:3	2.38E-08	9.55E-09	2.97E-08	1.91E-08	3.46E-08	2.69E-08	1.96E-07	3.42E-08	9.82E-08	2.14E-07
