NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	56.291	20.589	13.145	12.576	0.125	0.989	30000.0
2	58.446	22.007	14.414	14.597	0.127	0.982	40000.0
3	58.929	22.081	14.32	14.268	0.127	0.985	30000.0
4	53.157	19.91	12.573	12.493	0.126	0.986	80000.0
5	59.035	21.98	14.365	13.998	0.127	0.984	50000.0
6	57.145	21.194	14.073	13.844	0.125	0.984	40000.0
7	58.615	22.098	14.318	14.077	0.125	0.984	20000.0
8	57.004	21.531	13.569	13.973	0.125	0.984	30000.0
9	58.508	21.903	13.952	13.943	0.127	0.985	30000.0
10	57.058	21.533	13.55	13.702	0.13	0.984	50000.0
