Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
V40	16	5	77	39	4	0	15	15	27	9	0	0	3	0	15	0	0	0	0
V41	0	21	14	6	0	0	9	3	0	0	0	0	0	0	0	6	6	0	0
V42	4	2	83	26	2	15	0	0	0	9	1	0	2	2	0	4	0	0	2
V43	76	137	179	38	0	28	12	0	0	20	55	1	2	12	0	10	38	10	11
V44	13	0	23	20	201	79	0	0	0	10	13	91	11	27	0	66	0	0	7
V45	3	54	0	0	0	0	44	34	9	0	0	0	3	0	32	12	9	0	0
V46	6	0	2	29	0	0	0	9	10	6	0	0	0	0	8	10	0	0	0
V47	0	27	21	5	65	24	16	1	28	5	0	18	0	42	0	0	0	0	14
V48	0	82	19	60	0	9	0	2	0	41	0	8	0	17	0	0	0	0	0
V49	170	42	4	57	21	44	28	19	12	11	12	0	20	0	22	0	0	10	0
V50	46	2	5	39	0	0	0	0	0	11	0	0	11	0	0	0	0	6	1
V51	0	31	5	19	145	141	50	21	74	2	0	49	0	25	0	3	0	0	0
V52	19	12	28	0	118	173	1	32	0	0	0	62	3	25	0	37	0	0	0
V53	101	53	4	73	145	140	34	0	17	15	0	1	0	11	0	11	0	20	0
V54	23	0	107	25	0	0	20	10	27	13	6	20	0	0	6	0	3	0	1
V55	12	29	34	195	95	82	0	0	0	80	0	48	0	0	60	0	0	0	8
V56	0	26	9	3	18	0	0	0	0	0	3	0	0	4	0	0	23	2	9
V57	33	27	13	13	0	2	28	44	0	4	20	7	17	7	6	0	0	0	0
V58	70	57	5	41	12	8	5	15	27	14	6	0	9	0	0	1	4	0	0
V59	96	174	12	11	0	10	0	0	11	11	24	9	22	0	0	5	27	50	11
V60	0	111	4	0	11	2	0	0	0	0	0	2	0	9	0	0	0	1	0
V61	2	1	45	56	21	15	0	0	0	5	4	11	5	5	0	0	0	4	10
V62	92	27	144	4	0	2	3	5	4	5	72	5	2	0	0	0	9	2	9
V63	0	17	1	48	2	0	65	4	28	10	0	1	0	2	0	2	0	12	0
V64	1	0	0	48	3	10	4	0	13	2	0	0	0	1	20	0	0	19	0
V65	33	63	0	9	0	0	4	17	0	0	0	4	10	0	0	0	6	0	0
V66	57	73	159	10	0	0	0	0	0	1	19	1	0	8	0	8	0	0	45
V67	26	144	14	4	20	11	13	0	29	0	0	9	4	2	0	0	0	0	15
V68	2	0	26	11	0	6	0	0	0	1	0	0	0	1	2	0	0	0	0
V69	14	42	86	0	5	0	19	4	0	3	1	2	5	2	0	0	8	0	8
V70	12	0	52	160	42	50	0	0	0	49	0	0	0	1	0	2	30	20	0
V71	73	46	0	40	27	65	0	0	0	36	49	33	11	12	0	36	20	0	4
V72	187	111	0	0	5	0	10	0	0	0	12	1	26	0	0	11	2	0	0
V73	4	37	0	2	50	39	84	123	0	3	12	41	1	8	21	29	9	0	5
V74	0	7	0	0	30	17	7	2	0	0	0	0	0	22	0	4	0	0	0
V75	4	39	0	1	0	0	0	0	0	1	10	6	0	0	0	0	0	3	0
V76	0	1	53	0	25	35	89	117	83	0	0	24	0	0	60	6	0	1	0
V77	107	156	3	144	13	0	0	25	27	37	5	7	15	0	0	0	0	50	0
V78	237	160	0	1	60	2	0	0	0	0	70	3	48	10	0	0	0	0	0
V79	111	63	7	31	10	10	26	10	49	10	0	0	15	0	46	0	0	0	0
V80	221	367	6	9	0	0	34	6	0	3	0	0	25	0	24	0	0	0	29
V81	34	62	22	18	24	23	15	34	74	9	0	44	0	17	11	4	6	0	0
V82	162	0	18	0	0	12	2	3	0	0	33	0	18	0	10	0	0	0	0
V83	56	1	0	11	3	6	5	31	22	4	28	4	9	1	0	0	0	0	0
V84	0	5	6	59	9	16	0	0	0	54	0	5	0	0	5	0	0	1	0
V85	30	51	2	0	101	30	0	0	0	0	7	20	3	0	25	0	2	3	9
V86	116	0	7	20	6	40	35	48	35	13	20	19	23	3	0	0	0	5	0
V87	397	107	48	9	10	4	0	14	44	5	41	0	41	0	0	10	0	0	1
V88	48	11	45	9	6	0	0	7	0	0	0	2	13	0	16	0	0	2	11
V89	1	71	21	44	0	0	25	0	0	28	2	0	5	0	0	0	0	0	5
V90	173	25	81	27	16	0	6	0	5	13	3	0	40	14	0	0	0	1	0
V91	27	30	7	24	0	2	10	12	28	12	9	8	1	4	13	0	0	9	0
V92	63	51	5	146	8	49	27	0	0	56	1	13	23	3	0	0	0	13	0
V93	1	64	8	38	2	0	0	0	4	3	0	15	0	6	0	0	10	0	0
V94	0	23	5	80	57	12	0	0	6	27	0	0	0	0	0	0	0	19	0
V95	0	143	0	0	97	98	0	0	0	0	8	12	3	23	0	11	19	0	0
V96	100	17	1	23	6	13	0	0	0	6	0	9	13	0	0	32	0	1	0
V97	0	12	150	2	9	0	0	0	0	1	1	0	0	0	0	11	34	0	15
V98	14	0	156	1	11	10	0	0	5	0	2	0	4	0	2	22	0	0	2
V99	101	48	16	5	16	14	0	4	0	0	0	2	23	0	4	3	0	8	0
V100	118	0	316	3	31	23	2	0	0	0	17	5	12	25	0	12	39	0	53
