Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	2.40E+00	0.00E+00	1.75E+00	1.27E+00	0.00E+00	2.61E+00
V2	3.44E+00	1.63E+00	0.00E+00	2.13E+00	1.32E+00	1.07E+00
V3	2.95E+00	1.66E+00	1.58E+00	8.14E-01	3.33E-01	1.43E+00
V4	1.94E+00	1.32E+00	6.71E-01	1.02E+00	7.75E-01	1.69E+00
V5	1.47E+00	1.45E+00	0.00E+00	2.43E+00	4.57E+00	2.49E+00
V6	9.80E-01	9.98E-01	1.77E+00	1.54E+00	0.00E+00	2.77E-01
V7	9.00E-01	2.73E+00	3.47E+00	1.69E+00	1.62E+00	3.47E+00
V8	2.52E+00	0.00E+00	4.58E-01	6.29E-01	2.91E+00	1.20E+00
V9	2.90E+00	2.01E+00	3.96E+00	1.45E+00	6.80E-01	1.12E+00
V10	8.19E-01	9.78E-01	2.98E-01	1.36E+00	5.39E-01	5.39E-01
V11	1.11E+00	4.23E-01	1.08E+00	1.34E+00	1.37E+00	3.65E-01
V12	7.67E-01	1.81E+00	3.06E-01	4.77E-01	5.86E-01	1.37E+00
V13	2.81E+00	1.33E+00	2.29E+00	1.30E+00	2.13E-01	3.16E+00
V14	3.20E+00	1.23E+00	2.29E+00	3.07E+00	1.90E+00	7.19E-01
V15	3.18E+00	1.01E+00	2.88E+00	4.20E+00	1.85E+00	2.06E+00
V16	1.71E+00	0.00E+00	1.55E+00	2.73E+00	1.76E+00	6.96E-01
V17	1.15E+00	0.00E+00	1.56E+00	2.07E+00	1.88E+00	1.90E+00
V18	2.83E+00	9.12E-01	2.76E+00	2.02E+00	0.00E+00	1.10E+00
V19	1.34E+00	2.64E+00	2.06E+00	1.50E+00	2.91E-01	2.07E+00
V20	2.35E+00	6.63E-01	2.02E+00	8.31E-01	1.86E+00	1.57E+00
V21	0.00E+00	1.60E+00	2.56E+00	1.22E+00	1.48E+00	1.25E+00
V22	1.18E+00	4.33E-01	1.13E+00	1.10E+00	7.33E-01	2.98E+00
V23	2.56E+00	4.32E+00	2.26E+00	1.23E+00	3.26E+00	7.18E-01
V24	7.61E-01	1.70E+00	1.23E+00	1.85E+00	1.91E+00	0.00E+00
V25	1.48E+00	3.00E+00	7.63E-01	2.30E+00	2.31E+00	2.78E+00
V26	3.01E+00	7.57E-01	1.37E+00	2.96E+00	2.03E+00	1.89E+00
V27	2.54E+00	1.16E+00	5.20E+00	1.87E+00	6.52E+00	0.00E+00
V28	5.17E-01	2.14E+00	8.03E-01	1.12E+00	4.99E-01	1.56E+00
V29	1.36E+00	1.13E+00	3.55E+00	1.31E+00	3.76E+00	3.73E-01
V30	3.49E+00	2.41E+00	6.01E-01	3.35E-01	9.07E-01	1.58E+00
V31	1.16E+00	1.48E+00	2.30E+00	1.94E+00	5.93E-01	1.76E+00
