MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
1:Ins:C:3	2.0141780012750133e-07	1.6650933503115085e-07	3.015378922555101e-07	0.0003560543629163249	2.9011923174948606e-07	4.856331834446337e-08	0.00015518263733014238	6.13452584730112e-07	4.750849517165534e-05	1.5112298683561677e-07	2.419475009673988e-07	5.416324825091579e-07	2.653323605272817e-07	0.00020593496851546434	1.1028340409779958e-07	1.6752365411321079e-06	7.370233959136385e-07	5.975475573904987e-07
1:Ins:C:4	0.00036588998045772314	0.00024220256915725714	0.00012355554576970462	0.0008145427563647445	0.00018373095404342621	0.00268546836450696	0.0009180928580462932	0.0005215112585176485	0.0003942293719291001	0.003013635885849908	0.002022655940368168	0.0009478471837951474	0.003727978539376409	0.0013970263651572167	0.011282805271457618	0.0125562137534871	0.00216124999224121	6.18799003859749e-07
1:Ins:C:5	0.009495064189184176	0.0	4.97208209708333e-05	0.006943479997198665	0.0030188048026502656	5.292787932376086e-08	0.0041430501468255445	1.31105407490395e-06	0.00605021363030005	5.4044124908614324e-08	0.012120438658243415	1.4012984643248171e-46	0.00059187481592744	0.006509178598611243	0.002485869425618148	0.22751539200544357	0.008265506294526404	0.003863593345931804
1:Ins:T:0	0.0008864147079293616	4.3283653212711215e-05	0.000658825968275778	3.589563846162491e-08	0.005192702244130487	0.0048738447017967704	0.002396767493337393	0.000548623176291585	0.0	0.01815391154959798	0.020454909363184014	0.0297554817982018	0.01303670359775424	0.004480471136048436	0.0038525534089785653	0.00394117667201499	2.0992583813495002e-07	0.014034510699571002
1:Ins:T:1	1.818017874910538e-07	0.0	0.0004766911456272283	0.0002489317712047523	0.008167499164119362	0.0016834546886457247	0.004137260523478403	0.0033154407424490274	0.0020401772111654282	0.012076183372676042	0.009962133318185806	0.02822486937352551	0.007583833239505111	0.02135122892501613	0.0052503761678863725	0.002652750857760111	3.333432141516823e-05	0.008244355861097574
1:Ins:T:2	0.0	2.2067777081247186e-07	3.924642200558992e-07	0.0019562908244552092	0.0002526965690776706	0.0004891587539532338	0.003311730407540381	0.0013530112015359918	0.001783997615126509	0.003710002917796373	0.00237818412058175	0.006257038158832984	0.00015907921767848164	2.0114021737072107e-07	0.00026856039185076954	0.0014609848149120808	0.0019332143114297652	0.00016425616340711712
1:Ins:T:3	0.001925517181672376	0.0	0.00012416481257560008	3.659211245121696e-08	1.8636814047567896e-07	0.00042290613055229187	0.0019516500864426689	0.00030950403306633233	2.9578303610833246e-07	0.0	0.0050821137991079015	0.006151947361649946	0.005034613961015566	0.0003912745687557617	0.037025525327771903	0.004007911868393421	0.00985402911901474	0.04416653212974779
1:Ins:T:4	0.007351466426348452	0.0	2.4405707677033206e-08	0.004193776423559825	0.0005032407449107268	0.0004116013646125793	0.0036881012213171973	4.609430325217545e-05	4.25590599206771e-08	1.3842032058164477e-05	9.984250937122852e-08	0.00273215863853693	0.005011183489114046	0.0016652321879519149	0.001214245389527946	0.044599091021382264	0.08377118092030286	0.00796059165149927
1:Ins:T:5	0.9381458163261414	1.377869671159715e-05	0.0035726115857869444	1.8287316834175725e-07	3.363116314379561e-45	0.01778542548418045	5.6051938572992686e-46	0.02534389597781228	0.006145387248614043	4.263294977135957e-06	0.02030918877571821	0.02715900338475876	4.014212863694411e-05	0.00899775130856142	0.6836936749517918	0.19825777858495713	0.43197927144910864	0.02225368450198058
2:Del:R:0	7.677515874320307e-05	0.0002497432571104241	0.00013047720422036945	1.0149199169973144e-07	0.0022842205478809776	0.006063221934891771	0.0018633348527146154	0.007475405000150204	0.0007727915834266242	0.01981801986694336	0.008908467335231762	0.019275885075330734	0.009749492025002837	0.0006352982018142939	0.0019965400220826267	0.004421170195564627	0.00015113959088921546	0.002088620141148567
2:Del:R:1	0.0014127531674148486	0.0	0.0	0.0005781120233223191	0.0027027646153506167	0.007855873288733762	0.0003660381382530886	0.005049308216842974	1.0336000741517637e-06	0.022878419168864638	0.003924261126667261	0.01809513035109376	0.005585653587058914	0.0004884344611213009	0.0037880083080381157	0.0368324039503932	0.001517171466093714	0.05609639436006546
2:Del:R:2	0.0003186038094554533	0.0	9.014831547915492e-08	0.0017763988043043356	8.977076783764915e-05	3.543949560480541e-08	0.0029829107301551972	8.847675053402781e-05	0.001691874435745433	0.004823418003627467	0.0	0.005725695582805201	4.6496902541548477e-07	0.0031027336148781613	0.0	0.00248850628981927	0.00015344071434810757	0.004652083292603493
2:Del:R:3	0.00017324428520453238	6.12186546788962e-08	5.2655516924460245e-08	0.0007997787869527429	1.422937352835163e-07	0.00022827611745519506	0.00010715267528951244	0.0004897757387663404	2.3740410597383744e-07	0.00022732769554920652	4.6173129106819035e-07	6.795181320740085e-07	0.00024343485294409106	8.456790587558771e-05	0.0011769339479521079	2.181593367822643e-06	0.000242932347327951	0.0013375130781810185
2:Del:R:4	2.4574707424562803e-08	1.2879131361387409e-08	0.00013569240618380718	4.021129385023414e-07	1.1822950796158693e-08	0.00041239259024763444	0.00046995082541343434	0.0009881741366598363	0.0004916565646396976	0.00011148988772902158	0.00034683359401697087	0.005323446545315846	0.00025643952927225657	0.00013513041094768142	0.0033915553241968153	0.00016284496213074816	0.0019713856713906353	4.51389968247895e-07
2:Del:R:5	1.9741650767457485e-07	2.0583859026146455e-07	1.5779973381313538e-07	3.8170052789610055e-07	2.715736009406555e-07	0.0006525055027374549	2.890687575529682e-07	1.824438315622956e-06	8.42745212992213e-07	0.00031104898776739275	4.3408874859096615e-07	3.278642282111832e-07	2.6035252318479254e-07	1.7319475524857354e-07	0.0004059581000963597	9.226142594798147e-07	4.67078504584606e-07	2.86865929126634e-06
3:Del:R:0	2.2951438540985692e-05	7.89690064266324e-05	0.0007449131353695293	0.00015010250952514071	2.014339997913339e-07	0.008011573645080716	4.358192524023252e-06	0.019358922065953264	0.0006218527251121486	0.010011807632827186	0.0009369356858769607	0.002272080257534981	0.0024494100362062454	0.0031694512667883147	0.008698085468495265	0.002884344945891826	0.013329569542406716	2.0461357053136453e-07
