NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	45.143	16.098	10.324	9.296	0.084	0.993	40000.0
2	43.54	15.845	10.101	9.256	0.088	0.994	100000.0
3	44.24	15.73	10.31	9.215	0.083	0.994	40000.0
4	45.941	16.841	10.774	9.943	0.087	0.992	60000.0
5	45.802	16.502	10.737	9.536	0.086	0.994	40000.0
6	44.956	16.407	10.713	9.816	0.087	0.993	40000.0
7	42.665	15.765	10.457	9.835	0.086	0.99	60000.0
8	47.311	17.26	11.568	10.454	0.086	0.992	70000.0
9	44.962	16.134	10.464	9.32	0.087	0.993	50000.0
10	49.117	17.839	12.288	10.805	0.088	0.992	60000.0
