NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	140.746	52.726	49.5	42.231	0.285	0.883	40000.0
2	121.527	47.48	36.538	37.441	0.287	0.901	30000.0
3	118.559	45.934	33.962	34.439	0.277	0.909	50000.0
4	120.149	46.447	34.223	34.583	0.281	0.909	50000.0
5	115.831	45.676	33.398	34.595	0.276	0.906	30000.0
6	126.891	48.034	40.665	38.437	0.278	0.896	30000.0
7	118.459	46.514	34.299	35.163	0.285	0.905	30000.0
8	120.648	47.161	35.459	36.475	0.287	0.901	30000.0
9	117.505	46.007	33.568	34.561	0.278	0.91	50000.0
10	119.598	46.585	33.179	34.297	0.283	0.909	40000.0
