MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S
1:Del:C:0	1.79E-04	1.40E-46	2.35E-03	1.20E-02	5.09E-02	3.70E-02	1.55E-02	6.04E-04	1.40E-02	1.64E-02	1.00E-02	5.62E-02	6.79E-03	1.88E-02	4.77E-02	2.59E-02	1.78E-02	3.54E-02	1.36E-02
1:Del:C:1	1.37E-04	8.59E-08	0.00E+00	2.19E-04	2.19E-02	1.78E-02	7.11E-03	8.95E-03	5.25E-03	8.34E-03	1.90E-03	1.95E-02	3.12E-03	1.46E-02	1.95E-02	1.42E-07	1.40E-02	4.22E-03	3.52E-03
1:Del:C:2	2.16E-05	0.00E+00	8.44E-05	8.08E-08	2.75E-03	2.07E-03	6.62E-08	1.35E-03	4.46E-03	4.87E-07	5.47E-04	2.34E-03	8.36E-07	1.53E-03	3.54E-03	1.36E-03	1.74E-03	2.40E-03	1.46E-03
1:Del:C:3	0.00E+00	1.29E-04	4.24E-04	0.00E+00	2.44E-03	2.04E-03	3.04E-03	3.18E-03	3.99E-03	9.99E-03	3.68E-03	8.49E-03	2.79E-03	1.63E-02	4.22E-03	2.07E-02	1.73E-03	5.19E-03	4.11E-03
1:Del:C:4	0.00E+00	9.13E-05	4.93E-07	7.35E-04	3.57E-03	2.03E-03	4.50E-05	0.00E+00	3.28E-07	4.06E-03	2.80E-46	9.71E-03	8.74E-03	1.54E-02	3.32E-03	3.48E-03	1.40E-03	5.82E-04	4.35E-03
1:Del:C:5	3.00E-08	1.49E-04	1.67E-03	1.08E-07	5.71E-04	1.14E-03	1.71E-03	1.47E-07	7.82E-04	1.29E-07	7.55E-04	1.86E-03	3.72E-06	3.46E-02	1.97E-03	2.97E-02	3.01E-06	5.78E-03	3.56E-02
1:Del:T:0	5.52E-05	2.74E-07	1.34E-03	7.71E-03	1.51E-02	3.74E-02	1.22E-02	1.11E-02	1.10E-02	8.84E-03	1.34E-02	1.86E-02	4.93E-03	3.83E-02	6.96E-03	8.79E-03	2.75E-03	1.06E-03	2.32E-02
1:Del:T:1	3.85E-09	6.35E-05	0.00E+00	3.31E-04	2.61E-02	9.04E-03	3.40E-03	2.49E-03	4.66E-03	1.41E-02	0.00E+00	9.64E-03	4.33E-03	1.75E-02	4.34E-03	1.53E-03	4.20E-03	1.10E-03	1.98E-03
1:Del:T:2	6.69E-09	0.00E+00	2.51E-04	5.27E-08	4.08E-02	2.00E-02	2.08E-03	3.38E-03	7.74E-03	4.48E-03	2.15E-02	1.17E-02	9.10E-03	5.71E-02	2.52E-03	2.30E-02	2.48E-03	1.87E-04	6.86E-03
1:Del:T:3	3.62E-04	2.80E-04	1.60E-03	2.74E-03	1.62E-02	2.19E-02	3.38E-03	3.90E-03	5.88E-03	3.00E-03	1.83E-02	2.46E-02	1.24E-02	4.76E-02	1.49E-02	1.02E-02	5.58E-03	8.81E-03	2.67E-02
