Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	58	3	17	0	16	28	128	0	3	8	0	0
V2	19	4	9	10	0	4	5	0	2	1	0	14
V3	3	11	54	7	8	3	2	12	7	19	12	10
V4	0	18	1	70	70	148	0	19	19	0	41	0
V5	153	55	0	52	66	5	0	39	45	2	55	0
V6	98	0	27	0	6	10	7	19	0	11	13	4
V7	49	0	359	29	6	20	42	8	1	66	4	66
V8	15	40	118	11	7	22	41	9	12	18	0	48
V9	206	42	11	23	94	32	53	82	0	6	8	0
V10	0	14	23	15	15	25	27	2	16	8	17	57
V11	59	0	48	0	0	12	9	9	4	36	1	0
V12	1	65	21	41	0	47	29	0	21	8	0	79
V13	7	10	12	53	5	10	82	0	24	4	0	0
V14	21	2	4	152	39	21	17	0	82	0	111	0
V15	112	0	27	1	3	0	0	9	0	15	7	5
V16	204	1	0	3	26	0	0	25	0	0	39	0
V17	0	0	57	0	41	0	0	27	0	33	0	0
V18	0	13	57	4	103	8	4	0	0	45	0	0
V19	5	4	66	3	27	18	32	28	2	4	0	0
V20	0	16	29	265	47	1	0	73	0	7	0	0
V21	41	183	12	34	0	8	9	0	46	0	30	3
V22	1	63	0	4	0	0	6	0	3	1	5	0
V23	183	141	1	33	16	20	38	6	8	0	0	0
V24	23	9	42	21	1	55	39	9	0	4	0	45
V25	23	0	101	1	2	0	0	0	0	11	0	0
V26	261	8	8	75	12	15	27	29	8	3	37	0
V27	9	0	46	0	48	0	0	35	0	31	0	0
V28	13	88	122	58	96	0	0	0	18	91	0	0
V29	5	9	0	1	9	0	0	1	0	0	1	2
V30	0	58	8	1	107	0	0	66	0	3	0	0
V31	23	3	0	90	9	11	17	10	69	6	46	0
V32	27	0	17	0	4	0	0	11	1	32	0	0
V33	2	87	16	11	0	14	13	0	1	13	4	0
V34	10	0	94	3	11	11	39	22	0	20	7	7
V35	10	7	55	0	12	3	0	3	0	20	0	6
V36	0	0	19	6	41	22	1	98	0	45	0	0
V37	0	80	9	2	56	12	0	69	0	3	0	0
V38	0	8	19	20	31	0	3	7	6	2	5	0
V39	26	111	51	12	15	0	0	2	0	11	7	0
V40	8	0	9	8	2	175	58	21	14	7	0	6
V41	2	28	24	49	3	24	0	0	41	2	10	0
V42	220	0	92	0	89	27	17	60	0	20	6	50
V43	16	59	5	5	59	0	0	0	2	2	7	6
V44	16	163	4	34	19	2	0	1	12	4	0	0
V45	25	0	8	1	8	13	31	13	0	8	0	0
V46	3	67	33	28	9	4	0	0	3	5	0	7
V47	4	3	12	9	1	6	0	0	11	12	0	10
V48	0	44	0	49	9	32	75	29	33	7	30	40
V49	0	13	105	0	28	0	0	8	3	41	5	0
V50	1	0	134	18	13	0	0	0	2	20	5	0
V51	1	29	84	5	0	20	26	4	0	15	9	0
V52	15	123	5	5	21	3	21	11	10	0	15	0
V53	193	3	10	3	39	6	0	6	13	0	1	0
V54	4	257	32	0	30	47	10	32	15	0	14	1
V55	18	26	15	10	0	2	0	0	2	4	2	18
V56	17	50	13	15	0	41	2	16	16	8	9	23
V57	0	110	0	7	39	21	58	1	3	1	3	5
V58	29	11	4	14	6	105	72	0	0	3	0	0
V59	0	5	0	7	12	5	69	20	47	4	0	0
V60	0	54	0	10	0	0	0	2	3	5	0	1
V61	0	35	196	21	43	17	4	31	34	30	25	0
V62	0	148	71	0	4	3	32	8	41	42	0	18
V63	150	0	119	27	0	58	25	5	44	59	19	2
V64	20	26	1	0	2	31	3	3	2	0	0	16
V65	6	2	94	45	0	4	0	0	25	22	34	0
V66	1	0	78	4	2	21	5	14	3	19	0	0
V67	5	0	5	3	3	0	2	0	0	4	2	0
V68	130	225	33	0	3	19	27	0	0	6	0	53
V69	36	5	0	19	51	5	25	34	8	1	22	0
V70	0	5	94	0	10	0	0	0	2	32	0	0
V71	0	1	93	3	147	2	0	17	0	74	0	0
V72	72	1	19	2	12	13	19	3	6	2	17	24
V73	0	19	18	0	64	0	0	52	0	2	0	0
V74	0	0	15	53	36	19	4	34	42	0	0	0
V75	48	34	7	142	3	1	0	0	66	3	0	0
V76	169	125	2	12	0	0	10	0	0	2	28	21
V77	71	2	8	0	8	1	1	10	0	1	0	0
V78	0	7	3	41	29	71	47	43	0	0	14	0
V79	8	20	37	0	88	2	0	0	0	27	0	0
V80	151	0	59	21	16	62	27	32	42	12	3	15
V81	4	34	0	114	9	0	0	0	93	6	51	0
V82	17	8	0	0	0	7	21	1	0	3	16	18
V83	786	311	0	32	58	101	51	27	45	0	0	48
V84	34	0	1	3	23	3	0	4	2	0	7	12
V85	32	5	31	22	0	0	0	0	13	12	9	0
V86	37	9	89	1	1	57	9	5	0	26	0	0
V87	10	25	0	152	38	1	0	17	24	3	4	0
V88	20	21	90	88	111	11	3	30	51	23	0	0
V89	0	135	6	90	24	3	4	17	0	5	46	0
V90	224	3	94	62	16	94	87	60	85	37	0	0
V91	14	0	0	30	103	36	55	23	6	2	5	10
V92	128	6	31	54	5	0	0	3	28	5	0	0
V93	0	27	14	17	7	25	86	15	18	8	21	11
V94	81	43	31	22	4	59	37	1	11	31	18	0
V95	10	78	1	19	0	13	6	0	40	0	46	9
V96	233	0	13	7	6	32	79	15	7	6	3	17
V97	81	16	11	2	23	0	8	0	3	0	0	0
V98	82	98	47	67	0	0	0	0	0	9	19	30
V99	13	90	28	22	6	42	120	0	0	16	69	0
V100	0	6	6	2	26	11	5	11	0	0	0	0
