Sample Names	MutationType	ID1	ID2	ID8	ID9	ID19	ID83F
V1	1:Del:C:0	0.00033856869016332094	0.025537945626589682	0.34939110453363376	0.0	0.6135797204890464	0.011152660660566926
V1	1:Del:C:1	0.00428419864125354	0.00030600508960852886	0.5487616387126015	0.0	0.44532526068781075	0.0013228968687256488
V1	1:Del:C:2	1.3958225119210176e-16	0.00032787069577600936	0.581860186709923	0.0	0.4178085493965456	3.393197755301133e-06
V1	1:Del:C:3	0.028985191128667973	0.09390478486017999	0.34012074249491275	0.0	0.5342365984930918	0.002752683023147389
V1	1:Del:C:4	0.011823153969618954	0.16148111554386405	0.08850878379407037	0.0	0.7362859786213446	0.0019009680711021303
V1	1:Del:C:5	0.06954208697899397	0.7539706264050899	0.07982222042238332	0.0	0.03715547597282751	0.05950959022070528
V1	1:Del:T:0	0.004494662953896603	0.06773123862551247	0.4861547612655804	0.0	0.34043209886153125	0.10118723829347927
V1	1:Del:T:1	4.8174751938856216e-17	1.4372376900187464e-16	0.6302226537693613	0.0	0.35942143867908044	0.01035590755155805
V1	1:Del:T:2	0.00901441600793794	0.16933364263273934	0.35859919994457623	0.0	0.45060554470918646	0.012447196705560036
V1	1:Del:T:3	0.010200277855031857	0.2247528708532996	0.18084314553261996	0.0	0.5389598977272199	0.04524380803182878
V1	1:Del:T:4	0.017837608616017447	0.48964351453090377	0.02193460362770231	0.0	0.45700468601401073	0.01357958721136571
V1	1:Del:T:5	1.5830388332378025e-18	0.9740916523203572	0.021042727684062425	0.0	0.004863673306432864	1.9466891473867176e-06
V1	1:Ins:C:0	3.3535925763976805e-17	1.0005053381246856e-16	0.1160280200422056	0.0	0.8839699138808669	2.0660769273856086e-06
V1	1:Ins:C:1	1.7711863658457443e-17	0.0030370495158043498	0.04808610529227954	0.0	0.947424729453536	0.0014521157383802132
V1	1:Ins:C:2	3.721802559679022e-17	0.0007364896303896553	0.0711318872465542	0.0	0.9281302357721005	1.3873509556484606e-06
V1	1:Ins:C:3	0.02056002192160102	0.026128793583417808	0.01173209955811266	0.0	0.9357788709742857	0.005800213962583008
V1	1:Ins:C:4	0.02562092813829851	0.10445694839863899	0.032944079567957224	0.0	0.7905000843815588	0.0464779595135464
V1	1:Ins:C:5	0.12120730824112748	0.1124636929239073	0.010116431406433505	0.0	0.7474869842796982	0.008725583148833566
V1	1:Ins:T:0	0.018382198839015682	0.026733431035805867	0.1503199661034116	0.0	0.7799893765939611	0.024575027427805787
V1	1:Ins:T:1	0.0002353787628656576	5.767655789822255e-17	0.11780801700184436	0.0	0.8789045717140554	0.0030520325212344337
V1	1:Ins:T:2	0.002765049496464704	0.02319081055201886	0.08491314409850458	0.0	0.8880830469795723	0.0010479488734394804
V1	1:Ins:T:3	0.08604985504360937	0.05489966868675049	0.09134684188377326	0.0	0.7379338854306191	0.02976974895524768
V1	1:Ins:T:4	0.21795374758503766	0.11413589350760898	0.04461398745665976	0.0	0.4699846757291438	0.15331169572154976
V1	1:Ins:T:5	0.8568328983126468	0.0075319407288238546	0.08033067028756372	0.0	0.055303689544939943	8.011260256471654e-07
V1	2:Del:R:0	0.013373567811693892	0.007983104520927767	0.7081983681249905	0.0	0.24878807495599262	0.021656884586395295
V1	2:Del:R:1	0.009509981852975342	0.06955101233178036	0.3328658462719229	0.0	0.06314553158147158	0.5249276279618499
V1	2:Del:R:2	0.01440720118594697	0.1409161348109498	0.06717100041504478	0.0	0.7775054615288153	2.0205924316494993e-07
