Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	0	7	0	7	39	0	0	50	0	60	1	2	0	0
V2	31	11	3	20	7	7	148	35	9	26	2	0	25	0
V3	0	45	0	9	75	0	0	29	43	0	3	22	6	0
V4	70	39	34	137	2	9	5	0	0	0	29	15	29	0
V5	210	2	110	16	0	48	0	0	4	0	3	53	0	0
V6	0	4	30	2	97	0	0	96	0	1	4	21	0	0
V7	9	111	17	1	0	5	0	0	3	0	0	38	0	0
V8	6	4	5	31	14	0	33	56	69	21	13	0	7	0
V9	53	1	6	23	52	26	27	6	0	9	12	0	0	0
V10	11	18	18	0	28	6	0	0	45	52	0	6	48	0
V11	22	10	10	140	0	30	1	0	0	0	44	18	0	0
V12	0	25	2	47	22	11	23	0	79	0	19	0	29	0
V13	80	34	69	62	0	104	227	0	8	1	46	24	0	0
V14	0	26	99	1	12	0	21	8	14	38	2	0	0	0
V15	4	5	1	5	0	0	81	12	33	0	0	0	0	0
V16	7	0	0	42	15	0	0	3	0	0	26	0	8	0
V17	1	0	59	16	9	3	15	26	0	0	0	0	0	0
V18	1	19	0	46	78	12	0	66	0	0	15	16	5	0
V19	7	13	39	1	0	0	0	0	0	0	1	5	0	0
V20	55	114	4	0	0	37	7	0	23	0	0	0	0	0
V21	31	18	1	8	0	13	18	0	93	1	7	1	17	4
V22	500	0	5	0	0	142	0	0	8	0	0	0	0	0
V23	183	0	4	113	3	85	0	0	1	0	31	0	0	0
V24	9	0	0	0	0	26	3	0	16	2	0	0	0	1
V25	0	7	5	17	53	0	0	35	64	0	3	0	13	0
V26	367	0	1	22	0	60	31	0	0	0	18	0	0	0
V27	0	8	22	0	9	0	68	25	45	0	0	0	3	14
V28	73	82	0	25	0	31	0	27	0	0	6	27	0	5
V29	60	86	20	0	0	46	0	6	0	11	3	0	0	15
V30	14	99	24	1	26	0	71	0	80	30	2	0	0	12
V31	1	3	2	0	0	0	0	6	54	0	0	0	4	0
V32	0	69	57	0	99	0	75	69	39	59	0	0	17	0
V33	34	21	3	5	0	26	25	5	0	0	0	0	0	2
V34	0	421	0	41	24	0	0	3	1	0	11	3	6	4
V35	30	1	34	10	9	6	0	0	0	0	14	0	3	0
V36	28	53	0	20	35	4	0	33	30	0	8	25	8	6
V37	15	1	0	2	0	0	0	8	0	0	12	0	9	0
V38	15	13	18	6	0	11	3	0	2	0	3	13	0	0
V39	39	3	8	55	12	0	127	0	0	0	15	0	24	0
V40	5	5	82	38	0	9	8	0	27	0	9	3	39	0
V41	2	25	14	6	0	0	13	0	0	1	0	4	0	0
V42	5	2	83	24	6	2	0	11	0	0	9	10	0	0
V43	74	150	169	35	0	68	12	25	0	1	17	51	0	27
V44	40	0	3	19	179	8	0	77	5	171	4	55	0	0
V45	6	62	0	0	7	1	81	3	6	0	0	2	32	0
V46	8	0	0	30	0	0	0	0	14	0	6	7	15	0
V47	0	27	23	5	17	0	26	80	15	56	4	11	0	2
V48	0	84	22	55	0	0	0	25	2	1	46	0	0	3
V49	162	39	6	55	43	63	32	16	13	0	13	0	30	0
V50	47	3	7	40	0	11	0	0	0	0	13	0	0	0
V51	0	29	7	19	182	0	62	123	67	69	1	4	2	0
V52	33	11	28	0	183	0	0	124	36	85	0	5	5	0
V53	95	49	0	77	167	11	38	125	0	22	14	18	9	0
V54	15	0	115	22	0	9	25	0	9	12	15	0	33	6
V55	18	28	45	190	158	0	18	46	11	36	89	0	4	0
V56	0	41	11	3	11	2	0	11	0	3	0	5	0	10
V57	32	22	15	9	0	39	31	3	50	0	5	0	0	15
V58	57	57	0	37	2	33	0	0	21	11	13	13	30	0
V59	93	193	0	24	6	66	0	0	13	14	14	38	0	12
V60	0	112	5	0	3	0	0	17	0	3	0	0	0	0
V61	0	0	53	57	11	10	0	16	1	25	5	0	0	6
V62	88	28	144	0	0	84	0	0	15	0	3	15	0	8
V63	0	18	4	54	4	0	94	4	0	0	13	1	0	0
V64	0	0	0	59	12	0	6	9	10	0	5	0	20	0
V65	34	68	0	9	0	11	3	0	20	1	0	0	0	0
V66	58	60	179	8	0	22	0	0	0	0	0	7	0	47
V67	10	141	21	2	11	18	3	13	0	14	0	0	45	13
V68	2	0	28	11	2	0	0	5	0	0	1	0	0	0
V69	13	42	92	0	4	5	22	0	0	0	3	0	0	18
V70	8	16	32	162	46	1	0	37	0	14	47	55	0	0
V71	89	49	0	30	45	63	0	43	1	59	39	9	0	25
V72	191	112	0	0	0	53	7	0	0	0	0	2	0	0
V73	22	37	0	1	66	0	136	25	95	60	2	10	0	14
V74	2	7	0	0	16	0	9	54	0	0	0	1	0	0
V75	3	35	0	1	1	11	0	0	0	0	2	0	0	11
V76	0	0	59	0	77	0	138	15	147	0	0	0	58	0
V77	102	165	5	161	7	38	0	0	51	0	45	5	10	0
V78	224	159	0	0	6	154	0	21	0	27	0	0	0	0
V79	94	63	9	26	19	44	18	0	32	0	11	0	72	0
V80	226	371	18	6	0	35	48	0	0	0	3	0	0	17
V81	19	66	24	16	35	3	0	19	64	47	11	0	85	8
V82	158	0	19	0	2	68	0	0	11	0	0	0	0	0
V83	55	0	0	7	0	47	0	5	63	0	4	0	0	0
V84	0	4	9	52	25	0	0	7	0	1	61	0	1	0
V85	26	52	0	0	123	16	2	2	4	36	0	11	11	0
V86	113	0	10	16	29	56	36	24	79	8	15	0	4	0
V87	389	105	42	0	0	122	0	0	48	0	3	19	3	0
V88	53	9	53	10	8	12	0	0	16	0	0	0	0	9
V89	0	75	26	40	0	6	23	0	0	0	32	0	0	0
V90	166	24	75	20	0	71	1	9	3	0	11	24	0	0
V91	18	31	8	25	0	21	2	0	29	10	14	0	35	3
V92	56	52	6	145	32	38	23	28	0	6	63	9	0	0
V93	0	72	10	39	0	0	0	0	1	16	3	0	3	7
V94	0	24	8	86	48	0	0	25	7	0	31	0	0	0
V95	1	149	0	0	98	12	0	90	0	63	0	1	0	0
V96	125	19	0	23	13	4	0	4	1	19	6	7	0	0
V97	2	31	142	1	4	0	0	0	0	5	0	45	0	5
V98	22	1	152	0	16	3	0	5	6	0	0	24	0	0
V99	98	49	11	5	16	33	0	6	5	8	0	13	0	0
V100	114	0	327	0	6	37	0	43	0	18	0	42	0	69
