NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.837	22.843	15.355	13.675	0.121	0.987	40000.0
2	64.117	23.21	15.567	14.308	0.127	0.985	30000.0
3	63.93	22.8	15.351	14.056	0.127	0.986	20000.0
4	61.382	22.199	14.956	13.651	0.121	0.987	40000.0
5	62.651	22.263	15.009	13.497	0.125	0.987	40000.0
6	62.574	22.497	15.124	13.741	0.122	0.987	50000.0
7	60.082	22.078	14.377	13.47	0.12	0.987	30000.0
8	62.073	21.893	14.66	12.982	0.12	0.989	50000.0
9	61.889	22.424	14.703	13.459	0.119	0.988	40000.0
10	62.494	22.097	14.88	13.362	0.123	0.987	40000.0
