Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	23	20	0	0	2	0	0	0	8	5	0	8	13	0	0
V2	0	0	0	121	4	5	20	0	118	18	18	9	13	0	9
V3	22	14	0	3	0	0	23	0	17	28	19	14	0	0	1
V4	41	5	0	5	31	1	20	7	2	3	6	0	0	0	0
V5	14	0	100	167	0	0	9	0	32	6	14	3	10	0	12
V6	0	194	27	59	8	40	0	0	26	1	24	0	51	7	1
V7	49	8	42	0	6	4	0	13	13	0	0	11	0	0	11
V8	45	1	1	0	3	8	2	8	0	0	5	4	0	0	0
V9	27	39	3	70	19	0	0	0	47	19	0	0	0	7	9
V10	165	0	14	14	20	6	1	39	11	11	0	25	0	16	0
V11	0	1	51	57	0	87	19	0	10	14	19	3	0	0	1
V12	213	8	0	27	0	22	4	65	19	0	14	0	0	0	0
V13	30	23	12	0	108	12	11	10	0	0	15	22	0	0	5
V14	47	20	3	0	8	155	1	43	2	0	0	0	0	1	0
V15	77	3	0	0	38	41	92	53	5	0	4	21	0	0	5
V16	11	50	107	4	0	2	61	0	18	29	0	18	0	2	0
V17	0	26	93	0	77	101	0	3	0	2	0	1	13	7	0
V18	99	28	91	26	0	0	0	33	7	0	0	12	0	12	0
V19	11	9	0	15	16	13	40	0	13	63	0	26	0	4	0
V20	5	115	47	0	13	67	45	0	3	11	28	3	12	45	0
V21	47	55	80	38	89	78	134	23	23	75	99	16	0	0	0
V22	0	31	0	72	3	0	0	7	6	1	0	0	0	1	0
V23	84	12	89	0	12	0	27	14	2	0	0	19	0	16	0
V24	0	0	6	150	0	0	16	3	112	2	10	4	23	0	0
V25	46	6	7	28	1	0	5	28	14	25	0	2	0	0	0
V26	0	3	48	21	18	25	0	0	17	0	0	0	4	1	5
V27	49	11	40	84	0	0	17	10	109	15	1	26	0	6	0
V28	0	34	0	26	2	15	49	0	24	68	0	38	0	0	19
V29	90	15	42	0	0	18	0	16	0	0	0	9	8	0	0
V30	180	47	78	35	3	0	0	41	12	9	9	16	17	0	4
V31	78	64	0	0	42	0	0	48	0	2	0	3	6	0	0
V32	143	339	5	0	0	258	0	27	0	8	0	0	0	12	11
V33	1	14	41	17	52	0	0	0	12	0	0	5	0	0	0
V34	337	17	0	26	0	0	0	145	3	0	22	0	13	0	0
V35	174	0	45	24	13	0	0	45	4	0	0	2	0	0	0
V36	0	112	0	0	11	6	0	0	0	29	0	9	0	24	0
V37	68	14	0	32	5	0	127	23	5	24	0	0	0	5	0
V38	34	14	0	49	63	2	3	6	10	2	11	0	0	0	2
V39	48	0	57	0	132	0	2	5	3	3	34	0	0	0	0
