NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.916	21.035	12.286	12.815	0.118	0.989	40000.0
2	49.178	21.422	12.048	12.941	0.122	0.989	40000.0
3	48.487	20.958	11.94	12.514	0.118	0.99	30000.0
4	48.518	21.285	12.092	12.991	0.121	0.988	20000.0
5	47.846	20.78	11.972	12.71	0.115	0.988	30000.0
6	48.336	21.061	11.832	12.495	0.12	0.989	70000.0
7	47.524	20.913	11.421	12.198	0.119	0.99	20000.0
8	50.089	22.151	12.555	13.723	0.127	0.986	30000.0
9	47.491	20.131	11.333	11.467	0.117	0.992	40000.0
10	49.508	21.515	12.082	12.854	0.123	0.989	40000.0
