Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	0	29	10	64	0	80	0	0	0	0	0	24	9	5	21	0	0
V2	22	0	42	7	45	21	14	13	7	7	0	0	2	16	3	0	1
V3	24	20	4	16	13	39	0	0	0	0	0	3	44	37	0	0	0
V4	27	9	0	33	19	26	0	0	0	0	0	0	11	0	0	8	22
V5	11	0	64	37	0	10	32	0	12	14	11	0	4	0	4	0	6
V6	2	53	56	1	0	3	0	0	0	0	9	7	6	1	2	0	0
V7	73	107	26	65	0	0	0	0	10	0	35	0	6	0	0	7	11
V8	0	0	2	12	3	46	6	2	34	8	0	3	43	0	24	0	0
V9	40	148	42	0	74	41	0	15	0	0	0	62	19	19	44	0	0
V10	3	0	40	4	0	4	4	0	0	4	2	0	0	0	0	12	0
V11	0	15	17	0	8	0	6	0	25	12	2	0	0	0	0	0	4
V12	57	0	1	13	0	0	2	22	0	4	1	0	0	4	7	0	0
V13	0	58	9	106	30	50	0	0	0	0	32	0	48	44	0	0	19
V14	68	37	151	7	17	15	25	0	0	0	30	0	35	16	4	0	0
V15	0	29	148	25	28	41	0	92	17	10	0	0	18	0	23	0	0
V16	0	23	72	4	4	6	24	0	0	4	0	0	2	0	0	0	0
V17	0	74	120	105	2	1	7	0	0	29	0	0	3	1	0	32	9
V18	0	77	31	5	35	12	0	0	0	0	13	0	23	0	0	0	1
V19	65	34	10	53	4	0	0	12	0	0	0	10	0	23	0	0	7
V20	1	66	2	21	23	35	0	0	10	27	1	0	0	22	10	16	0
V21	18	269	7	30	0	0	10	7	1	13	0	0	0	0	0	0	8
V22	2	11	11	130	0	9	4	0	0	0	1	0	7	2	0	0	0
V23	151	38	6	3	0	21	35	5	55	77	41	0	15	53	0	0	0
V24	17	11	84	0	0	0	29	20	15	5	0	4	0	6	0	0	0
V25	163	15	29	74	0	13	3	49	49	8	49	0	11	13	0	0	10
V26	0	16	51	71	31	25	32	0	12	0	1	0	15	0	0	33	8
V27	0	205	13	0	76	32	48	0	91	39	4	72	0	5	0	0	0
V28	26	2	50	36	0	0	1	0	0	0	28	0	1	0	0	17	11
V29	0	139	17	0	0	20	94	0	29	71	11	0	9	5	0	0	2
V30	43	4	0	11	130	47	0	17	1	2	50	0	0	0	31	0	0
V31	14	31	26	66	2	2	0	0	0	0	0	52	5	9	1	0	13
V32	93	4	3	43	0	9	80	45	0	60	0	0	8	0	0	0	0
V33	44	31	28	71	0	11	10	0	48	0	31	0	50	0	1	4	25
V34	68	3	26	6	0	0	0	0	3	0	34	0	6	3	0	0	4
V35	0	0	109	4	88	27	0	22	21	0	34	34	0	0	23	15	0
V36	11	7	0	22	0	0	21	0	0	3	0	0	0	0	0	3	23
V37	11	1	41	2	0	0	2	0	0	0	0	0	38	11	4	0	0
V38	147	106	7	24	0	0	0	46	0	0	0	35	0	2	0	0	0
V39	76	38	39	0	28	8	25	22	29	2	14	0	0	0	0	10	0
V40	0	0	6	7	245	128	5	0	3	0	7	0	26	51	3	0	0
V41	19	93	0	207	0	3	42	0	0	0	0	0	5	0	0	8	51
V42	0	0	6	272	0	0	9	0	15	0	0	0	0	0	0	27	33
V43	0	30	83	65	55	99	0	13	0	0	0	11	2	34	49	6	0
V44	69	12	33	0	22	30	73	0	29	33	53	0	44	16	0	0	1
V45	85	54	5	1	105	114	0	79	17	44	0	25	27	43	36	6	0
V46	0	48	10	82	131	112	5	0	0	1	4	0	0	28	18	3	0
V47	11	38	16	19	22	4	2	2	0	15	3	11	6	0	15	0	0
V48	45	51	10	93	136	65	0	0	1	0	69	0	0	21	4	0	13
V49	0	10	60	16	0	8	0	0	0	0	0	2	0	14	0	5	0
V50	26	1	9	7	12	7	94	0	14	60	17	0	7	0	0	0	0
V51	108	0	106	2	0	4	28	53	44	0	20	2	0	0	11	0	0
V52	0	9	20	214	7	41	119	0	35	0	0	0	0	5	0	68	24
V53	32	58	102	211	0	46	0	0	13	0	0	102	20	16	0	109	3
V54	3	2	0	79	0	4	36	0	17	0	0	2	0	8	5	1	8
V55	47	0	2	0	15	0	18	0	9	0	5	0	0	0	3	0	0
V56	0	165	45	7	2	13	17	0	16	26	31	12	0	0	1	0	0
V57	0	1	0	11	23	29	5	7	0	0	0	0	0	0	0	11	36
V58	238	104	74	8	52	33	108	66	44	77	6	54	0	5	0	7	0
V59	46	17	1	31	0	0	0	3	0	2	2	1	0	0	0	0	0
V60	10	39	66	0	51	5	19	47	7	0	0	0	11	6	19	3	0
V61	48	12	34	4	0	0	2	32	0	0	0	0	0	2	0	0	0
V62	68	53	1	29	0	18	20	0	5	0	20	0	32	27	0	0	0
V63	11	34	9	15	0	3	9	0	20	14	0	0	6	6	0	0	0
V64	217	30	23	0	0	0	44	19	0	80	0	0	0	4	0	0	8
V65	1	3	0	13	0	3	0	0	6	0	0	0	1	0	0	0	3
V66	9	6	36	0	0	0	32	14	7	0	12	7	20	7	9	0	0
V67	8	24	0	0	0	0	13	11	6	1	0	3	0	0	0	0	0
V68	320	0	16	4	242	98	18	73	10	0	25	8	0	0	61	0	0
V69	0	0	321	13	0	5	24	0	16	38	0	6	0	8	13	24	0
V70	106	77	13	1	57	57	54	2	19	67	0	0	9	18	0	0	0
V71	20	53	0	12	80	41	78	14	56	40	0	0	21	27	33	7	0
V72	107	86	2	0	0	1	20	0	12	23	19	54	0	0	0	0	0
V73	0	116	0	0	0	15	0	0	0	0	0	30	2	3	0	0	0
V74	21	20	188	44	0	1	20	0	9	28	5	0	0	0	0	0	0
V75	14	0	9	28	9	7	0	0	0	0	0	0	6	5	0	0	0
V76	0	54	71	3	30	8	1	0	0	10	0	17	15	19	3	3	0
V77	0	162	7	45	53	74	142	20	46	66	0	0	9	3	34	0	1
V78	4	95	63	0	0	3	5	0	9	0	0	30	14	2	0	0	0
V79	7	76	0	10	0	3	0	4	0	0	0	0	0	0	0	2	0
V80	0	44	8	19	120	59	0	6	0	0	0	44	0	5	23	0	0
V81	13	0	89	0	16	7	44	13	100	33	0	0	14	0	3	0	0
V82	125	6	1	3	2	0	0	5	0	0	47	0	0	5	9	0	0
V83	4	40	76	9	31	44	2	9	0	0	41	0	1	6	8	0	0
V84	52	0	25	98	5	0	6	0	0	20	19	0	9	0	0	0	0
V85	182	33	86	11	103	66	2	23	0	0	75	28	6	24	47	30	0
V86	64	3	0	215	16	5	6	0	0	0	24	0	1	0	4	0	56
V87	26	17	4	14	0	2	6	12	0	0	0	0	0	0	0	0	0
V88	26	18	33	0	0	0	14	20	0	0	1	0	0	6	2	0	7
V89	43	0	34	2	81	63	0	45	0	0	0	0	105	15	46	0	0
V90	25	20	6	57	97	108	42	56	0	0	0	59	16	0	28	8	0
V91	0	49	39	7	6	0	0	15	0	1	50	29	0	0	1	0	11
V92	114	12	5	3	0	11	15	8	0	46	1	0	19	4	2	0	12
V93	46	7	80	0	0	0	5	38	15	2	10	6	0	0	0	16	0
V94	104	20	39	35	63	30	98	46	14	16	0	0	0	0	2	73	2
V95	77	32	125	111	18	7	0	9	0	0	64	9	8	16	6	60	0
V96	0	50	0	63	5	42	0	0	4	0	8	27	1	0	19	0	0
V97	41	43	12	6	0	0	69	13	59	2	11	25	8	0	0	0	0
V98	208	11	0	3	29	39	14	59	14	0	47	41	23	61	20	5	21
V99	42	107	0	7	1	1	0	6	3	5	0	5	0	0	0	0	0
V100	47	4	0	0	0	2	1	2	0	0	0	1	12	0	0	0	0
