Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	295	86	0	37	66	68	89	2	0	5	18	14	14	41	7	0	0
V2	0	284	19	5	0	0	13	0	0	0	3	6	0	0	0	0	3
V3	77	6	127	44	0	0	0	114	0	0	0	0	16	0	12	0	0
V4	3	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
V5	196	29	23	18	82	7	88	25	0	0	13	2	6	0	0	5	2
V6	21	0	141	19	20	18	10	0	0	0	16	9	4	5	0	1	0
V7	156	29	51	0	0	17	0	15	0	40	0	0	2	1	21	12	0
V8	30	94	0	23	0	20	0	43	0	82	0	0	28	53	55	7	0
V9	6	3	1	17	2	20	5	0	0	62	4	0	16	0	4	0	0
V10	35	6	60	35	0	79	0	0	11	94	1	0	41	21	0	0	0
V11	22	193	114	207	83	74	61	3	66	0	8	24	16	7	0	0	0
V12	2	0	0	2	0	0	0	0	0	11	0	4	6	15	0	2	0
V13	8	13	5	0	6	16	0	0	113	0	14	0	0	9	0	27	0
V14	120	19	22	8	61	17	45	0	0	0	45	4	0	2	0	8	0
V15	130	24	0	26	0	0	0	18	0	66	0	2	20	22	1	0	0
V16	41	8	11	0	130	44	156	0	14	73	28	28	0	5	0	0	12
V17	44	5	0	1	0	13	8	0	39	0	1	0	7	18	0	0	0
V18	5	0	163	0	0	50	0	0	0	16	1	43	0	1	30	0	1
V19	16	1	15	0	14	1	0	28	13	0	6	0	11	1	2	0	0
V20	5	0	130	1	0	0	127	0	104	0	102	0	0	8	44	46	0
V21	29	14	14	9	22	19	10	0	13	19	0	0	0	18	0	14	0
V22	30	43	5	0	62	0	1	0	102	8	17	18	0	7	1	0	0
V23	5	1	57	0	0	0	0	0	0	2	0	0	0	0	12	1	0
V24	165	4	119	0	0	70	0	0	0	14	0	18	0	6	13	3	4
V25	16	1	92	0	0	2	3	8	0	0	1	4	5	10	28	0	0
V26	268	20	0	0	0	3	1	0	0	0	0	0	0	0	0	0	14
V27	0	7	7	7	17	15	14	1	53	77	0	86	0	21	0	0	0
V28	50	30	61	0	0	4	4	74	0	0	4	6	17	9	0	0	7
V29	2	0	0	22	0	0	1	2	0	4	2	9	8	6	0	0	0
V30	177	66	51	49	40	0	13	21	0	0	51	0	26	0	9	0	43
V31	0	13	0	4	90	13	86	0	0	22	17	8	0	31	6	24	0
V32	38	34	17	0	6	7	0	52	39	0	10	5	7	17	0	31	0
V33	0	1	0	10	80	30	112	0	0	158	64	10	0	10	8	21	11
V34	38	0	8	49	15	0	20	4	89	26	33	6	1	0	0	27	4
V35	21	19	0	0	0	102	0	66	0	111	4	52	7	0	30	0	27
V36	30	0	13	29	10	0	9	25	13	0	0	0	21	0	4	0	10
V37	1	2	2	0	0	0	0	3	0	3	0	1	3	2	0	3	3
