NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	165.691	61.912	55.264	48.578	0.36	0.843	30000.0
2	150.923	57.377	47.772	46.234	0.365	0.853	40000.0
3	151.368	57.019	47.255	45.827	0.355	0.856	20000.0
4	162.115	60.069	54.478	48.389	0.37	0.844	20000.0
5	163.489	60.521	53.758	47.89	0.367	0.842	30000.0
6	149.897	57.287	47.059	45.879	0.364	0.852	30000.0
7	151.297	57.413	48.119	46.651	0.363	0.851	20000.0
8	163.095	60.67	54.438	48.803	0.374	0.841	20000.0
9	167.364	60.364	52.876	47.816	0.378	0.845	20000.0
10	150.586	57.191	46.61	45.755	0.363	0.853	30000.0
