NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	238.508	83.297	80.5	66.172	0.567	0.73	20000.0
2	238.694	82.799	79.9	65.806	0.55	0.733	30000.0
3	236.996	81.906	80.352	65.731	0.543	0.735	40000.0
4	224.98	80.713	74.739	63.698	0.542	0.746	20000.0
5	228.871	81.608	76.14	63.98	0.548	0.741	20000.0
6	227.157	81.113	76.081	64.112	0.546	0.744	30000.0
7	226.275	81.183	75.136	63.621	0.546	0.744	40000.0
8	227.676	80.846	76.083	64.025	0.546	0.743	20000.0
9	227.191	81.068	75.47	63.875	0.551	0.743	20000.0
10	235.856	82.617	76.996	65.6	0.565	0.739	30000.0
