MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
1:Del:C:0	0.00E+00	0.00E+00	1.08E-03	5.79E-03	1.06E-03	3.61E-03	2.59E-02
1:Del:C:1	6.71E-04	4.77E-04	6.37E-04	1.81E-03	4.94E-04	1.56E-03	1.01E-02
1:Del:C:2	2.02E-04	1.65E-08	0.00E+00	3.97E-04	3.31E-04	6.09E-04	1.63E-03
1:Del:C:3	2.85E-04	3.27E-04	3.51E-04	8.45E-04	1.71E-04	5.77E-04	7.42E-03
1:Del:C:4	0.00E+00	0.00E+00	3.43E-04	5.30E-04	4.88E-04	2.62E-04	2.80E-03
1:Del:C:5	4.65E-04	2.38E-04	1.61E-04	2.43E-04	7.47E-04	2.65E-04	9.21E-04
1:Del:T:0	1.85E-04	4.95E-04	1.11E-04	2.52E-03	1.09E-03	2.67E-03	1.26E-02
1:Del:T:1	3.82E-04	5.24E-04	6.61E-04	1.91E-03	0.00E+00	7.26E-04	4.80E-03
1:Del:T:2	1.39E-04	1.82E-04	2.30E-04	8.26E-04	1.29E-03	7.69E-04	6.31E-03
1:Del:T:3	6.69E-04	1.07E-04	1.02E-03	2.40E-03	1.40E-03	7.36E-04	1.09E-02
1:Del:T:4	9.44E-04	6.59E-04	6.88E-04	1.19E-03	1.50E-03	0.00E+00	6.82E-03
1:Del:T:5	4.49E-08	5.13E-04	1.85E-07	7.81E-08	5.61E-03	8.07E-07	7.42E-02
1:Ins:C:0	2.07E-04	1.22E-04	8.85E-04	1.96E-04	1.47E-04	6.43E-04	9.07E-04
1:Ins:C:1	5.14E-05	0.00E+00	1.48E-07	1.22E-04	1.17E-04	2.54E-04	1.90E-03
1:Ins:C:2	2.06E-08	2.84E-08	1.87E-08	1.03E-04	2.60E-09	1.93E-04	5.19E-08
1:Ins:C:3	1.74E-04	3.65E-05	2.32E-08	3.85E-09	2.65E-05	6.65E-05	6.88E-04
1:Ins:C:4	3.61E-04	1.68E-04	4.79E-09	3.20E-05	2.13E-04	2.38E-04	1.62E-03
1:Ins:C:5	2.62E-03	3.37E-04	0.00E+00	1.43E-04	1.01E-03	1.65E-04	1.18E-02
1:Ins:T:0	3.20E-04	1.67E-04	6.47E-05	6.51E-04	4.38E-04	6.46E-04	6.07E-03
1:Ins:T:1	0.00E+00	1.69E-09	3.29E-04	5.07E-04	3.29E-04	8.06E-04	1.42E-03
1:Ins:T:2	1.55E-08	1.35E-08	1.36E-08	4.06E-04	2.33E-04	3.95E-04	9.52E-04
1:Ins:T:3	1.09E-03	0.00E+00	1.49E-04	2.53E-04	1.13E-04	3.85E-04	2.82E-03
1:Ins:T:4	2.05E-03	2.15E-04	3.77E-08	3.90E-04	8.62E-04	2.70E-04	7.05E-03
1:Ins:T:5	5.81E-03	1.08E-07	4.67E-08	1.65E-03	4.79E-08	2.58E-03	1.10E-01
