Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	69	6	42	36	40	1	12	0	0	0	4	0	0	12
V2	82	13	2	32	47	0	14	2	0	4	0	0	0	0
V3	0	11	49	0	0	52	15	42	6	0	0	2	0	7
V4	466	61	2	54	23	32	5	0	0	0	0	150	2	2
V5	37	18	24	5	8	68	0	7	29	0	8	0	0	0
V6	16	42	75	25	31	16	22	0	5	12	0	0	4	0
V7	0	0	24	0	23	1	3	5	16	17	1	0	25	1
V8	12	18	63	3	109	20	5	0	165	0	13	0	0	12
V9	17	11	16	129	12	0	5	0	3	0	18	3	0	3
V10	115	12	26	4	28	4	10	14	18	0	0	0	21	25
V11	46	61	120	1	25	15	11	8	27	22	6	6	0	0
V12	1	66	21	11	31	48	2	167	2	47	0	0	4	2
V13	23	26	67	119	107	0	59	0	9	41	50	0	4	10
V14	153	1	8	0	1	14	12	53	1	0	0	3	0	6
V15	22	19	15	48	15	0	19	21	17	2	4	0	0	0
V16	1	0	1	89	52	26	0	50	0	0	0	0	0	0
V17	46	8	23	3	19	5	4	3	25	0	3	0	27	1
V18	25	16	115	2	41	17	14	30	110	20	0	32	30	4
V19	19	73	0	4	6	142	0	11	0	49	13	0	0	2
V20	0	42	41	31	22	7	39	0	0	0	13	0	0	20
V21	50	10	71	2	17	9	28	5	39	5	2	0	12	8
V22	73	6	27	32	16	2	0	0	3	1	14	0	0	0
V23	76	17	6	5	0	27	0	35	3	7	8	7	0	3
V24	16	2	11	28	48	41	18	35	0	0	35	14	0	4
V25	0	0	12	19	13	26	15	16	13	15	0	0	2	1
V26	47	11	35	32	27	44	31	0	0	13	51	0	0	10
V27	233	12	15	212	242	43	1	0	2	36	42	60	0	5
V28	0	326	0	12	8	1	5	0	0	47	0	14	69	0
V29	67	2	8	4	0	44	0	1	3	0	1	16	0	0
V30	20	2	12	85	37	4	4	0	5	0	0	5	0	1
V31	7	0	41	3	1	5	30	0	0	1	1	0	0	28
V32	49	51	204	0	11	9	140	30	22	1	6	0	0	25
V33	10	24	25	20	38	8	0	0	14	0	7	0	5	0
V34	20	14	3	22	19	0	2	0	0	0	0	3	0	3
V35	4	82	0	0	0	2	0	0	2	10	0	13	9	0
V36	46	5	16	44	54	0	9	0	1	0	8	0	5	1
V37	83	13	101	31	38	30	24	20	0	5	14	0	19	17
V38	46	24	0	0	0	1	0	10	0	12	0	0	46	3
V39	109	164	26	17	20	9	3	5	6	34	7	35	0	0
V40	7	146	41	24	27	50	31	54	0	60	28	0	0	18
V41	178	59	0	47	35	0	0	0	0	26	12	0	0	2
V42	3	1	37	0	15	158	20	0	27	0	6	0	0	22
V43	148	116	42	101	39	3	42	0	0	5	10	26	0	3
V44	3	0	4	15	8	0	4	0	0	0	8	0	0	0
V45	46	33	0	168	46	1	1	0	7	17	23	2	0	1
V46	12	6	3	0	2	58	2	21	0	12	6	0	0	1
V47	0	74	12	35	19	40	9	0	3	37	11	0	26	3
V48	0	129	36	14	26	15	3	3	19	0	3	2	0	8
V49	114	0	18	11	15	23	7	5	6	0	0	0	0	25
V50	82	19	59	2	1	80	68	106	0	10	15	0	19	2
V51	5	0	0	31	36	83	6	22	29	28	9	0	0	12
V52	0	0	0	99	120	12	26	7	0	12	69	0	0	8
V53	0	22	3	1	0	9	0	0	0	0	1	4	9	0
V54	21	28	19	0	0	0	20	4	8	0	0	3	0	14
V55	116	0	42	1	0	0	29	0	7	1	0	19	7	7
V56	3	19	6	4	3	28	10	11	8	4	4	0	1	3
V57	245	42	14	0	12	6	0	0	10	0	0	91	36	0
V58	1	12	0	43	2	5	0	0	3	0	0	2	0	0
V59	0	18	44	1	32	75	6	38	21	0	18	24	0	13
V60	240	28	11	13	15	10	2	24	0	2	10	0	14	1
V61	34	25	10	43	10	0	10	0	0	0	1	46	0	0
V62	72	2	59	0	17	10	6	26	74	11	6	0	4	2
V63	102	52	0	43	36	7	0	10	2	0	13	12	40	1
V64	82	158	10	1	3	44	0	23	5	19	14	0	20	0
V65	38	0	38	0	17	22	71	3	55	0	0	0	0	33
V66	0	196	151	0	23	12	47	45	38	12	8	0	40	33
V67	79	36	66	10	2	1	38	0	0	0	0	9	21	6
V68	1	12	14	1	22	3	0	0	19	9	1	2	0	0
V69	50	19	6	2	8	32	12	14	0	40	0	0	0	13
V70	0	2	96	7	5	1	51	0	0	0	0	0	0	9
V71	14	1	19	17	13	0	4	0	9	0	12	4	7	1
V72	23	15	187	55	17	0	74	1	10	0	11	0	0	36
V73	21	4	62	4	29	23	0	31	47	8	0	3	0	6
V74	214	65	20	139	177	127	22	53	54	0	0	0	54	5
V75	68	2	61	0	3	30	22	80	0	0	3	2	0	9
V76	24	0	2	38	58	86	2	9	0	0	20	28	0	0
V77	3	26	1	0	0	0	0	1	0	0	0	22	13	3
V78	0	17	31	39	40	6	52	18	10	8	1	0	0	29
V79	17	20	113	4	68	5	0	7	49	0	4	11	13	2
V80	0	22	51	1	9	6	1	15	81	0	0	34	9	3
V81	82	75	3	38	21	0	3	0	0	9	51	6	0	11
V82	267	43	58	4	76	55	7	50	78	20	0	22	0	5
V83	3	11	8	6	2	6	55	14	33	0	4	0	0	4
V84	6	132	34	192	79	0	12	12	17	0	37	0	0	13
V85	20	182	41	0	5	35	16	31	5	35	4	35	14	2
