Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V86	8	0	16	3	6	37	17	2	3	5	12	0	0	0
V87	8	80	68	15	5	29	74	51	0	0	1	0	0	65
V88	2	170	0	37	42	0	0	0	5	33	5	0	36	4
V89	81	5	37	8	0	7	7	16	0	0	8	0	0	2
V90	2	5	19	21	28	12	3	7	33	0	4	0	0	6
V91	11	0	51	2	13	9	0	0	25	0	2	0	4	0
V92	15	12	0	104	54	103	0	49	0	118	3	0	0	6
V93	25	15	61	44	43	62	31	80	0	15	5	3	0	0
V94	0	60	2	1	4	2	20	0	0	4	1	0	40	1
V95	304	79	0	140	59	12	12	6	0	7	11	39	0	6
V96	43	33	0	73	31	89	0	4	0	29	4	3	0	3
V97	36	8	4	25	46	9	0	0	0	8	17	6	1	1
V98	61	9	21	13	11	5	0	23	1	0	21	1	0	0
V99	31	117	26	68	13	13	51	0	0	0	17	0	55	2
V100	1	0	7	20	18	0	9	1	0	0	2	0	0	0
