NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	41.159	17.115	9.799	10.677	0.094	0.991	50000.0
2	40.732	16.68	9.898	10.488	0.096	0.992	40000.0
3	40.908	16.741	9.803	10.152	0.095	0.993	40000.0
4	40.513	16.825	9.613	10.151	0.093	0.993	60000.0
5	38.558	15.77	8.903	9.362	0.091	0.994	40000.0
6	38.267	15.27	9.044	9.272	0.086	0.994	50000.0
7	39.139	16.3	9.002	9.674	0.094	0.993	40000.0
8	38.468	15.861	9.235	9.675	0.09	0.993	50000.0
9	38.615	16.234	9.065	9.828	0.096	0.993	50000.0
10	36.899	15.55	8.547	9.388	0.09	0.994	50000.0
