NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	185.787	62.903	56.135	49.504	0.386	0.841	40000.0
2	183.302	62.199	58.908	51.494	0.376	0.836	30000.0
3	187.714	63.168	57.488	49.497	0.382	0.842	20000.0
4	185.997	62.802	57.189	49.63	0.38	0.834	30000.0
5	195.536	66.695	64.865	55.433	0.402	0.817	30000.0
6	184.745	62.954	60.15	51.644	0.382	0.829	30000.0
7	186.352	63.437	61.647	51.504	0.374	0.828	30000.0
8	185.745	62.604	58.518	51.087	0.378	0.839	20000.0
9	184.012	62.461	60.576	51.346	0.371	0.832	30000.0
10	183.806	62.096	60.108	50.83	0.369	0.835	20000.0
