Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V1	124	145	6	0	102	0	0	52	118	19	2	0
V2	248	18	0	0	0	3	0	41	3	60	0	0
V3	73	26	3	5	0	99	14	111	0	18	0	0
V4	0	78	20	9	57	65	10	47	0	4	0	0
V5	108	14	98	88	15	0	1	0	0	26	11	0
V6	12	2	6	12	13	0	20	4	27	0	9	0
V7	210	23	210	63	0	12	0	2	65	36	14	0
V8	4	107	1	14	13	0	0	0	0	0	1	19
V9	27	5	4	5	0	1	12	0	2	16	0	0
V10	0	0	188	36	14	0	0	17	0	0	34	0
V11	0	6	57	157	61	27	8	18	0	4	0	19
V12	14	23	1	0	0	51	0	29	20	4	0	0
V13	39	1	12	1	3	13	16	0	0	8	0	0
V14	0	59	292	0	0	31	10	0	0	0	32	64
V15	38	7	12	0	20	14	22	0	0	13	0	0
V16	38	107	58	0	2	9	14	85	0	0	0	28
V17	38	0	12	4	21	15	18	8	0	4	9	0
V18	39	0	44	14	18	16	24	4	0	0	1	0
V19	5	0	144	0	56	1	0	0	7	0	9	35
V20	38	204	1	0	0	99	0	47	24	21	24	1
V21	29	26	0	0	265	0	215	0	0	20	0	9
V22	31	62	0	29	82	3	60	0	6	20	8	0
V23	75	23	24	0	30	0	0	0	29	6	0	9
V24	149	38	0	106	0	6	0	18	8	54	0	0
V25	80	8	75	0	90	0	43	0	23	19	0	0
V26	0	9	3	30	1	24	0	11	0	13	0	1
V27	43	21	48	19	25	0	31	0	4	0	0	0
V28	72	34	0	0	5	0	0	0	19	25	0	0
V29	0	2	201	0	6	0	9	0	0	0	5	19
V30	17	53	30	0	0	151	55	148	0	3	0	0
V31	19	48	64	0	0	29	3	10	3	0	3	0
V32	47	51	41	26	32	1	0	24	0	5	0	23
V33	0	34	104	0	1	106	60	67	0	0	0	0
V34	38	31	70	11	1	79	20	46	42	12	0	0
V35	4	0	7	63	35	3	34	0	0	0	12	0
V36	41	40	37	0	50	4	31	56	2	13	10	2
V37	69	3	0	23	25	0	40	0	44	16	0	0
V38	0	180	24	7	12	18	18	2	0	0	0	0
V39	7	18	29	2	72	19	3	7	0	0	1	0
V40	0	84	44	47	20	0	24	0	0	15	0	17
V41	2	54	4	5	28	2	51	8	0	0	0	0
V42	11	4	26	57	0	0	0	0	20	12	0	0
V43	22	58	0	14	0	6	0	0	2	0	0	19
V44	3	22	30	0	0	17	0	0	0	0	23	31
V45	0	6	3	24	15	89	7	142	0	0	0	0
V46	0	134	145	6	103	4	64	0	16	0	10	0
V47	22	17	0	0	0	14	0	0	15	15	0	0
V48	29	43	45	29	47	0	0	0	91	2	0	0
V49	2	27	6	0	4	48	0	28	19	0	0	17
V50	28	9	218	0	3	4	0	6	12	6	12	20
V51	23	1	0	18	53	0	4	0	31	13	1	0
V52	88	5	36	33	0	0	0	4	0	21	0	0
V53	75	0	0	11	26	63	35	21	14	8	18	0
V54	112	58	41	0	97	1	58	0	14	30	0	0
V55	101	117	51	11	0	0	0	0	3	45	0	12
V56	12	19	0	3	0	22	5	19	0	6	1	0
V57	0	45	106	427	0	83	0	102	0	0	21	0
V58	72	72	56	0	31	10	0	0	16	43	0	0
V59	4	77	0	16	5	0	5	15	7	0	15	0
V60	67	1	26	81	6	88	26	92	50	48	9	0
V61	9	5	0	43	6	1	49	0	15	17	3	0
V62	4	133	0	229	0	13	0	14	0	0	50	0
V63	120	85	0	51	1	0	3	0	36	18	0	0
V64	0	0	2	31	8	0	2	6	13	4	5	0
V65	18	21	3	28	89	18	15	10	5	2	19	0
V66	7	23	9	92	1	0	0	12	0	10	0	0
V67	10	6	10	66	0	3	0	4	0	21	0	0
V68	233	83	1	0	0	5	0	0	17	54	0	0
V69	15	214	0	42	0	0	2	5	0	0	4	0
V70	90	1	0	0	0	5	0	1	0	19	0	9
V71	0	10	0	33	0	11	0	5	0	0	4	0
V72	1	81	5	47	0	52	1	49	4	0	25	0
V73	23	14	257	0	16	39	74	19	3	0	1	16
V74	129	30	20	0	0	127	0	30	21	15	0	0
V75	8	133	13	44	25	43	11	14	0	0	27	9
V76	86	0	2	28	0	0	0	1	3	1	19	0
V77	20	22	0	422	264	11	122	2	27	0	0	0
V78	370	20	48	3	0	82	0	68	7	44	0	0
V79	57	1	0	1	76	17	10	0	39	8	1	0
V80	0	21	0	19	21	10	0	0	0	1	5	27
V81	0	6	28	68	0	108	25	110	0	4	10	0
V82	18	102	14	7	0	1	0	4	0	0	7	33
V83	6	10	0	0	45	22	57	35	13	9	0	0
V84	31	0	4	4	0	0	0	0	4	0	0	0
V85	103	0	4	14	37	2	38	0	12	3	0	11
V86	0	119	92	18	19	0	19	0	0	0	3	10
V87	358	37	0	4	28	6	60	0	16	23	0	11
V88	23	0	58	116	7	21	10	12	3	0	0	0
V89	0	11	48	44	4	95	0	16	0	0	0	0
V90	58	29	35	0	16	42	12	21	25	5	0	0
V91	17	7	2	211	222	2	84	20	60	11	68	0
V92	56	70	0	16	41	55	10	24	48	0	5	0
V93	48	36	0	82	7	0	21	28	15	28	5	0
V94	253	0	12	68	110	10	93	0	0	11	0	2
V95	149	132	22	0	42	3	83	0	54	50	12	0
V96	35	11	45	14	127	0	29	10	0	5	1	54
V97	0	58	11	0	175	8	0	21	0	7	20	3
V98	58	201	40	27	12	35	54	27	0	9	8	1
V99	0	1	64	3	211	0	16	0	0	0	0	0
V100	0	12	70	21	56	235	0	79	0	0	0	0
