NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	67.747	24.96	16.738	16.433	0.147	0.979	30000.0
2	68.236	25.339	16.89	16.719	0.144	0.978	40000.0
3	68.768	25.613	16.86	16.655	0.152	0.978	60000.0
4	64.324	23.652	15.663	15.043	0.14	0.982	50000.0
5	79.957	28.42	22.57	19.344	0.15	0.974	40000.0
6	67.35	24.87	16.917	16.538	0.147	0.979	50000.0
7	67.483	24.945	16.567	16.001	0.144	0.98	40000.0
8	66.436	24.758	16.079	16.173	0.144	0.979	60000.0
9	75.796	27.271	21.591	18.842	0.147	0.976	20000.0
10	65.441	23.797	15.845	15.134	0.143	0.983	30000.0
