MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	0.00329610	0.00592132	0.15679926	0.13380303	0.00719977	0.05542766	0.00160725	0.80715254
1:Del:C:1	0.00000015	0.00000005	0.00001477	0.14311122	0.00000000	0.01762116	0.02621045	0.00092861
1:Del:C:2	0.00004985	0.00027460	0.00000003	0.00153114	0.00000000	0.00296780	0.00131195	0.00332055
1:Del:C:3	0.00111501	0.00077840	0.00077736	0.01431939	0.00185022	0.00467487	0.01007736	0.00397578
1:Del:C:4	0.00000000	0.00000000	0.30712411	0.00535317	0.00294357	0.05802858	0.00000000	0.05677934
1:Del:C:5	0.00106391	0.00363993	0.00082953	0.00000000	0.01444716	0.00055303	0.00006282	0.00000001
1:Del:T:0	0.00028823	0.00227380	0.00060892	0.16741041	0.00790389	0.02995023	0.01760833	0.02403765
1:Del:T:1	0.02156477	0.00015486	0.00100673	0.06261870	0.00000152	0.01267461	0.01259567	0.00788206
1:Del:T:2	0.00343460	0.00041409	0.00092271	0.11484546	0.00000001	0.02585417	0.00337000	0.00658583
1:Del:T:3	0.00059181	0.00242846	0.00000001	0.13009563	0.01738888	0.02238203	0.00008309	0.02387722
1:Del:T:4	0.00009515	0.00039731	0.00030479	0.11685385	0.04147840	0.03586670	0.00028222	0.00595003
1:Del:T:5	0.00000153	0.00000022	0.00000124	0.00000004	0.83534660	0.01129746	0.00059463	0.00000029
1:Ins:C:0	0.00000023	0.00007754	0.00000008	0.00000033	0.00000000	0.00362108	0.00536010	0.00014235
1:Ins:C:1	0.00048222	0.00000003	0.00000000	0.00031390	0.00034782	0.00008910	0.00355138	0.00003152
1:Ins:C:2	0.00000013	0.00000030	0.00000001	0.00000031	0.00007284	0.00286278	0.00090950	0.00000010
1:Ins:C:3	0.00000000	0.00064728	0.00000003	0.00000000	0.00024459	0.00007152	0.00020487	0.00000002
1:Ins:C:4	0.00015266	0.00064794	0.00086931	0.00018381	0.00288543	0.00020197	0.00099652	0.00000000
1:Ins:C:5	0.00000000	0.02069314	0.00028018	0.00186884	0.00796604	0.00200518	0.00139558	0.00039031
1:Ins:T:0	0.00000000	0.00247659	0.00059990	0.02052675	0.00048368	0.01061610	0.00072256	0.00235517
1:Ins:T:1	0.00108382	0.00011490	0.00000001	0.01531550	0.00000002	0.00491111	0.00069669	0.00323381
1:Ins:T:2	0.00199964	0.00000000	0.00005395	0.00509319	0.00127805	0.00126462	0.00040755	0.00001370
1:Ins:T:3	0.00004654	0.00480351	0.00005495	0.00152703	0.00090710	0.00177418	0.00041248	0.00145032
1:Ins:T:4	0.00037522	0.01505353	0.00019771	0.00094125	0.00557302	0.00068634	0.00237092	0.00104101
1:Ins:T:5	0.00000103	0.89788169	0.00000037	0.00263963	0.00000000	0.00251150	0.00000059	0.00000388
2:Del:R:0	0.00008712	0.00282949	0.00069401	0.00983106	0.00080939	0.00190032	0.01003934	0.00279656
2:Del:R:1	0.00000000	0.00077436	0.00017490	0.00061231	0.00590761	0.00359696	0.01395223	0.00735333
2:Del:R:2	0.00000000	0.00007716	0.00000002	0.00137351	0.00090662	0.00098324	0.00001561	0.00133430
2:Del:R:3	0.00003886	0.00043295	0.00017015	0.00021770	0.00013863	0.00043503	0.00000011	0.00000001
2:Del:R:4	0.00024108	0.00000004	0.00001898	0.00017722	0.00139988	0.00000011	0.00034648	0.00000007
2:Del:R:5	0.00000008	0.00007405	0.00000003	0.00020959	0.00000875	0.00062447	0.00039183	0.00000000
3:Del:R:0	0.00019546	0.00041695	0.00069709	0.00308773	0.00008879	0.00923863	0.00916571	0.00051974
3:Del:R:1	0.00210923	0.00248465	0.00036456	0.00607212	0.00271995	0.00201034	0.00121791	0.00031685
3:Del:R:2	0.00000000	0.00076632	0.00004802	0.00201506	0.00078251	0.00101909	0.00037161	0.00161293
3:Del:R:3	0.00000006	0.00000016	0.00000012	0.00000008	0.00019351	0.00000002	0.00009231	0.00032148
3:Del:R:4	0.00000026	0.00000044	0.00000044	0.00000041	0.00000048	0.00000021	0.00000026	0.00000029
3:Del:R:5	0.00000008	0.00000015	0.00006428	0.00000012	0.00000019	0.00000066	0.00000007	0.00048969
4:Del:R:0	0.00093698	0.00000000	0.00000000	0.00059535	0.00009730	0.00712657	0.00849463	0.00357908
4:Del:R:1	0.00014834	0.00089262	0.00021188	0.00601776	0.00273116	0.00051364	0.00338465	0.00197542
4:Del:R:2	0.00004164	0.00000000	0.00011900	0.00014437	0.00034553	0.00059238	0.00080333	0.00154140
4:Del:R:3	0.00000026	0.00000044	0.00000044	0.00000041	0.00000048	0.00000021	0.00000026	0.00000029
4:Del:R:4	0.00000026	0.00000044	0.00000044	0.00000041	0.00000048	0.00000021	0.00000026	0.00000029
4:Del:R:5	0.00000046	0.00000029	0.00000023	0.00000027	0.00012298	0.00011045	0.00000022	0.00000017
5:Del:R:0	0.00000030	0.00000007	0.00193542	0.00000015	0.00028384	0.06484377	0.46803333	0.00068850
5:Del:R:1	0.00000000	0.00023751	0.00000006	0.00041154	0.00284737	0.00032012	0.00027399	0.00038336
5:Del:R:2	0.00000001	0.00011361	0.00000063	0.00002339	0.00042328	0.00018251	0.00048148	0.00043655
5:Del:R:3	0.00000026	0.00000044	0.00000044	0.00000041	0.00000048	0.00000021	0.00000026	0.00000029
5:Del:R:4	0.00000026	0.00000044	0.00000044	0.00000041	0.00000048	0.00000021	0.00000026	0.00000029
5:Del:R:5	0.00000026	0.00000044	0.00000044	0.00000041	0.00000048	0.00000021	0.00000026	0.00000029
2:Ins:R:0	0.00000000	0.00053060	0.00010280	0.00086461	0.00000001	0.00064502	0.00263641	0.00042130
2:Ins:R:1	0.00000001	0.00088904	0.00000001	0.00070671	0.00000000	0.00031542	0.00260938	0.00005894
2:Ins:R:2	0.00009804	0.00021318	0.01704952	0.00003016	0.00311672	0.00361027	0.00042877	0.00000000
2:Ins:R:3	0.00010901	0.00007397	0.00000000	0.00095008	0.00000003	0.00088144	0.00093337	0.00022329
2:Ins:R:4	0.00000048	0.00080523	0.38882933	0.00000046	0.00000012	0.00010387	0.00016853	0.00000048
2:Ins:R:5	0.00003254	0.02015980	0.00003915	0.00071442	0.01525134	0.00358973	0.00285369	0.00000000
3:Ins:R:0	0.00000000	0.00022855	0.00009568	0.00011968	0.00150464	0.00116675	0.00093919	0.00000000
3:Ins:R:1	0.00008539	0.00029682	0.00570945	0.00067373	0.00027053	0.00326119	0.00082633	0.00050713
3:Ins:R:2	0.00000026	0.00000044	0.00000044	0.00000041	0.00000048	0.00000021	0.00000026	0.00000029
3:Ins:R:3	0.00000001	0.00042231	0.00000007	0.00002539	0.00000072	0.00003554	0.00000002	0.00000021
3:Ins:R:4	0.00000009	0.00000015	0.00000006	0.00000004	0.00032852	0.00051923	0.00000002	0.00005364
3:Ins:R:5	0.00005492	0.00127038	0.00000000	0.00003186	0.00118492	0.00000000	0.00000000	0.00034863
4:Ins:R:0	0.02130806	0.00000002	0.00013886	0.00099071	0.00072314	0.00030557	0.00103866	0.00013667
4:Ins:R:1	0.91113523	0.00012271	0.00000127	0.00028224	0.00000118	0.00283341	0.00069855	0.00028545
4:Ins:R:2	0.00000011	0.00000019	0.00000023	0.00026221	0.00000023	0.00004485	0.00000014	0.00004517
4:Ins:R:3	0.00000027	0.00000009	0.00029862	0.00000013	0.00000007	0.00020433	0.00015475	0.00034597
4:Ins:R:4	0.00000004	0.00011084	0.00000002	0.00000595	0.00004135	0.00159984	0.00034358	0.00000004
4:Ins:R:5	0.02138158	0.00010691	0.00163710	0.00217122	0.00194257	0.00398531	0.00026704	0.00000000
5:Ins:R:0	0.00007576	0.00000001	0.00004718	0.00024991	0.00000001	0.00010675	0.00042459	0.00043403
5:Ins:R:1	0.00055381	0.00128370	0.00000000	0.00110360	0.00000000	0.01895654	0.00890995	0.00027365
5:Ins:R:2	0.00029939	0.00025890	0.00000003	0.00004883	0.00000006	0.00000002	0.00000000	0.00000005
5:Ins:R:3	0.00000303	0.00004196	0.01892097	0.00009200	0.00018060	0.00328505	0.00004108	0.00083511
5:Ins:R:4	0.00000015	0.00004808	0.00000014	0.00000014	0.00000017	0.00000012	0.00041619	0.00000009
5:Ins:R:5	0.00028883	0.00000048	0.05816591	0.00000000	0.00009626	0.00038376	0.00000024	0.00529687
2:Del:M:1	0.00074956	0.00063113	0.00003791	0.00630265	0.00004463	0.00238418	0.00749251	0.00005801
3:Del:M:1	0.00118896	0.00131636	0.02163249	0.00581183	0.00069179	0.00476852	0.01649698	0.00000000
3:Del:M:2	0.00000000	0.00172418	0.00674068	0.00006918	0.00292179	0.00454794	0.00634040	0.00253670
4:Del:M:1	0.00000001	0.00068108	0.00000000	0.00397679	0.00000000	0.00147510	0.01023618	0.00140183
4:Del:M:2	0.00014573	0.00012786	0.00001500	0.00092343	0.00003728	0.00271622	0.00105972	0.00432432
4:Del:M:3	0.00001819	0.00000000	0.00009012	0.00440899	0.00074191	0.00240915	0.00178563	0.00013926
5:Del:M:1	0.00000007	0.00000053	0.00207991	0.00000022	0.00000025	0.39070173	0.09095198	0.00000024
5:Del:M:2	0.00209198	0.00000004	0.00000072	0.00000004	0.00000003	0.10569765	0.13298722	0.00295813
5:Del:M:3	0.00052700	0.00011708	0.00065021	0.00003796	0.00042486	0.01964998	0.06400526	0.00636272
5:Del:M:4	0.00017641	0.00000001	0.00051896	0.00000000	0.00151328	0.01389208	0.01812648	0.00000005
5:Del:M:5	0.00023117	0.00075486	0.00224924	0.00000001	0.00085176	0.00450995	0.01892802	0.00044843
