Samples	ID83A	ID83B
V1	108	29
V2	118	175
V3	113	117
V4	0	264
V5	65	510
V6	77	161
V7	50	343
V8	31	97
V9	339	0
V10	70	232
V11	31	505
V12	33	495
V13	476	0
V14	353	81
V15	492	113
V16	549	0
V17	223	209
V18	301	124
V19	53	0
V20	229	0
V21	1	314
V22	8	24
V23	90	49
V24	43	83
V25	286	16
V26	89	84
V27	283	0
V28	27	290
V29	158	32
V30	28	86
V31	80	35
V32	284	75
V33	416	65
V34	170	32
V35	144	5
V36	77	127
V37	90	104
V38	57	10
V39	16	116
V40	254	84
V41	8	90
V42	476	22
V43	18	274
V44	49	73
V45	98	157
V46	198	162
V47	651	7
V48	29	88
V49	33	165
V50	15	409
V51	262	10
V52	36	241
V53	131	17
V54	183	30
V55	67	281
V56	318	15
V57	70	0
V58	92	86
V59	110	191
V60	22	363
V61	617	0
V62	466	96
V63	521	351
V64	225	111
V65	315	4
V66	236	727
V67	112	7
V68	348	240
V69	343	0
V70	125	51
V71	38	40
V72	32	117
V73	197	67
V74	240	98
V75	10	239
V76	605	0
V77	299	0
V78	20	77
V79	246	119
V80	96	224
V81	0	800
V82	583	88
V83	572	31
V84	175	0
V85	14	320
V86	0	414
V87	40	55
V88	69	42
V89	265	47
V90	31	214
V91	354	0
V92	244	114
V93	89	71
V94	39	271
V95	113	0
V96	199	328
V97	283	18
V98	142	74
V99	294	0
V100	218	0
