Samples	ID83A	ID83B
V1	3.36E+00	3.36E+00
V2	2.14E+01	2.14E+01
V3	1.93E+01	1.93E+01
V4	3.46E+01	3.46E+01
V5	6.21E+01	6.21E+01
V6	1.82E+01	1.82E+01
V7	4.90E+01	4.90E+01
V8	1.54E+01	1.54E+01
V9	2.60E+00	2.60E+00
V10	2.71E+01	2.71E+01
V11	6.72E+01	6.72E+01
V12	4.06E+01	4.06E+01
V13	9.20E+00	9.20E+00
V14	1.54E+01	1.54E+01
V15	1.79E+01	1.79E+01
V16	1.63E+00	1.63E+00
V17	2.39E+01	2.39E+01
V18	1.70E+01	1.70E+01
V19	1.18E+00	1.18E+00
V20	2.88E+00	2.88E+00
V21	3.57E+01	3.57E+01
V22	2.55E+00	2.55E+00
V23	5.37E+00	5.37E+00
V24	8.41E+00	8.41E+00
V25	5.01E+00	5.06E+00
V26	1.41E+01	1.41E+01
V27	9.38E+00	9.38E+00
V28	3.37E+01	3.37E+01
V29	4.56E+00	4.56E+00
V30	7.60E+00	7.60E+00
V31	3.92E+00	3.92E+00
V32	2.70E+01	2.70E+01
V33	9.50E+00	9.50E+00
V34	9.89E+00	9.89E+00
V35	1.83E+00	1.83E+00
V36	1.64E+01	1.64E+01
V37	1.58E+01	1.58E+01
V38	3.25E+00	3.25E+00
V39	1.53E+01	1.53E+01
V40	1.12E+01	1.12E+01
V41	1.19E+01	1.19E+01
V42	7.35E+00	7.35E+00
V43	3.27E+01	3.27E+01
V44	6.29E+00	6.29E+00
V45	2.50E+01	2.50E+01
V46	1.14E+01	1.14E+01
V47	1.44E+01	1.44E+01
V48	1.21E+01	1.21E+01
V49	2.22E+01	2.22E+01
V50	5.03E+01	5.03E+01
V51	6.18E+00	6.18E+00
V52	2.99E+01	2.99E+01
V53	3.49E+00	3.49E+00
V54	4.86E+00	4.86E+00
V55	4.34E+01	4.34E+01
V56	9.39E+00	9.39E+00
V57	9.10E-01	9.10E-01
V58	9.22E+00	9.22E+00
V59	2.14E+01	2.14E+01
V60	4.69E+01	4.69E+01
V61	4.49E+00	4.49E+00
V62	9.99E+00	9.99E+00
V63	4.82E+01	4.82E+01
V64	1.77E+01	1.77E+01
V65	4.75E+00	4.75E+00
V66	8.57E+01	8.57E+01
V67	2.24E+00	2.24E+00
V68	4.01E+01	4.01E+01
V69	3.01E+00	3.01E+00
V70	1.13E+01	1.13E+01
V71	5.85E+00	5.85E+00
V72	1.70E+01	1.70E+01
V73	9.47E+00	9.47E+00
V74	1.06E+01	1.06E+01
V75	1.90E+01	1.90E+01
V76	6.30E+00	6.30E+00
V77	2.32E+00	2.32E+00
V78	1.05E+01	1.05E+01
V79	1.28E+01	1.28E+01
V80	2.18E+01	2.18E+01
V81	1.04E+02	1.04E+02
V82	1.34E+01	1.34E+01
V83	2.17E+01	2.17E+01
V84	7.72E-01	7.72E-01
V85	3.94E+01	3.94E+01
V86	4.96E+01	4.96E+01
V87	6.18E+00	6.18E+00
V88	4.94E+00	4.94E+00
V89	8.40E+00	8.40E+00
V90	2.89E+01	2.89E+01
V91	2.56E+00	2.56E+00
V92	1.52E+01	1.52E+01
V93	1.12E+01	1.12E+01
V94	2.64E+01	2.64E+01
V95	1.06E+00	1.06E+00
V96	4.05E+01	4.05E+01
V97	4.80E+00	4.80E+00
V98	1.09E+01	1.09E+01
V99	5.01E+00	5.01E+00
V100	1.64E+00	1.64E+00
