Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G
V1	75	25	244	105	4	3	9
V2	75	365	102	7	0	38	0
V3	589	1	140	65	38	8	0
V4	3	149	10	18	12	6	12
V5	77	30	4	2	0	22	56
V6	93	29	10	306	9	231	0
V7	1	44	0	54	1	20	0
V8	323	64	1	4	0	46	23
V9	30	0	55	100	5	4	3
V10	0	159	9	0	28	0	5
V11	61	88	15	58	0	0	1
V12	25	13	381	1	1	17	0
V13	358	14	116	0	145	3	37
V14	195	0	85	43	0	7	0
V15	44	173	11	1	9	121	11
V16	152	0	41	0	49	8	10
V17	4	2	2	20	186	61	10
V18	5	57	0	18	18	39	0
V19	2	61	7	19	277	127	19
V20	12	0	54	41	9	17	13
V21	8	116	660	125	86	29	0
V22	30	28	127	18	19	17	13
V23	5	4	1	19	5	0	0
V24	33	28	0	20	74	137	0
V25	116	52	555	20	12	23	24
V26	62	71	38	68	20	48	0
V27	0	27	369	0	26	2	0
V28	0	107	11	211	249	56	34
V29	36	2	5	97	0	5	10
V30	0	42	142	83	13	19	18
V31	126	103	0	35	115	12	0
V32	0	6	68	0	8	14	5
V33	6	7	8	0	120	1	6
V34	91	16	1	122	0	12	12
V35	284	38	4	100	17	9	0
V36	174	9	76	65	0	44	13
V37	98	31	8	474	38	93	11
V38	328	2	102	287	65	135	18
V39	274	1	264	1	0	55	22
V40	6	232	83	64	1	36	0
V41	261	274	6	7	0	107	15
V42	14	134	6	0	129	2	0
V43	2	46	41	15	174	18	62
V44	31	157	114	9	140	4	0
V45	159	68	328	42	32	141	0
V46	340	0	99	1	22	37	0
V47	0	49	27	12	18	57	0
V48	95	94	55	36	32	0	67
V49	229	343	16	58	113	8	0
V50	94	21	8	45	59	369	78
V51	162	26	7	80	100	5	0
V52	64	69	1	103	6	43	50
V53	26	0	29	4	2	4	0
V54	41	38	9	75	254	17	0
V55	0	0	1	289	14	2	1
V56	0	42	1	27	0	51	40
V57	0	134	8	14	0	119	0
V58	37	1	0	5	214	127	13
V59	91	179	34	151	122	46	79
V60	28	278	11	12	34	120	0
V61	70	62	65	19	0	90	9
V62	102	37	23	44	26	62	0
V63	3	0	170	41	0	0	0
V64	320	0	152	46	1	38	13
V65	1	99	62	78	103	188	15
V66	78	0	52	58	0	51	7
V67	20	61	0	83	14	2	45
V68	22	28	10	12	10	0	7
V69	11	144	2	14	28	0	17
V70	60	58	447	23	0	27	10
V71	44	44	1	40	40	4	0
V72	140	495	3	62	56	0	79
V73	169	68	83	16	3	36	38
V74	38	7	48	1	19	6	34
V75	401	15	0	6	1	31	0
V76	12	27	3	163	39	24	0
V77	21	69	200	122	0	1	0
V78	26	16	19	3	80	207	0
V79	25	28	1	3	4	53	5
V80	74	15	5	35	0	64	0
V81	15	127	0	70	2	5	0
V82	0	65	20	82	270	249	50
V83	39	68	77	52	4	0	0
V84	29	841	0	0	62	117	27
V85	224	151	0	272	21	0	71
V86	4	85	195	5	38	2	1
V87	41	394	347	31	115	52	0
V88	9	10	6	3	3	14	0
V89	71	0	47	26	3	175	77
V90	88	9	322	264	54	1	0
V91	0	86	14	4	1	0	16
V92	61	9	1	0	8	41	19
V93	209	0	50	20	106	4	35
V94	43	23	50	4	2	6	0
V95	9	0	1	48	1	28	16
V96	15	184	139	0	1	36	9
V97	1	73	136	71	235	7	14
V98	65	102	21	0	173	34	66
V99	0	7	0	7	10	0	0
V100	58	0	89	51	1	51	0
