MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	0.00E+00	2.41E-03	5.55E-03	2.95E-02	5.29E-02	6.11E-04	4.34E-03	6.57E-03	2.52E-02	3.14E-02	2.48E-02	2.12E-02
1:Del:C:1	8.95E-04	0.00E+00	4.66E-03	0.00E+00	2.17E-02	6.15E-03	6.21E-03	6.04E-03	1.96E-02	1.66E-02	2.26E-02	4.71E-03
1:Del:C:2	6.55E-08	1.19E-03	2.78E-03	3.79E-02	5.51E-04	9.71E-04	4.20E-07	4.19E-02	4.81E-03	1.40E-46	8.43E-08	3.61E-03
1:Del:C:3	4.89E-04	1.79E-04	6.36E-04	3.23E-04	1.24E-03	1.11E-03	4.40E-04	6.18E-03	1.88E-03	3.76E-03	5.97E-03	1.43E-03
1:Del:C:4	1.41E-03	1.40E-03	2.14E-03	2.52E-02	1.77E-03	3.50E-04	1.40E-46	6.93E-02	5.77E-03	1.78E-02	2.68E-03	6.95E-02
1:Del:C:5	6.92E-04	1.77E-03	1.05E-04	6.36E-08	1.95E-04	4.36E-04	1.31E-04	1.55E-03	2.15E-03	3.18E-03	1.11E-03	3.47E-03
1:Del:T:0	1.43E-04	2.01E-04	1.89E-03	6.31E-04	5.73E-03	3.62E-03	5.27E-03	1.34E-02	1.38E-02	1.79E-02	7.18E-02	3.05E-03
1:Del:T:1	5.43E-04	2.16E-04	1.48E-03	2.13E-04	5.56E-03	8.58E-04	1.09E-02	3.41E-03	1.73E-02	1.28E-02	1.35E-02	4.32E-03
1:Del:T:2	3.06E-04	1.13E-03	2.70E-03	5.98E-04	9.92E-03	9.45E-04	1.96E-04	2.14E-04	1.52E-02	2.42E-02	2.50E-02	7.77E-03
1:Del:T:3	1.36E-03	4.41E-03	4.87E-03	0.00E+00	1.28E-02	0.00E+00	5.79E-03	2.14E-02	3.97E-02	3.23E-02	3.69E-02	1.15E-02
1:Del:T:4	1.42E-03	3.79E-03	7.56E-08	5.76E-05	6.21E-03	0.00E+00	2.52E-04	5.84E-08	3.90E-03	5.44E-02	1.00E-02	1.77E-02
1:Del:T:5	5.23E-08	7.01E-03	1.43E-03	1.12E-07	2.17E-07	5.44E-07	1.36E-06	5.53E-07	5.72E-04	9.51E-03	7.07E-07	1.04E-01
1:Ins:C:0	1.92E-08	3.31E-08	2.26E-05	1.30E-08	3.60E-08	8.04E-04	8.50E-04	2.30E-08	9.39E-04	2.57E-03	3.92E-04	7.71E-04
1:Ins:C:1	8.07E-08	1.14E-07	2.48E-08	3.00E-04	1.34E-07	2.88E-04	4.64E-04	3.32E-04	5.97E-04	5.91E-04	2.57E-06	7.93E-05
1:Ins:C:2	3.89E-08	1.54E-07	9.67E-08	3.39E-05	4.46E-08	2.11E-04	3.35E-04	2.06E-08	1.21E-03	1.73E-04	3.31E-07	9.11E-05
1:Ins:C:3	2.03E-04	2.55E-08	3.08E-08	4.25E-08	4.36E-08	2.68E-09	2.74E-08	1.10E-07	1.75E-03	3.45E-08	6.38E-08	2.50E-04
1:Ins:C:4	3.73E-04	3.42E-04	5.04E-04	7.55E-09	2.01E-08	2.05E-04	1.94E-03	7.25E-04	5.73E-04	0.00E+00	0.00E+00	4.02E-03
1:Ins:C:5	3.35E-03	9.57E-04	3.90E-07	2.24E-04	2.60E-04	1.58E-04	4.00E-04	1.01E-03	3.50E-02	8.22E-03	7.87E-04	3.91E-02
1:Ins:T:0	2.88E-04	1.57E-03	2.65E-05	4.26E-04	1.93E-03	1.44E-03	4.32E-03	3.62E-03	3.90E-03	2.12E-03	2.49E-03	3.19E-03
1:Ins:T:1	2.36E-04	4.05E-04	1.22E-03	0.00E+00	1.62E-03	1.01E-03	4.60E-03	3.35E-04	2.03E-03	2.70E-03	1.04E-03	2.29E-03
1:Ins:T:2	1.31E-04	3.56E-04	3.23E-04	9.34E-04	1.10E-03	5.90E-04	8.73E-05	1.51E-03	1.43E-03	5.05E-04	0.00E+00	2.36E-03
1:Ins:T:3	7.73E-04	0.00E+00	5.48E-04	6.02E-05	6.87E-04	2.89E-04	7.47E-04	3.15E-03	1.62E-03	2.45E-03	3.24E-03	3.29E-03
1:Ins:T:4	1.79E-03	5.97E-04	1.20E-03	9.35E-05	1.05E-06	2.06E-08	1.40E-46	1.47E-03	8.64E-03	9.29E-07	8.24E-09	3.54E-03
1:Ins:T:5	6.93E-03	1.54E-07	2.37E-03	3.89E-08	3.03E-10	2.24E-16	1.66E-02	1.56E-02	7.15E-02	1.89E-03	5.41E-03	6.25E-02
2:Del:R:0	1.27E-04	5.71E-04	2.38E-03	0.00E+00	1.83E-03	1.65E-03	1.89E-03	1.56E-02	4.31E-03	3.93E-03	5.67E-03	9.22E-04
2:Del:R:1	2.02E-04	5.05E-04	4.24E-04	9.14E-04	1.32E-03	1.96E-03	1.27E-03	4.98E-03	3.65E-03	7.85E-04	2.85E-03	2.06E-03
2:Del:R:2	1.31E-08	3.25E-05	1.80E-04	1.18E-07	3.67E-04	1.71E-04	4.53E-04	4.10E-04	5.91E-04	7.07E-04	6.65E-04	5.52E-04
2:Del:R:3	2.31E-04	2.00E-04	0.00E+00	1.47E-04	1.03E-04	0.00E+00	1.50E-03	0.00E+00	3.95E-04	1.23E-03	4.09E-04	3.67E-04
2:Del:R:4	1.58E-08	2.93E-04	2.14E-08	9.07E-09	5.57E-08	1.01E-04	5.46E-05	1.26E-07	2.30E-04	3.23E-04	3.59E-04	7.65E-04
2:Del:R:5	8.39E-05	2.24E-08	4.99E-08	5.64E-03	1.56E-04	2.96E-04	1.90E-04	1.16E-02	8.16E-04	2.85E-04	4.58E-04	4.07E-03
3:Del:R:0	1.87E-04	0.00E+00	6.69E-05	1.82E-08	0.00E+00	1.06E-03	4.78E-03	1.16E-03	1.96E-03	9.72E-04	3.92E-03	6.20E-04
3:Del:R:1	7.38E-04	1.40E-03	2.64E-04	2.11E-07	1.42E-03	7.84E-04	0.00E+00	5.16E-04	5.49E-03	3.05E-03	3.47E-03	3.18E-03
3:Del:R:2	7.83E-05	4.10E-04	1.11E-04	3.23E-08	1.40E-08	0.00E+00	8.17E-03	2.95E-04	1.59E-03	2.05E-03	1.83E-04	1.90E-04
3:Del:R:3	2.79E-08	6.58E-05	6.22E-07	3.52E-08	5.17E-04	1.82E-04	3.89E-04	1.02E-08	5.39E-07	7.43E-05	6.28E-04	1.84E-04
3:Del:R:4	2.26E-08	1.04E-08	5.71E-08	1.91E-08	5.32E-08	1.99E-08	9.25E-08	8.71E-08	2.28E-07	7.67E-08	1.08E-07	1.07E-07
3:Del:R:5	1.86E-05	5.07E-08	3.76E-08	5.50E-08	2.82E-08	7.45E-05	1.26E-07	1.05E-07	1.02E-04	1.01E-04	1.22E-07	1.61E-04
4:Del:R:0	1.01E-08	8.38E-09	3.35E-04	3.34E-04	3.88E-04	1.33E-04	4.74E-03	2.75E-03	3.65E-03	2.76E-04	1.09E-03	4.86E-04
4:Del:R:1	1.48E-04	2.62E-04	0.00E+00	6.29E-04	1.75E-04	2.74E-04	8.13E-04	9.26E-04	1.31E-03	3.99E-03	6.62E-03	1.23E-03
4:Del:R:2	1.45E-04	3.28E-05	2.90E-08	1.45E-08	3.51E-04	0.00E+00	4.46E-08	3.41E-04	0.00E+00	6.27E-04	4.65E-04	9.17E-09
4:Del:R:3	3.37E-08	5.92E-08	1.08E-04	4.84E-08	3.90E-08	6.08E-05	1.08E-04	3.84E-07	1.37E-07	8.88E-08	1.37E-07	6.35E-08
4:Del:R:4	4.08E-08	1.43E-07	8.19E-03	2.55E-08	6.70E-08	1.06E-07	1.86E-07	3.92E-02	4.64E-07	6.30E-08	3.41E-07	1.21E-03
4:Del:R:5	2.26E-08	1.04E-08	5.71E-08	1.91E-08	5.32E-08	1.99E-08	9.25E-08	8.71E-08	2.28E-07	7.67E-08	1.08E-07	1.07E-07
5:Del:R:0	3.31E-08	6.58E-04	6.30E-03	4.13E-08	4.35E-07	4.11E-02	2.80E-02	1.52E-07	1.99E-06	4.26E-04	8.50E-07	9.08E-04
5:Del:R:1	1.12E-04	5.83E-04	1.19E-04	2.73E-09	0.00E+00	1.91E-04	3.17E-04	4.76E-04	2.26E-04	1.75E-05	7.23E-08	1.59E-03
5:Del:R:2	1.99E-04	2.65E-08	2.88E-10	1.38E-04	6.84E-08	2.97E-08	3.06E-08	2.32E-04	1.64E-04	7.07E-04	2.06E-08	8.98E-05
5:Del:R:3	5.85E-08	1.85E-04	2.37E-02	3.89E-08	1.51E-03	3.05E-07	1.61E-07	1.22E-01	2.51E-07	7.35E-07	7.28E-08	8.50E-07
5:Del:R:4	3.42E-08	4.73E-08	6.63E-08	2.04E-07	4.66E-08	8.20E-05	2.38E-04	1.21E-07	1.64E-04	4.37E-08	1.39E-07	1.47E-07
5:Del:R:5	3.19E-08	3.80E-08	5.13E-08	4.53E-08	4.77E-08	1.28E-06	6.28E-05	1.10E-07	7.42E-05	1.02E-07	2.50E-04	6.55E-08
2:Ins:R:0	2.63E-04	1.31E-04	0.00E+00	2.75E-08	7.21E-05	3.60E-04	1.34E-03	1.00E-03	1.43E-03	4.38E-04	9.33E-04	3.93E-05
2:Ins:R:1	1.22E-08	1.40E-04	4.47E-04	8.32E-05	6.57E-04	1.99E-04	7.65E-04	2.24E-04	5.86E-04	3.32E-04	2.84E-05	8.54E-05
2:Ins:R:2	1.04E-04	8.18E-05	4.41E-04	3.54E-09	1.45E-04	2.13E-04	5.13E-04	3.37E-03	3.11E-04	0.00E+00	5.84E-04	9.58E-04
2:Ins:R:3	5.79E-05	2.54E-04	8.83E-05	6.04E-05	2.03E-04	2.01E-04	3.59E-05	0.00E+00	2.69E-04	1.05E-03	0.00E+00	9.48E-04
2:Ins:R:4	4.54E-04	1.68E-04	0.00E+00	3.54E-08	3.21E-09	0.00E+00	7.82E-04	7.56E-08	4.69E-03	3.07E-03	4.40E-08	4.86E-03
2:Ins:R:5	1.83E-03	1.74E-03	5.85E-05	6.10E-09	2.51E-05	0.00E+00	0.00E+00	1.51E-03	2.21E-02	5.81E-03	3.63E-03	1.17E-02
3:Ins:R:0	3.99E-08	4.87E-05	3.04E-08	3.68E-08	8.84E-05	2.02E-07	1.31E-07	9.98E-04	4.68E-04	4.93E-05	2.38E-04	5.61E-04
3:Ins:R:1	3.97E-05	2.22E-08	1.56E-04	6.14E-05	1.25E-04	6.45E-04	6.21E-03	1.39E-03	7.54E-04	1.53E-03	1.43E-03	9.49E-04
