Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N
V1	85	0	154	20	18	0	0	23	5	1	4	0	18	0
V2	4	101	13	9	3	5	20	0	22	12	21	5	0	0
V3	70	12	1	10	35	30	5	12	27	20	15	14	14	0
V4	0	566	19	0	0	10	229	0	0	4	0	0	43	0
V5	211	181	0	12	26	0	112	31	3	1	3	21	39	5
V6	0	8	124	0	32	0	6	15	0	0	0	6	4	65
V7	96	5	40	2	37	0	1	39	0	5	1	7	5	0
V8	50	0	2	60	0	49	2	0	88	49	0	0	2	0
V9	11	21	25	22	0	60	8	23	3	20	6	5	6	0
V10	0	54	94	0	10	4	27	27	0	0	0	15	4	8
V11	0	36	23	5	91	0	2	80	0	0	0	17	72	0
V12	0	0	28	46	13	0	0	11	73	9	37	9	9	0
V13	70	202	9	0	3	1	41	0	0	3	4	0	19	0
V14	10	24	0	27	5	28	2	0	23	51	33	0	10	0
V15	2	0	2	0	20	0	0	13	7	0	3	0	4	0
V16	0	98	6	12	28	0	9	10	19	4	34	0	0	0
V17	0	0	35	44	9	99	5	25	19	98	11	0	0	4
V18	0	1	0	0	0	3	1	2	0	0	0	36	0	0
V19	4	23	56	39	3	18	3	2	7	0	6	10	0	0
V20	38	0	138	103	17	22	2	0	41	18	33	14	4	14
V21	123	0	13	44	19	151	0	6	41	53	0	0	10	1
V22	43	110	55	7	15	0	36	74	5	18	12	2	35	0
V23	0	31	242	128	0	93	17	0	32	4	41	17	0	0
V24	26	4	21	5	27	0	1	42	5	0	0	0	3	0
V25	37	7	53	73	82	32	2	34	52	4	30	35	7	0
V26	28	11	33	5	41	50	9	7	12	0	22	23	22	11
V27	87	16	3	25	0	0	23	0	29	0	38	0	25	0
V28	2	54	42	18	0	0	5	0	2	1	8	0	0	0
V29	0	0	126	30	137	147	3	43	33	0	10	43	34	0
V30	10	8	28	25	26	18	3	0	300	6	42	66	10	0
V31	13	59	6	19	1	0	16	0	5	0	0	0	0	2
V32	0	4	121	2	47	0	2	17	0	0	2	0	0	0
V33	12	105	19	9	0	46	20	3	14	24	71	8	12	0
V34	121	22	0	69	1	2	36	0	56	10	31	0	0	0
V35	21	105	8	255	9	95	72	19	31	61	147	13	6	0
V36	0	0	22	4	5	0	0	9	2	6	0	3	0	14
V37	271	0	152	18	14	46	5	5	7	71	8	35	11	44
V38	68	2	1	14	15	5	0	41	0	2	0	0	3	0
V39	0	0	132	1	8	20	0	2	0	18	0	1	0	13
V40	66	3	22	0	39	17	1	9	0	20	0	8	11	27
V41	20	117	25	47	0	5	150	0	22	37	8	0	0	0
V42	0	2	18	0	45	2	6	12	0	5	0	7	21	22
V43	3	0	19	1	5	32	0	7	2	30	0	0	17	0
V44	6	23	60	17	8	26	11	31	25	0	14	13	10	0
V45	31	69	6	12	19	146	26	0	2	20	7	52	0	0
V46	3	8	31	22	1	51	7	0	15	40	1	74	2	0
V47	0	55	42	0	15	15	50	27	0	29	0	66	8	17
V48	0	29	63	33	0	36	37	6	25	60	16	34	0	8
V49	0	55	187	3	103	1	22	87	9	2	14	0	28	0
V50	22	107	30	1	8	70	28	47	0	88	0	80	14	0
V51	122	0	7	4	11	6	1	97	0	0	1	14	2	49
V52	83	21	26	34	16	0	6	30	13	4	30	0	19	0
V53	9	142	3	1	0	10	22	0	0	13	0	10	6	4
V54	1	6	25	12	9	13	1	2	15	0	9	0	0	0
V55	376	11	4	12	0	1	10	16	22	1	6	0	37	0
V56	122	34	14	23	10	5	84	85	33	0	0	0	10	8
V57	11	10	0	59	0	47	5	0	26	6	6	13	0	0
V58	215	36	32	253	0	4	12	4	64	0	8	9	19	0
V59	9	4	83	18	16	0	2	0	5	0	6	0	4	7
V60	90	80	16	13	145	0	22	101	8	4	27	0	33	0
V61	52	0	110	134	16	2	0	9	53	0	19	0	23	40
V62	18	0	1	14	4	0	2	0	5	2	4	0	4	20
V63	15	147	2	118	73	8	60	62	144	4	39	0	11	0
V64	50	0	0	0	24	72	5	25	0	11	0	0	0	34
V65	84	137	9	67	70	35	50	41	12	77	1	35	15	0
V66	0	0	126	2	0	1	0	3	0	1	0	0	3	0
V67	0	0	0	0	49	158	5	76	0	35	0	46	45	29
V68	0	26	36	54	0	0	6	0	38	0	22	0	0	0
V69	419	5	0	116	40	46	7	25	62	40	17	42	5	0
V70	26	56	0	8	5	1	14	7	5	0	2	2	7	4
V71	11	10	3	36	3	27	9	0	0	25	0	0	2	0
V72	0	14	0	5	30	5	9	17	0	14	0	13	11	3
V73	6	27	28	28	168	0	19	36	3	10	5	0	37	30
V74	67	85	9	13	2	4	61	0	2	6	6	4	13	0
V75	64	19	25	17	5	4	24	1	9	15	34	0	0	1
V76	8	62	11	0	6	31	46	0	0	9	0	19	0	9
V77	0	68	0	10	32	14	93	32	7	21	15	8	14	0
V78	0	45	80	23	0	45	27	5	11	30	9	1	4	0
V79	5	232	0	42	67	30	25	4	4	63	35	2	3	3
V80	88	2	4	49	6	6	0	0	34	0	34	4	0	2
V81	7	0	100	154	48	9	0	32	26	0	79	7	22	17
V82	2	0	95	10	8	18	1	12	7	26	0	31	5	0
V83	0	8	3	11	36	5	0	46	14	1	1	0	3	8
V84	31	0	0	3	11	0	0	14	8	0	12	4	5	2
V85	12	136	7	1	32	0	235	17	0	17	0	0	39	2
V86	0	0	4	51	0	0	0	0	38	0	17	0	1	0
V87	130	52	0	0	0	1	5	0	0	2	0	0	1	7
V88	0	6	17	42	3	0	17	23	19	0	17	0	1	0
V89	39	2	189	36	11	42	1	0	50	2	0	1	0	32
V90	31	6	14	0	112	0	4	68	0	0	0	12	27	91
V91	4	8	123	8	71	31	4	21	19	11	12	26	0	0
V92	25	81	49	7	5	0	30	0	0	22	6	0	6	0
V93	2	25	5	44	31	36	4	0	0	78	0	18	0	0
V94	0	51	12	0	0	11	11	0	0	1	0	2	4	0
V95	0	0	3	17	10	89	2	0	3	72	0	21	13	0
V96	52	36	148	2	0	0	6	0	0	0	1	0	9	0
V97	37	19	5	8	105	24	10	125	1	12	12	20	0	1
V98	75	10	62	0	7	1	2	2	0	0	0	1	7	11
V99	127	13	100	15	13	43	4	34	2	0	0	3	1	22
V100	77	0	29	101	2	7	0	0	10	15	22	11	0	0
