NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	58.198	21.207	13.672	12.673	0.113	0.989	30000.0
2	61.06	22.136	15.054	13.872	0.116	0.986	40000.0
3	61.387	21.813	14.697	13.481	0.118	0.987	40000.0
4	55.793	20.4	13.589	12.649	0.112	0.988	50000.0
5	59.779	20.99	14.447	12.919	0.112	0.988	40000.0
6	56.536	20.332	13.334	12.141	0.112	0.99	40000.0
7	58.533	21.232	14.03	13.035	0.109	0.988	40000.0
8	57.505	20.54	13.54	12.232	0.113	0.99	50000.0
9	57.232	20.637	13.536	12.452	0.109	0.989	40000.0
10	61.154	21.745	14.6	13.278	0.118	0.987	60000.0
