NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.11	24.009	11.82	15.044	0.136	0.982	30000.0
2	53.255	24.999	12.533	15.564	0.136	0.982	30000.0
3	54.212	25.232	13.216	16.01	0.135	0.982	50000.0
4	53.4	25.338	12.878	16.242	0.143	0.98	20000.0
5	53.441	25.29	12.666	16.195	0.139	0.981	40000.0
6	53.63	25.641	13.043	16.332	0.139	0.98	50000.0
7	53.32	25.065	12.626	15.712	0.142	0.983	40000.0
8	52.564	24.738	12.219	15.469	0.145	0.982	40000.0
9	52.151	24.594	12.2	15.404	0.137	0.982	30000.0
10	52.079	24.525	12.555	15.037	0.138	0.984	50000.0
