Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V50	1.63E+01	1.45E+01	0.00E+00	3.89E-01	1.31E+00	0.00E+00	1.61E+01	1.41E+01
V51	6.00E+00	3.29E+00	3.24E+00	3.25E+00	3.41E+00	4.22E+00	7.08E+00	4.44E+00
V52	1.60E+01	1.79E+00	0.00E+00	5.33E-01	1.20E+00	3.41E+00	1.65E+01	1.53E+00
V53	4.96E-01	8.06E-01	1.56E+00	0.00E+00	1.63E+00	1.33E-01	1.00E-01	2.45E+00
V54	1.60E+00	1.34E+00	4.04E+00	0.00E+00	3.00E+00	2.41E+00	6.19E+00	3.83E+00
V55	0.00E+00	2.77E-01	3.33E+00	9.71E-01	4.65E+00	7.52E-01	4.73E-01	4.97E+00
V56	0.00E+00	2.88E+00	0.00E+00	1.02E+00	4.57E+00	2.43E+00	1.80E+00	4.44E+00
V57	1.31E+01	1.79E+01	1.34E+00	4.09E+00	1.68E+00	1.10E+00	1.27E+01	1.93E+01
V58	5.04E+00	4.07E-01	1.12E+00	2.00E-01	8.72E-01	3.48E-01	5.05E+00	6.40E-01
V59	5.54E+00	7.34E-01	3.18E+01	3.06E+00	4.28E+00	1.39E+00	5.96E+00	3.30E+01
V60	1.20E+00	9.12E+00	6.19E+00	1.96E+00	5.54E-01	7.98E+00	1.08E+01	1.13E+01
V61	2.27E+00	1.12E+01	4.22E-01	9.80E+00	3.67E-01	3.05E+00	8.44E+00	1.09E+01
V62	1.40E+00	6.87E-01	4.99E+00	5.98E+00	3.69E+00	1.37E+00	8.93E+00	5.42E+00
V63	7.42E-01	2.84E+00	2.05E+00	3.74E+00	6.96E+00	3.25E+00	3.22E+00	8.16E+00
V64	6.04E+00	1.63E-01	1.85E+00	4.69E+00	0.00E+00	3.00E-01	6.29E+00	1.01E+00
V65	1.62E+00	4.85E+00	0.00E+00	6.57E-01	5.91E+00	5.04E+00	4.80E+00	9.73E+00
V66	3.05E+00	4.99E-01	6.67E-01	7.49E-01	2.50E+00	3.50E+00	3.43E+00	1.56E+00
V67	6.49E+00	1.39E+00	1.19E+00	0.00E+00	4.11E+00	9.29E-01	5.23E+00	4.59E+00
V68	2.15E+01	2.49E-01	2.90E+00	1.89E+00	2.23E+00	1.46E+00	2.32E+01	2.95E+00
V69	9.45E-01	3.04E+00	2.60E-01	3.35E-01	1.26E+00	7.07E+00	5.41E+00	6.51E+00
V70	4.48E-01	0.00E+00	0.00E+00	4.00E-01	0.00E+00	2.91E-01	3.06E-01	5.00E-01
V71	1.15E+00	5.39E-01	2.19E+00	6.15E-01	8.41E-01	1.13E+00	9.31E-01	3.58E+00
V72	2.67E-01	3.78E+00	9.23E+00	0.00E+00	3.71E+00	2.69E-01	1.04E+00	9.98E+00
V73	1.07E+01	1.09E+00	3.48E+00	1.18E+00	9.00E+00	2.63E+00	1.24E+01	1.08E+01
V74	7.48E-01	9.32E-01	3.21E+00	3.02E+00	3.06E-01	1.43E+00	4.66E+00	1.36E+00
V75	1.80E+00	6.33E-01	9.48E-01	0.00E+00	1.10E+00	0.00E+00	8.03E-01	4.00E-01
V76	2.24E+00	1.15E+01	0.00E+00	0.00E+00	2.20E+00	2.13E-01	3.65E+00	1.25E+01
V77	3.06E+00	1.79E+00	2.16E+00	0.00E+00	0.00E+00	1.29E+00	3.01E+00	3.24E+00
V78	2.42E+00	1.32E+00	2.83E+00	2.07E+00	3.07E+00	1.38E+00	3.16E+00	3.72E+00
V79	1.94E+00	1.08E+01	0.00E+00	2.59E+00	1.72E+00	3.13E+00	2.71E+00	1.11E+01
V80	2.69E-01	2.84E+00	9.41E+00	2.44E+00	1.79E+00	3.11E+00	2.13E-01	9.21E+00
V81	1.26E+01	0.00E+00	3.63E+00	6.15E+00	0.00E+00	1.10E+00	1.28E+01	5.60E+00
V82	7.73E+00	8.72E+00	7.77E-01	3.20E+00	3.05E+00	2.47E+00	8.63E+00	9.80E+00
V83	1.85E+00	2.09E+00	5.73E-01	7.52E-01	0.00E+00	0.00E+00	1.21E+00	1.63E+00
V84	2.39E+01	0.00E+00	0.00E+00	1.96E+00	0.00E+00	2.63E+00	2.50E+01	2.38E+00
V85	1.27E+00	0.00E+00	3.66E+00	4.52E-01	1.99E+00	8.67E-01	1.59E+00	2.98E+00
V86	3.84E+00	3.12E+00	1.36E+00	4.09E+00	1.47E+01	3.08E+00	3.99E+00	1.66E+01
V87	6.95E+00	4.46E+00	8.43E-01	2.23E+00	0.00E+00	2.84E+00	8.12E+00	4.60E+00
V88	4.16E-01	1.05E+01	6.87E-01	1.22E+00	0.00E+00	2.16E+00	9.89E-01	1.05E+01
V89	2.21E-01	4.02E+00	5.23E+00	1.40E+00	1.11E+00	1.13E+00	1.60E+00	6.49E+00
V90	2.04E+01	6.06E+00	7.18E+00	3.00E+00	4.51E+00	5.54E+00	2.02E+01	6.07E+00
V91	6.60E+00	1.31E+00	1.98E+00	2.30E+00	3.18E+00	1.01E+01	9.79E+00	9.11E+00
V92	3.57E+00	2.50E+00	2.10E+00	2.49E-01	7.52E-01	7.12E-01	3.31E+00	2.77E+00
V93	8.38E+00	8.76E+00	4.82E+00	2.46E+00	1.69E+00	1.45E+01	1.31E+01	1.07E+01
V94	7.33E-01	1.34E+01	1.13E+00	2.22E+00	2.56E+00	3.30E+00	2.40E+00	1.34E+01
V95	3.48E+00	7.44E+00	5.79E+00	3.08E+00	3.79E-01	1.19E+01	1.03E+01	9.83E+00
V96	1.86E+01	1.75E+00	1.92E+00	1.12E+00	1.67E-01	1.73E+01	2.70E+01	1.07E+01
V97	1.53E-01	5.29E+00	4.27E+00	9.07E-01	5.56E+00	2.57E+00	1.84E+00	7.40E+00
V98	1.50E+00	1.33E+01	4.07E-01	4.69E+00	3.36E+00	1.44E+00	2.16E+00	1.26E+01
V99	6.70E-01	2.59E+00	0.00E+00	1.50E+00	0.00E+00	1.23E+00	3.00E-01	3.69E+00
V100	5.33E-01	8.41E-01	1.36E+00	3.77E+00	1.98E+00	4.20E+00	2.81E+00	5.97E+00
