Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	390	16	96	3	6	0	38	0
V2	10	270	10	4	4	0	0	9
V3	52	119	74	0	13	6	0	9
V4	0	254	191	41	26	15	5	106
V5	0	109	0	156	7	4	18	0
V6	10	6	0	118	23	22	0	22
V7	211	296	25	26	0	0	0	46
V8	161	59	10	0	0	7	14	28
V9	5	103	0	4	0	26	0	2
V10	200	86	0	128	26	21	25	0
V11	365	0	33	75	26	20	39	6
V12	103	365	186	59	160	10	0	35
V13	27	169	3	2	3	53	35	0
V14	2	9	21	54	43	2	11	13
V15	1	0	121	1	14	123	14	28
V16	92	2	55	143	26	43	17	0
V17	63	0	2	22	29	128	0	8
V18	227	10	25	105	8	82	12	0
V19	8	90	25	27	2	59	0	22
V20	76	27	64	396	54	83	0	25
V21	23	0	90	31	21	29	52	0
V22	11	61	5	0	0	8	0	24
V23	62	40	59	70	212	8	4	0
V24	270	54	3	8	169	77	0	6
V25	0	78	317	15	5	78	46	0
V26	73	7	18	16	102	2	8	0
V27	32	83	48	46	2	0	21	0
V28	38	1	11	0	9	217	17	0
V29	34	1	7	71	6	78	36	3
V30	22	150	394	0	15	8	0	2
V31	93	53	6	0	0	43	25	16
V32	11	3	13	18	0	21	0	10
V33	1	0	7	0	0	55	0	0
V34	29	37	33	0	69	22	0	22
V35	39	0	57	59	70	0	6	0
V36	0	31	16	0	2	5	0	7
V37	7	636	20	2	117	43	121	0
V38	22	13	1	2	9	22	3	0
V39	1	2	6	49	1	18	0	0
V40	9	22	0	72	2	4	0	14
V41	40	59	0	54	7	19	0	16
V42	1	10	13	90	1	0	62	0
V43	0	0	4	29	49	8	4	1
V44	7	43	0	66	0	5	6	12
V45	32	11	15	106	1	9	25	0
V46	1	4	19	94	0	1	5	19
V47	0	619	95	0	23	0	0	45
V48	18	0	38	0	0	75	43	14
V49	187	16	51	124	79	12	11	15
V50	228	121	0	2	15	0	0	8
V51	50	19	50	22	16	13	18	50
V52	254	11	0	0	7	25	18	0
V53	2	11	46	0	14	1	3	0
V54	11	14	36	0	27	54	0	0
V55	0	0	66	5	153	2	0	4
V56	0	24	0	8	44	15	1	1
V57	158	176	4	69	23	0	22	7
V58	37	1	6	0	2	1	0	4
V59	38	8	601	84	117	0	10	0
V60	9	109	80	11	1	138	0	21
V61	26	79	0	98	0	36	0	21
V62	18	0	55	61	37	5	0	8
V63	4	62	15	59	76	32	0	14
V64	197	1	34	69	0	0	1	0
V65	23	38	0	17	63	36	18	0
V66	18	0	2	3	82	29	29	8
V67	326	10	33	0	35	3	0	0
V68	245	0	22	38	46	7	5	9
V69	5	31	1	0	7	51	7	0
V70	3	0	0	3	0	0	0	0
V71	13	3	50	3	3	11	0	1
V72	1	44	104	0	41	0	0	9
V73	139	11	43	6	81	14	21	0
V74	0	5	27	18	4	5	17	0
V75	14	3	19	0	46	0	0	0
V76	5	97	0	0	61	0	23	0
V77	27	20	15	0	0	8	0	7
V78	19	0	82	13	23	0	2	18
V79	13	113	0	19	57	51	17	1
V80	1	17	150	17	13	24	0	6
V81	144	0	30	69	0	9	0	0
V82	88	88	4	139	86	16	0	0
V83	26	57	6	8	0	0	0	0
V84	237	0	0	36	0	7	35	0
V85	6	0	32	3	91	3	0	1
V86	23	64	7	104	169	13	0	24
V87	31	48	4	5	0	11	37	1
V88	2	92	0	13	0	2	1	37
V89	1	31	178	10	16	11	0	8
V90	174	29	138	18	32	18	49	60
V91	136	8	16	15	53	118	0	24
V92	74	13	17	0	6	6	0	7
V93	50	63	94	6	7	175	41	70
V94	0	241	2	24	31	21	13	14
V95	11	77	131	31	0	149	26	21
V96	186	4	17	2	0	158	103	30
V97	0	16	117	0	59	5	0	59
V98	8	235	0	36	29	4	0	27
V99	5	23	0	12	0	9	3	0
V100	0	0	14	39	18	34	7	14
