NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	52.2	25.018	12.467	15.888	0.136	0.98	30000.0
2	50.609	24.334	12.015	15.114	0.131	0.983	50000.0
3	52.155	24.672	12.8	15.857	0.133	0.981	60000.0
4	53.349	25.204	12.72	16.058	0.139	0.981	60000.0
5	54.093	25.326	13.021	16.213	0.136	0.982	50000.0
6	51.222	24.326	12.165	15.156	0.132	0.982	50000.0
7	50.601	24.085	11.78	14.94	0.136	0.984	30000.0
8	53.112	25.405	12.673	16.014	0.141	0.981	40000.0
9	51.889	24.417	12.289	15.482	0.133	0.982	70000.0
10	52.208	24.901	12.695	15.364	0.135	0.983	50000.0
