NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	62.112	23.935	15.77	15.944	0.126	0.981	60000.0
2	58.71	23.076	14.607	15.132	0.12	0.983	30000.0
3	60.761	23.343	15.161	15.142	0.122	0.984	30000.0
4	60.446	23.244	14.947	15.084	0.123	0.985	50000.0
5	61.833	24.151	15.371	15.956	0.13	0.982	40000.0
6	58.493	22.43	14.159	14.496	0.119	0.986	60000.0
7	59.379	23.535	14.412	15.335	0.125	0.983	40000.0
8	60.341	23.384	14.866	15.023	0.125	0.983	30000.0
9	60.841	24.043	14.938	15.682	0.129	0.981	30000.0
10	60.185	23.659	14.855	15.365	0.131	0.983	60000.0
