Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
V1	5.27E+00	6.53E-01	1.96E+00	2.84E+00	2.44E+00	1.07E+01	1.50E+01	3.32E+00	5.72E+00
V2	6.02E+00	1.41E+00	2.11E+00	1.48E+01	3.03E+00	1.56E+00	2.80E+00	1.62E+01	7.97E+00
V3	8.72E+00	3.19E+00	2.25E+00	2.84E+00	3.45E+00	1.37E+01	1.84E+01	8.60E-01	1.76E+01
V4	2.41E+00	2.32E+00	4.36E+00	2.88E+00	2.09E+00	4.66E+00	4.44E+00	4.59E+00	5.75E+00
V5	4.36E+00	5.53E+00	1.14E+00	1.57E+00	8.06E-01	1.56E+00	3.03E+00	2.43E+00	5.42E+00
V6	5.24E+00	0.00E+00	2.08E+00	1.05E+00	1.77E+00	1.07E+00	1.14E+00	2.54E+00	6.44E+00
V7	3.98E+00	1.16E+00	1.10E+00	2.22E+00	6.05E-01	1.33E+01	1.55E+01	1.37E+00	4.12E+00
V8	4.70E+00	3.07E-01	1.92E+00	1.36E+00	1.58E+00	2.90E+00	2.92E+00	1.38E+00	5.83E+00
V9	3.76E+00	2.91E+00	5.97E-01	1.58E+00	3.78E+00	6.86E-01	4.00E-01	1.69E+00	2.97E+00
V10	6.93E+00	2.53E+00	8.20E+00	1.16E+00	3.04E+00	4.22E+00	6.85E+00	2.57E+00	1.30E+01
V11	4.47E-01	1.52E+00	0.00E+00	0.00E+00	1.32E+00	8.72E-01	7.92E-01	0.00E+00	2.00E-01
V12	5.77E+00	2.48E+00	6.00E-01	2.00E+00	1.51E+00	3.48E+00	6.78E+00	1.75E+00	7.41E+00
V13	1.00E-01	4.21E+00	2.71E+00	5.42E-01	3.14E-01	5.04E-01	3.18E+00	3.29E+00	5.84E+00
V14	2.18E+00	2.15E+00	2.06E+00	2.30E+00	1.13E+00	2.66E+00	3.97E+00	2.21E+00	4.09E+00
V15	3.18E+00	4.21E+00	2.21E-01	9.33E+00	1.41E+00	1.44E+00	2.51E+00	1.41E+01	7.47E+00
V16	1.83E+00	2.04E+00	7.63E-01	6.76E+00	1.92E+00	3.42E+00	4.02E+00	4.91E+00	4.46E+00
V17	2.54E+00	2.21E+00	3.83E+00	6.40E-01	9.40E-01	3.10E+00	3.26E+00	3.00E+00	8.06E+00
V18	1.74E+01	4.67E+00	3.38E+00	4.93E+00	8.19E-01	2.95E+00	3.94E+00	3.76E+00	1.87E+01
V19	6.44E+00	1.37E+00	5.21E-01	1.87E+00	5.42E-01	4.02E+00	3.88E+00	1.88E+00	4.94E+00
V20	2.12E+00	3.65E-01	1.83E+00	0.00E+00	2.23E+00	5.21E-01	0.00E+00	0.00E+00	3.12E+00
V21	1.88E+01	1.23E+00	3.13E+00	2.89E+00	2.91E+00	0.00E+00	4.42E-01	2.95E+00	1.82E+01
V22	4.24E+00	1.76E+01	7.80E+00	1.09E+01	2.89E+00	1.25E+01	1.71E+01	2.00E+01	1.35E+01
V23	2.77E+00	5.25E+00	5.11E+00	2.17E+00	1.56E+00	2.22E+00	4.67E+00	3.41E+00	7.52E+00
V24	8.37E+00	1.59E+00	4.67E-01	9.14E+00	2.52E+00	3.90E+00	8.87E+00	9.57E+00	7.46E+00
V25	2.79E+00	3.04E+00	2.56E+00	1.83E+00	3.21E+00	1.16E+01	1.41E+01	2.45E+00	4.91E+00
V26	2.21E+00	2.89E+00	5.81E-01	4.67E-01	2.51E+00	2.51E+00	3.33E+00	1.13E+00	2.52E+00
V27	1.94E+00	2.22E+00	6.37E-01	1.79E+00	1.33E+00	2.29E+00	3.35E+00	1.12E+00	2.67E+00
V28	1.39E+01	4.67E-01	4.41E+00	2.00E-01	0.00E+00	6.20E+00	5.33E+00	8.00E-01	1.57E+01
V29	3.72E+00	4.87E+00	1.44E+01	1.53E+01	2.17E+00	5.38E+00	1.09E+01	1.41E+01	1.90E+01
V30	3.87E+00	1.26E+00	1.93E+00	5.58E+00	3.23E+00	9.00E+00	1.05E+01	4.56E+00	2.57E+00
V31	5.86E-01	1.26E+00	1.06E+00	7.45E-01	1.50E+00	0.00E+00	2.00E-01	7.72E-01	1.19E+00
V32	1.13E+00	1.99E+00	3.70E+00	8.57E-01	1.51E+00	1.04E+00	1.33E+00	8.06E-01	4.48E+00
V33	8.27E+00	7.37E+00	9.43E-01	1.94E+00	1.61E+00	4.01E+00	5.23E+00	1.86E+00	1.06E+01
